keyword,bucket,owner_or_reason,volume,best_peer_pos,best_peer_domain,our_gsc_imp,our_gsc_clicks,our_bing_imp,our_bing_clicks
home loan mortgage calculator with taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,29,uklandlordtax.co.uk,,,,
house payment calculator with taxes and insurance,excluded,off-niche:long-tail (class-reviewed pass 3),40,51,uklandlordtax.co.uk,,,,
interest only mortgage rate calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,32,uklandlordtax.co.uk,,,,
landlord stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,1,uklandlordtax.co.uk,,,,
loan to value auto calculator,assigned,calculators/buy-to-let-mortgage-calculator,40,28,ukpropertyaccountants.co.uk,,,,
loan to value calculator auto,assigned,calculators/buy-to-let-mortgage-calculator,40,36,ukpropertyaccountants.co.uk,,,,
loan to value car calculator,assigned,calculators/buy-to-let-mortgage-calculator,40,40,ukpropertyaccountants.co.uk,,,,
lr calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,45,ukpropertyaccountants.co.uk,,,,
ltv calculator car,assigned,calculators/buy-to-let-mortgage-calculator,40,39,ukpropertyaccountants.co.uk,,,,
ltv car calculator,assigned,calculators/buy-to-let-mortgage-calculator,40,25,ukpropertyaccountants.co.uk,,,,
money calculator tax,excluded,off-niche:general-tax-calc (no property qualifier),40,41,taxd.co.uk,,,,
money calculator with tax,excluded,off-niche:long-tail (class-reviewed pass 3),40,53,taxd.co.uk,,,,
money with tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),40,83,taxd.co.uk,,,,
monthly mortgage calculator with taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,28,uklandlordtax.co.uk,,,,
mortgage calculator monthly payment with taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,65,uklandlordtax.co.uk,,,,
mortgage calculator with taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,32,uklandlordtax.co.uk,,,,
mortgage calculator with taxes insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,42,uklandlordtax.co.uk,,,,
mortgage loan calculator with taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,50,uklandlordtax.co.uk,,,,
mortgage payment calculator including taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,83,ukpropertyaccountants.co.uk,,,,
mortgage payment calculator with taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,59,uklandlordtax.co.uk,,,,
mortgage property tax insurance calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,20,uklandlordtax.co.uk,,,,
mortgage rate calculator interest only,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,21,uklandlordtax.co.uk,,,,
mortgage taxes and insurance calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,32,uklandlordtax.co.uk,,,,
mortgage with insurance and taxes calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,32,uklandlordtax.co.uk,,,,
national insurance calculator employer,excluded,off-niche:general-accountancy-calc,40,35,ukpropertyaccountants.co.uk,,,,
net yearly income calculator,excluded,off-niche:salary/employment,40,51,taxd.co.uk,,,,
nutmeg tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),40,36,taxd.co.uk,,,,
p800 calculator,excluded,off-niche:refund/expat-employment,40,30,taxd.co.uk,,,,
paye calculator 2024/25,excluded,off-niche:salary/employment,40,89,taxd.co.uk,,,,
payment calculator mortgage with taxes and insurance,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",40,93,uklandlordtax.co.uk,,,,
property management fees calculator uk,excluded,off-niche:long-tail (class-reviewed pass 3),40,54,landlordstudio.com,,,,
purchase calculator with taxes,excluded,off-niche:long-tail (class-reviewed pass 3),40,14,provestor.co.uk,,,,
purchase tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),40,11,uklandlordtax.co.uk,,,,
rent per month calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,74,landlordstudio.com,,,,
rent valuation calculator,assigned,blog:free-rental-valuation (existing),40,53,taxd.co.uk,,,,
salary calculator before tax,excluded,off-niche:salary/employment,40,52,ukpropertyaccountants.co.uk,,,,
salary calculator before taxes,excluded,off-niche:salary/employment,40,46,taxd.co.uk,,,,
salary or dividend calculator,excluded,off-niche:salary/employment,40,80,ukpropertyaccountants.co.uk,,,,
salary or dividends calculator,excluded,off-niche:salary/employment,40,60,ukpropertyaccountants.co.uk,,,,
salary tax calculator gibraltar,excluded,off-niche:salary/employment,40,14,ukpropertyaccountants.co.uk,,,,
santander buy to let mortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,40,47,uklandlordtax.co.uk,,,,
sdlt calculator shared ownership,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,23,uklandlordtax.co.uk,,,,
sdlt wales calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,14,uklandlordtax.co.uk,,,,
second home council tax wales calculator,excluded,off-niche:local-tax-generic,40,34,ukpropertyaccountants.co.uk,,,,
second home stamp duty calculator scotland,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,62,ukpropertyaccountants.co.uk,,,,
second income tax calculator,excluded,off-niche:salary/employment,40,6,taxd.co.uk,,,,
second job national insurance calculator,excluded,off-niche:general-accountancy-calc,40,40,ukpropertyaccountants.co.uk,,,,
secondary income tax calculator,excluded,off-niche:salary/employment,40,7,taxd.co.uk,,,,
shared ownership sdlt calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,50,uklandlordtax.co.uk,,,,
simple inheritance tax calculator,excluded,off-niche:general-accountancy-calc,40,39,optimiseaccountants.co.uk,,,,
small business tax calculator uk,excluded,off-niche:general-tax-calc (no property qualifier),40,59,taxd.co.uk,,,,
spanish property purchase tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),40,50,ukpropertyaccountants.co.uk,,,,
spanish property tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),40,44,ukpropertyaccountants.co.uk,,,,
stamp duty calculator excel,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,20,uklandlordtax.co.uk,,,,
stamp duty calculator landlord,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,1,uklandlordtax.co.uk,,,,
stamp duty calculator near london,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,42,uklandlordtax.co.uk,,,,
stamp duty calculator scotland second home,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,33,ukpropertyaccountants.co.uk,,,,
stamp duty excel calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,31,uklandlordtax.co.uk,,,,
stamp duty scotland second home calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,47,ukpropertyaccountants.co.uk,,,,
stamp duty value calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",40,29,uklandlordtax.co.uk,,,,
take home pay calculator edinburgh,excluded,off-niche:salary/employment,40,34,taxd.co.uk,,,,
take home pay calculator england,excluded,off-niche:salary/employment,40,5,taxd.co.uk,,,,
take home pay calculator uk gov,excluded,off-niche:salary/employment,40,15,taxd.co.uk,,,,
take-home pay calculator england,excluded,off-niche:salary/employment,40,7,taxd.co.uk,,,,
tax allowance calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,52,ukpropertyaccountants.co.uk,,,,
tax allowances calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,54,taxd.co.uk,,,,
tax calculator 2023-24,excluded,off-niche:general-tax-calc (no property qualifier),40,101,taxd.co.uk,,,,
tax calculator buy to let,excluded,off-niche:general-tax-calc (no property qualifier),40,8,landlordstudio.com,1,0,,
tax calculator commission,excluded,off-niche:general-tax-calc (no property qualifier),40,39,taxd.co.uk,,,,
tax calculator for buy to let,excluded,off-niche:general-tax-calc (no property qualifier),40,8,landlordstudio.com,3,0,,
tax calculator irs,excluded,off-niche:general-tax-calc (no property qualifier),40,19,optimiseaccountants.co.uk,,,,
tax calculator money,excluded,off-niche:general-tax-calc (no property qualifier),40,42,taxd.co.uk,,,,
tax calculator uk 2024/25,excluded,off-niche:general-tax-calc (no property qualifier),40,76,taxd.co.uk,,,,
tax calculator with allowances,excluded,off-niche:general-tax-calc (no property qualifier),40,28,ukpropertyaccountants.co.uk,,,,
tax calculator with commission,excluded,off-niche:general-tax-calc (no property qualifier),40,20,taxd.co.uk,,,,
tax irs calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,16,optimiseaccountants.co.uk,,,,
tax money calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,28,taxd.co.uk,,,,
tax on commission calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,30,taxd.co.uk,,,,
tax on selling a business uk calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,20,provestor.co.uk,,,,
uk car allowance tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),40,49,taxd.co.uk,,,,
us federal tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),40,19,optimiseaccountants.co.uk,,,,
vehicle loan to value calculator,assigned,calculators/buy-to-let-mortgage-calculator,40,43,ukpropertyaccountants.co.uk,,,,
worldwide disclosure facility penalty calculator,excluded,off-niche:long-tail (class-reviewed pass 3),40,3,ukpropertyaccountants.co.uk,,,,
natwest buy to let rental calculator,assigned,calculators/buy-to-let-mortgage-calculator,30,32,uklandlordtax.co.uk,,,,
old stamp duty calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",30,21,uklandlordtax.co.uk,,,,
rental deposit calculator uk,excluded,off-niche:long-tail (class-reviewed pass 3),30,66,landlordstudio.com,,,,
rental yield commercial property,assigned,calculators/rental-yield-calculator,30,95,provestor.co.uk,,,,
rental yield for commercial property,assigned,calculators/rental-yield-calculator,30,106,provestor.co.uk,,,,
return on investment calculator buy to let,assigned,calculators/buy-to-let-cashflow-calculator,30,21,uklandlordtax.co.uk,,,,
sdlt second home calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",30,26,uklandlordtax.co.uk,,,,
self employed tax calculator gov,excluded,off-niche:general-accountancy-calc,30,42,optimiseaccountants.co.uk,,,,
self-employed tax calculator gov,excluded,off-niche:general-accountancy-calc,30,42,optimiseaccountants.co.uk,,,,
stamp duty 2024 calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",30,25,uklandlordtax.co.uk,,,,
stamp duty wales 2025 calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",30,28,uklandlordtax.co.uk,,,,
take home pay calculator 24/25,excluded,off-niche:salary/employment,30,51,taxd.co.uk,,,,
uk capital gains tax on sale of french property calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",30,6,uklandlordtax.co.uk,,,,
national insurance increase calculator,excluded,off-niche:general-accountancy-calc,20,52,ukpropertyaccountants.co.uk,,,,
national.insurance increase calculator,excluded,off-niche:long-tail (class-reviewed pass 3),20,54,ukpropertyaccountants.co.uk,,,,
rent deposit calculator uk,excluded,off-niche:long-tail (class-reviewed pass 3),20,66,landlordstudio.com,,,,
stamp duty calculator 2025 first time buyers,already-covered,"sdlt-cluster (deployed 08-18, window armed)",20,37,uklandlordtax.co.uk,,,,
stamp duty calculator before april 2025,already-covered,"sdlt-cluster (deployed 08-18, window armed)",20,52,uklandlordtax.co.uk,,,,
stamp duty calculator buy to let 2025,already-covered,"sdlt-cluster (deployed 08-18, window armed)",20,2,uklandlordtax.co.uk,,,,
stamp duty first time buyers 2025 calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",20,28,uklandlordtax.co.uk,,,,
tax rebate calculator for uniform,excluded,off-niche:refund/expat-employment,20,53,taxd.co.uk,,,,
tax rebate calculator uniform,excluded,off-niche:refund/expat-employment,20,74,cruseburke.co.uk,,,,
tax rebate on uniform calculator,excluded,off-niche:refund/expat-employment,20,76,cruseburke.co.uk,,,,
work smart tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),20,86,taxd.co.uk,,,,
maximum pension contributions calculator,excluded,off-niche:general-accountancy-calc,10,62,cruseburke.co.uk,,,,
new stamp duty calculator 2025,already-covered,"sdlt-cluster (deployed 08-18, window armed)",10,20,uklandlordtax.co.uk,,,,
tax rebate calculator 23/24,excluded,off-niche:refund/expat-employment,10,6,taxd.co.uk,,,,
+lbbt tax scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,1,0
".4 monthly rental income: £1,675#N##N#based on average rental yields of approximately 7% for a property valued at £260,000, the monthly rental income should be around:#N##N##N##N#annual rent = £260,000 × 0.07 = £18,200, monthly = £1,517 (rounded).#N##N##N##N#however, rental yields vary significantly by region. for a one‑bedroom flat in a commuter‑accessible area of greater london or a mid‑sized city outside london, achievable rents are higher. uk investor magazine reports average rents of £1,675 per month on properties priced around £231,402, delivering yields of around 7%. therefore, a monthly rent of £1,675 is realistic for a well‑located one‑bedroom flat.#N##N##N##N#source: uk investor magazine, november 2025 – properties priced around £231,402 with rents of £1,675/month.",assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,1,0
21 year let property campaign calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,5,0,,
6% rental yields,assigned,calculators/rental-yield-calculator,0,,,,,1,0
accidental landlord tax calculator,assigned,calculators/rental-income-tax-calculator,0,,,6,0,,
ads lbtt calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,8,0
ads scotland calculator,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,,,2,0
and transaction calculator wales,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,2,0
annual investment allowance calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,19,0,,
average rental yield uk 026,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,1,0
bedroom tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,1,0,,
best free commercial mortgage calculator uk,assigned,calculators/commercial-mortgage-calculator,0,,,1,0,,
best locations in uk vs northern ireland for rental yield,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,1,0
best rental yield uk cities 2026,assigned,blog:property-investment-benchmarks-uk-2026-good-yield [EXTEND],0,,,,,3,0
bridging loan auction property calculator,assigned,calculators/bridging-loan-calculator,0,,,1,0,,
bridging loan calculator,assigned,calculators/bridging-loan-calculator,0,,,11,0,,
bridging loan calculator martin lewis,assigned,calculators/bridging-loan-calculator,0,,,1,0,,
bridging loans calculator,assigned,calculators/bridging-loan-calculator,0,,,1,0,,
btl mortgage rental calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
btl mortgages calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,3,0,,
btl profit calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,3,0,,
btl remortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
btl stamp duty calculator 2022,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,1,0,,
btl tax calculator section 24,assigned,calculators/buy-to-let-mortgage-calculator,0,,,7,0,,
btl yield calculator uk,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
business mortgage calculator,assigned,calculators/commercial-mortgage-calculator,0,,,59,0,,
business mortgage calculator buy to let,assigned,calculators/buy-to-let-mortgage-calculator,0,,,13,0,,
business mortgage calculators with dscr support?,assigned,calculators/commercial-mortgage-calculator,0,,,2,0,,
business mortgage loan calculator,assigned,calculators/commercial-mortgage-calculator,0,,,13,0,,
business mortgage payment calculator,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
business mortgage rates calculator,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
business mortgage repayment calculator,assigned,calculators/commercial-mortgage-calculator,0,,,12,0,,
business mortgages calculator,assigned,calculators/commercial-mortgage-calculator,0,,,20,0,,
business property loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,22,0,,
business property loans calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
business property mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,3,0,,
buy to let calculator stamp duty,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,1,0,,
buy to let calculator tax,assigned,calculators/buy-to-let-mortgage-calculator,0,,,4,0,,
buy to let calculator yield,assigned,calculators/buy-to-let-mortgage-calculator,0,,,13,0,,
buy to let capital gains tax calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,1,0,,
buy to let commercial mortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,13,0,,
buy to let mortgage calculator 20 deposit,assigned,calculators/buy-to-let-mortgage-calculator,0,,,4,0,,
buy to let mortgage calculator for limited company,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
buy to let mortgage deposit calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,3,0,,
buy to let mortgage with bad credit calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,3,0,,
buy to let mortgages calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,11,0,,
buy to let mortgages uk calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
buy to let remortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,4,0,,
buy to let rent calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,13,0,,
buy to let rental calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,3,0,,
buy to let rental yield calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,6,0,,
buy to let return calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
buy to let stress test calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
buy to let tax calculator spreadsheet,assigned,calculators/buy-to-let-mortgage-calculator,0,,,20,0,,
buy to let tax calculator uk,assigned,calculators/buy-to-let-mortgage-calculator,0,,,8,0,,
buy-to-let mortgage calculator,assigned,calculators/buy-to-let-mortgage-calculator,0,,,1,0,,
buying a second hpouse in scotland land calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,,,2,0
calculate gross yield rental property,assigned,calculators/rental-yield-calculator,0,,,1,0,,
calculate net yield rental property,assigned,calculators/rental-yield-calculator,0,,,1,0,,
calculate property yield,assigned,calculators/rental-yield-calculator,0,,,7,0,,
calculate rental yield,assigned,calculators/rental-yield-calculator,0,,,8,0,,
calculate yield on rental property,assigned,calculators/rental-yield-calculator,0,,,2,0,1,0
calculator commercial mortgage,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
calculator rental yield,assigned,calculators/rental-yield-calculator,0,,,1,0,,
can you provide a stamp duty calculator?,already-covered,"sdlt-cluster (deployed 08-18, window armed)",0,,,2,0,,
capital allowance calculator uk,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,2,0,,
capital allowance tax savings calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,12,0,,
capital allowances calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,2,0,,
capital allowances on property calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,1,0,,
capital gains calculator selling rental home,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,1,0
capital gains on house calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,2,0
capital gains on sale of property calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,1,0
capital gains tax calculator property,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,1,0,1,0
capital gains tax calculator uk property,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,1,0,,
capital gains tax calculator wales,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,14,0,,
capital gains tax on land sale calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,2,0,,
capital gains tax on property calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,2,0
capital gains tax on rental property calculator uk,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,1,0,,
capital gains tax private residence relief calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,1,0,,
cardiff uk property investment rental yield,assigned,calculators/rental-yield-calculator,0,,,,,1,0
cgt calculator 2nd property sale,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,2,0
cgt residential property calculator,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,2,0
commercial building loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,19,0,,
commercial building mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,15,0,,
commercial calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,15,0,,
commercial development loan calculator,assigned,calculators/development-finance-calculator,0,,,1,0,,
commercial equity loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,12,0,,
commercial investment loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,13,0,,
commercial land loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
commercial loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,28,0,,
commercial loan calculator uk,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,23,0,,
commercial loan mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,18,0,,
commercial loan payment calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,8,0,,
commercial loan qualification calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,17,0,,
commercial loan rates calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,12,0,,
commercial loan refinance calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,7,0,,
commercial loans rates calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,13,0,,
commercial mortgage affordability calculator,assigned,calculators/commercial-mortgage-calculator,0,,,14,0,,
commercial mortgage calculator,assigned,calculators/commercial-mortgage-calculator,0,,,193,0,,
commercial mortgage calculator buy to let,assigned,calculators/buy-to-let-mortgage-calculator,0,,,15,0,,
commercial mortgage calculator how much can i borrow,assigned,calculators/commercial-mortgage-calculator,0,,,17,0,,
commercial mortgage calculator interest only,assigned,calculators/commercial-mortgage-calculator,0,,,12,0,,
commercial mortgage calculator lloyds,assigned,calculators/commercial-mortgage-calculator,0,,,1,0,,
commercial mortgage calculator natwest,assigned,calculators/commercial-mortgage-calculator,0,,,2,0,,
commercial mortgage calculator online,assigned,calculators/commercial-mortgage-calculator,0,,,14,0,,
commercial mortgage calculator simple,assigned,calculators/commercial-mortgage-calculator,0,,,1,0,,
commercial mortgage calculator uk,assigned,calculators/commercial-mortgage-calculator,0,,,51,0,,
commercial mortgage calculators,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
commercial mortgage interest calculator,assigned,calculators/commercial-mortgage-calculator,0,,,17,0,,
commercial mortgage interest only calculator,assigned,calculators/commercial-mortgage-calculator,0,,,13,0,,
commercial mortgage interest rate calculator,assigned,calculators/commercial-mortgage-calculator,0,,,16,0,,
commercial mortgage interest rates calculator,assigned,calculators/commercial-mortgage-calculator,0,,,13,0,,
commercial mortgage loan calculator,assigned,calculators/commercial-mortgage-calculator,0,,,32,0,,
commercial mortgage loans calculator,assigned,calculators/commercial-mortgage-calculator,0,,,3,0,,
commercial mortgage ltv calculator,assigned,calculators/commercial-mortgage-calculator,0,,,13,0,,
commercial mortgage monthly payment calculator,assigned,calculators/commercial-mortgage-calculator,0,,,16,0,,
commercial mortgage payment calculator,assigned,calculators/commercial-mortgage-calculator,0,,,13,0,,
commercial mortgage payments calculator,assigned,calculators/commercial-mortgage-calculator,0,,,14,0,,
commercial mortgage rate calculator,assigned,calculators/commercial-mortgage-calculator,0,,,13,0,,
commercial mortgage rates calculator,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
commercial mortgage rates uk calculator,assigned,calculators/commercial-mortgage-calculator,0,,,18,0,,
commercial mortgage repayment calculator,assigned,calculators/commercial-mortgage-calculator,0,,,19,0,,
commercial mortgage repayment calculator uk,assigned,calculators/commercial-mortgage-calculator,0,,,15,0,,
commercial mortgage uk calculator,assigned,calculators/commercial-mortgage-calculator,0,,,17,0,,
commercial mortgages calculator,assigned,calculators/commercial-mortgage-calculator,0,,,24,0,,
commercial mortgages calculator uk,assigned,calculators/commercial-mortgage-calculator,0,,,13,0,,
commercial mortgages loan calculator,assigned,calculators/commercial-mortgage-calculator,0,,,1,0,,
commercial property finance calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,22,0,,
commercial property loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,33,0,,
commercial property loan rates calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,23,0,,
commercial property loan repayment calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,14,0,,
commercial property loans calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,17,0,,
commercial property mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,45,0,,
commercial property mortgage calculator uk,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,17,0,,
commercial property mortgage payment calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
commercial real estate calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,17,0,,
commercial real estate loan calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,2,0,,
commercial real estate loans calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
commercial real estate mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,2,0,,
commercial refinance calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,16,0,,
commercial remortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,13,0,,
commercial rental yields 2026,assigned,calculators/rental-yield-calculator,0,,,,,1,0
commercial trust mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
commercial yields property march 2026,assigned,calculators/rental-yield-calculator,0,,,,,1,0
commercial.mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,3,0,,
construction loan calculator uk,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,1,0,,
cottish property tax calculator,excluded,off-niche:general-tax-calc (no property qualifier),0,,,,,1,0
development calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,2,0,,
development finance loan calculator,assigned,calculators/development-finance-calculator,0,,,1,0,,
development loan calculator,assigned,calculators/development-finance-calculator,0,,,11,0,,
development mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,12,0,,
draft calculator of cgt on property,already-covered,"cgt-cluster (batch cgt1, deploy parked)",0,,,,,1,0
eris calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,1,0,,
fixed rate commercial mortgage calculator,assigned,calculators/commercial-mortgage-calculator,0,,,14,0,,
"for a mixed-use property, what is the standard net yield in london e1 7tb",assigned,calculators/rental-yield-calculator,0,,,,,1,0
free commercial mortgage calculator uk,assigned,calculators/commercial-mortgage-calculator,0,,,2,0,,
furnished holiday let tax calculator,assigned,blog:holiday-let pages (existing),0,,,1,0,,
gross rental yield calculator,assigned,calculators/rental-yield-calculator,0,,,1,0,,
hmo mortgage calculator,excluded,"generic-mortgage: bank/MSE-owned, no landlord intent",0,,,5,0,,
hmrc let property campaign penalty calculator,excluded,off-niche:long-tail (class-reviewed pass 3),0,,,2,0,,
hmrc r&d tax credit calculator,assigned,calculators/rd-tax-credit-calculator,0,,,2,0,,
