YEAR,QUARTER,DIGITAL_PAPER_CHANNEL,APPLICANT TYPE,GRANT TYPE,GRANTS_ISSUED,APPLICATIONS_MADE
2016,,All,Personal,Grant of Probate,73043,:
2016,,All,Solicitor,Grant of Probate,126740,:
2016,,All,All,Standing Search,5044,:
2016,,All,Personal,Standing Search,:,:
2016,,All,Solicitor,Standing Search,:,:
2016,,Digital,All,All grant types,:,:
2016,,Digital,Personal,All grant types,:,:
2016,,Digital,Solicitor,All grant types,:,:
2016,,Digital,All,Grant of Administration,:,:
2016,,Digital,Personal,Grant of Administration,:,:
2016,,Digital,Solicitor,Grant of Administration,:,:
2016,,Digital,All,Grant of Administration with Will annexed,:,:
2016,,Digital,Personal,Grant of Administration with Will annexed,:,:
2016,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2016,,Digital,All,Grant of Probate,:,:
2016,,Digital,Personal,Grant of Probate,:,:
2016,,Digital,Solicitor,Grant of Probate,:,:
2016,,Digital,All,Standing Search,:,:
2016,,Digital,Personal,Standing Search,:,:
2016,,Digital,Solicitor,Standing Search,:,:
2016,,Paper,All,All grant types,253347,261251
2016,,Paper,Personal,All grant types,93495,99110
2016,,Paper,Solicitor,All grant types,159852,162141
2016,,Paper,All,Grant of Administration,38020,:
2016,,Paper,Personal,Grant of Administration,16060,:
2016,,Paper,Solicitor,Grant of Administration,21960,:
2016,,Paper,All,Grant of Administration with Will annexed,15544,:
2016,,Paper,Personal,Grant of Administration with Will annexed,4392,:
2016,,Paper,Solicitor,Grant of Administration with Will annexed,11152,:
2016,,Paper,All,Grant of Probate,199783,:
2016,,Paper,Personal,Grant of Probate,73043,:
2016,,Paper,Solicitor,Grant of Probate,126740,:
2016,,Paper,All,Standing Search,5044,:
2016,,Paper,Personal,Standing Search,:,:
2016,,Paper,Solicitor,Standing Search,:,:
2017,,All,All,All grant types,260660,286371
2017,,All,Personal,All grant types,97036,119906
2017,,All,Solicitor,All grant types,163624,166465
2017,,All,All,Grant of Administration,37812,:
2017,,All,Personal,Grant of Administration,16092,:
2017,,All,Solicitor,Grant of Administration,21720,:
2017,,All,All,Grant of Administration with Will annexed,14651,:
2017,,All,Personal,Grant of Administration with Will annexed,4126,:
2017,,All,Solicitor,Grant of Administration with Will annexed,10525,:
2017,,All,All,Grant of Probate,208197,:
2017,,All,Personal,Grant of Probate,76818,:
2017,,All,Solicitor,Grant of Probate,131379,:
2017,,All,All,Standing Search,4953,:
2017,,All,Personal,Standing Search,:,:
2017,,All,Solicitor,Standing Search,:,:
2017,,Digital,All,All grant types,:,:
2017,,Digital,Personal,All grant types,:,:
2017,,Digital,Solicitor,All grant types,:,:
2017,,Digital,All,Grant of Administration,:,:
2017,,Digital,Personal,Grant of Administration,:,:
2017,,Digital,Solicitor,Grant of Administration,:,:
2017,,Digital,All,Grant of Administration with Will annexed,:,:
2017,,Digital,Personal,Grant of Administration with Will annexed,:,:
2017,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2017,,Digital,All,Grant of Probate,:,:
2017,,Digital,Personal,Grant of Probate,:,:
2017,,Digital,Solicitor,Grant of Probate,:,:
2017,,Digital,All,Standing Search,:,:
2017,,Digital,Personal,Standing Search,:,:
2017,,Digital,Solicitor,Standing Search,:,:
2017,,Paper,All,All grant types,260660,286371
2017,,Paper,Personal,All grant types,97036,119906
2017,,Paper,Solicitor,All grant types,163624,166465
2017,,Paper,All,Grant of Administration,37812,:
2017,,Paper,Personal,Grant of Administration,16092,:
2017,,Paper,Solicitor,Grant of Administration,21720,:
2017,,Paper,All,Grant of Administration with Will annexed,14651,:
2017,,Paper,Personal,Grant of Administration with Will annexed,4126,:
2017,,Paper,Solicitor,Grant of Administration with Will annexed,10525,:
2017,,Paper,All,Grant of Probate,208197,:
2017,,Paper,Personal,Grant of Probate,76818,:
2017,,Paper,Solicitor,Grant of Probate,131379,:
2017,,Paper,All,Standing Search,4953,:
2017,,Paper,Personal,Standing Search,:,:
2017,,Paper,Solicitor,Standing Search,:,:
2018,,All,All,All grant types,264227,269074
2018,,All,Personal,All grant types,98396,103338
2018,,All,Solicitor,All grant types,165831,165736
2018,,All,All,Grant of Administration,38257,:
2018,,All,Personal,Grant of Administration,15998,:
2018,,All,Solicitor,Grant of Administration,22259,:
2018,,All,All,Grant of Administration with Will annexed,15348,:
2018,,All,Personal,Grant of Administration with Will annexed,3992,:
2018,,All,Solicitor,Grant of Administration with Will annexed,11356,:
2018,,All,All,Grant of Probate,210622,:
2018,,All,Personal,Grant of Probate,78406,:
2018,,All,Solicitor,Grant of Probate,132216,:
2018,,All,All,Standing Search,4424,:
2018,,All,Personal,Standing Search,:,:
2018,,All,Solicitor,Standing Search,:,:
2018,,Digital,All,All grant types,:,:
2018,,Digital,Personal,All grant types,:,:
2018,,Digital,Solicitor,All grant types,:,:
2018,,Digital,All,Grant of Administration,:,:
2018,,Digital,Personal,Grant of Administration,:,:
2018,,Digital,Solicitor,Grant of Administration,:,:
2018,,Digital,All,Grant of Administration with Will annexed,:,:
2018,,Digital,Personal,Grant of Administration with Will annexed,:,:
2018,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2018,,Digital,All,Grant of Probate,:,:
2018,,Digital,Personal,Grant of Probate,:,:
2018,,Digital,Solicitor,Grant of Probate,:,:
2018,,Digital,All,Standing Search,:,:
2018,,Digital,Personal,Standing Search,:,:
2018,,Digital,Solicitor,Standing Search,:,:
2018,,Paper,All,All grant types,264227,269074
2018,,Paper,Personal,All grant types,98396,103338
2018,,Paper,Solicitor,All grant types,165831,165736
2018,,Paper,All,Grant of Administration,38257,:
2018,,Paper,Personal,Grant of Administration,15998,:
2018,,Paper,Solicitor,Grant of Administration,22259,:
2018,,Paper,All,Grant of Administration with Will annexed,15348,:
2018,,Paper,Personal,Grant of Administration with Will annexed,3992,:
2018,,Paper,Solicitor,Grant of Administration with Will annexed,11356,:
2018,,Paper,All,Grant of Probate,210622,:
2018,,Paper,Personal,Grant of Probate,78406,:
2018,,Paper,Solicitor,Grant of Probate,132216,:
2018,,Paper,All,Standing Search,4424,:
2018,,Paper,Personal,Standing Search,:,:
2018,,Paper,Solicitor,Standing Search,:,:
2019,,All,All,All grant types,237719,269343
2019,,All,Personal,All grant types,90851,103388
2019,,All,Solicitor,All grant types,146278,165955
2019,,All,All,Grant of Administration,:,:
2019,,All,Personal,Grant of Administration,:,:
2019,,All,Solicitor,Grant of Administration,:,:
2019,,All,All,Grant of Administration with Will annexed,:,:
2019,,All,Personal,Grant of Administration with Will annexed,:,:
2019,,All,Solicitor,Grant of Administration with Will annexed,:,:
2019,,All,All,Grant of Probate,:,:
2019,,All,Personal,Grant of Probate,:,:
2019,,All,Solicitor,Grant of Probate,:,:
2019,,All,All,Standing Search,3521,:
2019,,All,Personal,Standing Search,:,:
2019,,All,Solicitor,Standing Search,:,:
2019,,Digital,All,All grant types,:,28243
2019,,Digital,Personal,All grant types,:,27546
2019,,Digital,Solicitor,All grant types,:,697
2019,,Digital,All,Grant of Administration,:,:
2019,,Digital,Personal,Grant of Administration,:,:
2019,,Digital,Solicitor,Grant of Administration,:,:
2019,,Digital,All,Grant of Administration with Will annexed,:,:
2019,,Digital,Personal,Grant of Administration with Will annexed,:,:
2019,,Digital,Solicitor,Grant of Administration with Will annexed,:,:
2019,,Digital,All,Grant of Probate,:,:
2019,,Digital,Personal,Grant of Probate,:,:
2019,,Digital,Solicitor,Grant of Probate,:,:
2019,,Digital,All,Standing Search,:,:
2019,,Digital,Personal,Standing Search,:,:
2019,,Digital,Solicitor,Standing Search,:,:
2019,,Paper,All,All grant types,:,166121
2019,,Paper,Personal,All grant types,:,48878
2019,,Paper,Solicitor,All grant types,:,117243
2019,,Paper,All,Grant of Administration,:,:
2019,,Paper,Personal,Grant of Administration,:,:
2019,,Paper,Solicitor,Grant of Administration,:,:
2019,,Paper,All,Grant of Administration with Will annexed,:,:
2019,,Paper,Personal,Grant of Administration with Will annexed,:,:
2019,,Paper,Solicitor,Grant of Administration with Will annexed,:,:
2019,,Paper,All,Grant of Probate,:,:
2019,,Paper,Personal,Grant of Probate,:,:
2019,,Paper,Solicitor,Grant of Probate,:,:
2019,,Paper,All,Standing Search,3521,:
2019,,Paper,Personal,Standing Search,:,:
2019,,Paper,Solicitor,Standing Search,:,:
2012,,All,All,Grants revoked,683,:
2012,,All,Personal,Grants revoked,:,:
2012,,All,Solicitor,Grants revoked,:,:
2012,,Digital,All,Grants revoked,:,:
2012,,Digital,Personal,Grants revoked,:,:
2012,,Digital,Solicitor,Grants revoked,:,:
2012,,Paper,All,Grants revoked,683,:
2012,,Paper,Personal,Grants revoked,:,:
2012,,Paper,Solicitor,Grants revoked,:,:
2013,,All,All,Grants revoked,530,:
2013,,All,Personal,Grants revoked,:,:
2013,,All,Solicitor,Grants revoked,:,:
2013,,Digital,All,Grants revoked,:,:
2013,,Digital,Personal,Grants revoked,:,:
2013,,Digital,Solicitor,Grants revoked,:,:
2013,,Paper,All,Grants revoked,530,:
2013,,Paper,Personal,Grants revoked,:,:
2013,,Paper,Solicitor,Grants revoked,:,:
2014,,All,All,Grants revoked,434,:
2014,,All,Personal,Grants revoked,:,:
2014,,All,Solicitor,Grants revoked,:,:
2014,,Digital,All,Grants revoked,:,:
2014,,Digital,Personal,Grants revoked,:,:
2014,,Digital,Solicitor,Grants revoked,:,:
2014,,Paper,All,Grants revoked,434,:
2014,,Paper,Personal,Grants revoked,:,:
2014,,Paper,Solicitor,Grants revoked,:,:
2015,,All,All,Grants revoked,709,:
2015,,All,Personal,Grants revoked,:,:
2015,,All,Solicitor,Grants revoked,:,:
2015,,Digital,All,Grants revoked,:,:
2015,,Digital,Personal,Grants revoked,:,:
2015,,Digital,Solicitor,Grants revoked,:,:
2015,,Paper,All,Grants revoked,709,:
2015,,Paper,Personal,Grants revoked,:,:
2015,,Paper,Solicitor,Grants revoked,:,:
2016,,All,All,Grants revoked,693,:
2016,,All,Personal,Grants revoked,:,:
2016,,All,Solicitor,Grants revoked,:,:
2016,,Digital,All,Grants revoked,:,:
2016,,Digital,Personal,Grants revoked,:,:
2016,,Digital,Solicitor,Grants revoked,:,:
2016,,Paper,All,Grants revoked,693,:
2016,,Paper,Personal,Grants revoked,:,:
2016,,Paper,Solicitor,Grants revoked,:,:
2017,,All,All,Grants revoked,682,:
2017,,All,Personal,Grants revoked,:,:
2017,,All,Solicitor,Grants revoked,:,:
2017,,Digital,All,Grants revoked,:,:
2017,,Digital,Personal,Grants revoked,:,:
2017,,Digital,Solicitor,Grants revoked,:,:
2017,,Paper,All,Grants revoked,682,:
2017,,Paper,Personal,Grants revoked,:,:
2017,,Paper,Solicitor,Grants revoked,:,:
2018,,All,All,Grants revoked,555,:
2018,,All,Personal,Grants revoked,:,:
2018,,All,Solicitor,Grants revoked,:,:
2018,,Digital,All,Grants revoked,:,:
2018,,Digital,Personal,Grants revoked,:,:
2018,,Digital,Solicitor,Grants revoked,:,:
2018,,Paper,All,Grants revoked,555,:
2018,,Paper,Personal,Grants revoked,:,:
2018,,Paper,Solicitor,Grants revoked,:,:
2019,1,All,All,Grants revoked,110,:
2019,1,All,Personal,Grants revoked,:,:
2019,1,All,Solicitor,Grants revoked,:,:
2019,1,Digital,All,Grants revoked,:,:
2019,1,Digital,Personal,Grants revoked,:,:
2019,1,Digital,Solicitor,Grants revoked,:,:
2019,1,Paper,All,Grants revoked,110,:
2019,1,Paper,Personal,Grants revoked,:,:
2019,1,Paper,Solicitor,Grants revoked,:,:
2019,2,All,All,Grants revoked,142,:
2019,2,All,Personal,Grants revoked,:,:
2019,2,All,Solicitor,Grants revoked,:,:
2019,2,Digital,All,Grants revoked,:,:
2019,2,Digital,Personal,Grants revoked,:,:
2019,2,Digital,Solicitor,Grants revoked,:,:
2019,2,Paper,All,Grants revoked,142,:
2019,2,Paper,Personal,Grants revoked,:,:
2019,2,Paper,Solicitor,Grants revoked,:,:
2019,3,All,All,Grants revoked,114,:
2019,3,All,Personal,Grants revoked,:,:
2019,3,All,Solicitor,Grants revoked,:,:
2019,3,Digital,All,Grants revoked,:,:
2019,3,Digital,Personal,Grants revoked,:,:
2019,3,Digital,Solicitor,Grants revoked,:,:
2019,3,Paper,All,Grants revoked,114,:
2019,3,Paper,Personal,Grants revoked,:,:
2019,3,Paper,Solicitor,Grants revoked,:,:
2019,4,All,All,Grants revoked,185,:
2019,4,All,Personal,Grants revoked,:,:
2019,4,All,Solicitor,Grants revoked,:,:
2019,4,Digital,All,Grants revoked,:,:
2019,4,Digital,Personal,Grants revoked,:,:
2019,4,Digital,Solicitor,Grants revoked,:,:
2019,4,Paper,All,Grants revoked,185,:
2019,4,Paper,Personal,Grants revoked,:,:
2019,4,Paper,Solicitor,Grants revoked,:,:
2019,,All,All,Grants revoked,551,:
2019,,All,Personal,Grants revoked,:,:
2019,,All,Solicitor,Grants revoked,:,:
2019,,Digital,All,Grants revoked,:,:
2019,,Digital,Personal,Grants revoked,:,:
2019,,Digital,Solicitor,Grants revoked,:,:
2019,,Paper,All,Grants revoked,551,:
2019,,Paper,Personal,Grants revoked,:,:
2019,,Paper,Solicitor,Grants revoked,:,:
2020,1,All,All,Grants revoked,105,:
2020,1,All,Personal,Grants revoked,:,:
2020,1,All,Solicitor,Grants revoked,:,:
2020,1,Digital,All,Grants revoked,:,:
2020,1,Digital,Personal,Grants revoked,:,:
2020,1,Digital,Solicitor,Grants revoked,:,:
2020,1,Paper,All,Grants revoked,105,:
2020,1,Paper,Personal,Grants revoked,:,:
2020,1,Paper,Solicitor,Grants revoked,:,:
2020,2,All,All,Grants revoked,96,:
2020,2,All,Personal,Grants revoked,:,:
2020,2,All,Solicitor,Grants revoked,:,:
2020,2,Digital,All,Grants revoked,:,:
2020,2,Digital,Personal,Grants revoked,:,:
2020,2,Digital,Solicitor,Grants revoked,:,:
2020,2,Paper,All,Grants revoked,96,:
2020,2,Paper,Personal,Grants revoked,:,:
2020,2,Paper,Solicitor,Grants revoked,:,:
2020,3,All,All,Grants revoked,98,:
2020,3,All,Personal,Grants revoked,:,:
2020,3,All,Solicitor,Grants revoked,:,:
2020,3,Digital,All,Grants revoked,:,:
2020,3,Digital,Personal,Grants revoked,:,:
2020,3,Digital,Solicitor,Grants revoked,:,:
2020,3,Paper,All,Grants revoked,98,:
2020,3,Paper,Personal,Grants revoked,:,:
2020,3,Paper,Solicitor,Grants revoked,:,:
2020,4,All,All,Grants revoked,83,:
2020,4,All,Personal,Grants revoked,:,:
2020,4,All,Solicitor,Grants revoked,:,:
2020,4,Digital,All,Grants revoked,:,:
2020,4,Digital,Personal,Grants revoked,:,:
2020,4,Digital,Solicitor,Grants revoked,:,:
2020,4,Paper,All,Grants revoked,83,:
2020,4,Paper,Personal,Grants revoked,:,:
2020,4,Paper,Solicitor,Grants revoked,:,:
2020,,All,All,Grants revoked,382,:
2020,,All,Personal,Grants revoked,:,:
2020,,All,Solicitor,Grants revoked,:,:
2020,,Digital,All,Grants revoked,:,:
2020,,Digital,Personal,Grants revoked,:,:
2020,,Digital,Solicitor,Grants revoked,:,:
2020,,Paper,All,Grants revoked,382,:
2020,,Paper,Personal,Grants revoked,:,:
2020,,Paper,Solicitor,Grants revoked,:,:
2021,1,All,All,Grants revoked,135,:
2021,1,All,Personal,Grants revoked,:,:
2021,1,All,Solicitor,Grants revoked,:,:
2021,1,Digital,All,Grants revoked,:,:
2021,1,Digital,Personal,Grants revoked,:,:
2021,1,Digital,Solicitor,Grants revoked,:,:
2021,1,Paper,All,Grants revoked,135,:
2021,1,Paper,Personal,Grants revoked,:,:
2021,1,Paper,Solicitor,Grants revoked,:,:
2021,2,All,All,Grants revoked,92,:
2021,2,All,Personal,Grants revoked,:,:
2021,2,All,Solicitor,Grants revoked,:,:
2021,2,Digital,All,Grants revoked,:,:
2021,2,Digital,Personal,Grants revoked,:,:
2021,2,Digital,Solicitor,Grants revoked,:,:
2021,2,Paper,All,Grants revoked,92,:
2021,2,Paper,Personal,Grants revoked,:,:
2021,2,Paper,Solicitor,Grants revoked,:,:
2021,3,All,All,Grants revoked,69,:
2021,3,All,Personal,Grants revoked,:,:
2021,3,All,Solicitor,Grants revoked,:,:
2021,3,Digital,All,Grants revoked,:,:
2021,3,Digital,Personal,Grants revoked,:,:
2021,3,Digital,Solicitor,Grants revoked,:,:
2021,3,Paper,All,Grants revoked,69,:
2021,3,Paper,Personal,Grants revoked,:,:
2021,3,Paper,Solicitor,Grants revoked,:,:
2021,4,All,All,Grants revoked,77,:
2021,4,All,Personal,Grants revoked,:,:
2021,4,All,Solicitor,Grants revoked,:,:
2021,4,Digital,All,Grants revoked,:,:
2021,4,Digital,Personal,Grants revoked,:,:
2021,4,Digital,Solicitor,Grants revoked,:,:
2021,4,Paper,All,Grants revoked,77,:
2021,4,Paper,Personal,Grants revoked,:,:
2021,4,Paper,Solicitor,Grants revoked,:,:
2021,,All,All,Grants revoked,373,:
2021,,All,Personal,Grants revoked,:,:
2021,,All,Solicitor,Grants revoked,:,:
2021,,Digital,All,Grants revoked,:,:
2021,,Digital,Personal,Grants revoked,:,:
2021,,Digital,Solicitor,Grants revoked,:,:
2021,,Paper,All,Grants revoked,373,:
2021,,Paper,Personal,Grants revoked,:,:
2021,,Paper,Solicitor,Grants revoked,:,:
2022,1,All,All,Grants revoked,112,:
2022,1,All,Personal,Grants revoked,:,:
2022,1,All,Solicitor,Grants revoked,:,:
2022,1,Digital,All,Grants revoked,:,:
2022,1,Digital,Personal,Grants revoked,:,:
2022,1,Digital,Solicitor,Grants revoked,:,:
2022,1,Paper,All,Grants revoked,112,:
2022,1,Paper,Personal,Grants revoked,:,:
2022,1,Paper,Solicitor,Grants revoked,:,:
2022,2,All,All,Grants revoked,104,:
2022,2,All,Personal,Grants revoked,:,:
2022,2,All,Solicitor,Grants revoked,:,:
2022,2,Digital,All,Grants revoked,:,:
2022,2,Digital,Personal,Grants revoked,:,:
2022,2,Digital,Solicitor,Grants revoked,:,:
2022,2,Paper,All,Grants revoked,104,:
2022,2,Paper,Personal,Grants revoked,:,:
2022,2,Paper,Solicitor,Grants revoked,:,:
2022,3,All,All,Grants revoked,108,:
2022,3,All,Personal,Grants revoked,:,:
2022,3,All,Solicitor,Grants revoked,:,:
2022,3,Digital,All,Grants revoked,:,:
2022,3,Digital,Personal,Grants revoked,:,:
2022,3,Digital,Solicitor,Grants revoked,:,:
2022,3,Paper,All,Grants revoked,108,:
2022,3,Paper,Personal,Grants revoked,:,:
2022,3,Paper,Solicitor,Grants revoked,:,:
2022,4,All,All,Grants revoked,78,:
2022,4,All,Personal,Grants revoked,:,:
2022,4,All,Solicitor,Grants revoked,:,:
2022,4,Digital,All,Grants revoked,:,:
2022,4,Digital,Personal,Grants revoked,:,:
2022,4,Digital,Solicitor,Grants revoked,:,:
2022,4,Paper,All,Grants revoked,78,:
2022,4,Paper,Personal,Grants revoked,:,:
2022,4,Paper,Solicitor,Grants revoked,:,:
2022,,All,All,Grants revoked,402,:
2022,,All,Personal,Grants revoked,:,:
2022,,All,Solicitor,Grants revoked,:,:
2022,,Digital,All,Grants revoked,:,:
2022,,Digital,Personal,Grants revoked,:,:
2022,,Digital,Solicitor,Grants revoked,:,:
2022,,Paper,All,Grants revoked,402,:
2022,,Paper,Personal,Grants revoked,:,:
2022,,Paper,Solicitor,Grants revoked,:,:
2023,,All,All,Grants revoked,473,:
2023,,All,Personal,Grants revoked,:,:
2023,,All,Solicitor,Grants revoked,:,:
2023,,Digital,All,Grants revoked,:,:
2023,,Digital,Personal,Grants revoked,:,:
2023,,Digital,Solicitor,Grants revoked,:,:
2023,,Paper,All,Grants revoked,473,:
2023,,Paper,Personal,Grants revoked,:,:
2023,,Paper,Solicitor,Grants revoked,:,:
2023,1,All,All,Grants revoked,104,:
2023,1,All,Personal,Grants revoked,:,:
2023,1,All,Solicitor,Grants revoked,:,:
2023,1,Digital,All,Grants revoked,:,:
2023,1,Digital,Personal,Grants revoked,:,:
2023,1,Digital,Solicitor,Grants revoked,:,:
2023,1,Paper,All,Grants revoked,104,:
2023,1,Paper,Personal,Grants revoked,:,:
2023,1,Paper,Solicitor,Grants revoked,:,:
2023,2,All,All,Grants revoked,112,:
2023,2,All,Personal,Grants revoked,:,:
2023,2,All,Solicitor,Grants revoked,:,:
2023,2,Digital,All,Grants revoked,:,:
2023,2,Digital,Personal,Grants revoked,:,:
2023,2,Digital,Solicitor,Grants revoked,:,:
2023,2,Paper,All,Grants revoked,112,:
2023,2,Paper,Personal,Grants revoked,:,:
2023,2,Paper,Solicitor,Grants revoked,:,:
2023,3,All,All,Grants revoked,132,:
2023,3,All,Personal,Grants revoked,:,:
2023,3,All,Solicitor,Grants revoked,:,:
2023,3,Digital,All,Grants revoked,:,:
2023,3,Digital,Personal,Grants revoked,:,:
2023,3,Digital,Solicitor,Grants revoked,:,:
2023,3,Paper,All,Grants revoked,132,:
2023,3,Paper,Personal,Grants revoked,:,:
2023,3,Paper,Solicitor,Grants revoked,:,:
2023,4,All,All,Grants revoked,125,:
2023,4,All,Personal,Grants revoked,:,:
2023,4,All,Solicitor,Grants revoked,:,:
2023,4,Digital,All,Grants revoked,:,:
2023,4,Digital,Personal,Grants revoked,:,:
2023,4,Digital,Solicitor,Grants revoked,:,:
2023,4,Paper,All,Grants revoked,125,:
2023,4,Paper,Personal,Grants revoked,:,:
2023,4,Paper,Solicitor,Grants revoked,:,:
2024,1,All,All,Grants revoked,112,:
2024,1,All,Personal,Grants revoked,:,:
2024,1,All,Solicitor,Grants revoked,:,:
2024,1,Digital,All,Grants revoked,:,:
2024,1,Digital,Personal,Grants revoked,:,:
2024,1,Digital,Solicitor,Grants revoked,:,:
2024,1,Paper,All,Grants revoked,112,:
2024,1,Paper,Personal,Grants revoked,:,:
2024,1,Paper,Solicitor,Grants revoked,:,:
2024,2,All,All,Grants revoked,225,:
2024,2,All,Personal,Grants revoked,:,:
2024,2,All,Solicitor,Grants revoked,:,:
2024,2,Digital,All,Grants revoked,:,:
2024,2,Digital,Personal,Grants revoked,:,:
2024,2,Digital,Solicitor,Grants revoked,:,:
2024,2,Paper,All,Grants revoked,225,:
2024,2,Paper,Personal,Grants revoked,:,:
2024,2,Paper,Solicitor,Grants revoked,:,:
2024,3,All,All,Grants revoked,253,:
2024,3,All,Personal,Grants revoked,:,:
2024,3,All,Solicitor,Grants revoked,:,:
2024,3,Digital,All,Grants revoked,:,:
2024,3,Digital,Personal,Grants revoked,:,:
2024,3,Digital,Solicitor,Grants revoked,:,:
2024,3,Paper,All,Grants revoked,253,:
2024,3,Paper,Personal,Grants revoked,:,:
2024,3,Paper,Solicitor,Grants revoked,:,:
2024,4,All,All,Grants revoked,209,:
2024,4,All,Personal,Grants revoked,:,:
2024,4,All,Solicitor,Grants revoked,:,:
2024,4,Digital,All,Grants revoked,:,:
2024,4,Digital,Personal,Grants revoked,:,:
2024,4,Digital,Solicitor,Grants revoked,:,:
2024,4,Paper,All,Grants revoked,209,:
2024,4,Paper,Personal,Grants revoked,:,:
2024,4,Paper,Solicitor,Grants revoked,:,:
2024,,All,All,Grants revoked,799,:
2024,,All,Personal,Grants revoked,:,:
2024,,All,Solicitor,Grants revoked,:,:
2024,,Digital,All,Grants revoked,:,:
2024,,Digital,Personal,Grants revoked,:,:
2024,,Digital,Solicitor,Grants revoked,:,:
2024,,Paper,All,Grants revoked,799,:
2024,,Paper,Personal,Grants revoked,:,:
2024,,Paper,Solicitor,Grants revoked,:,:
2025,,All,All,Grants revoked,794,:
2025,,All,Personal,Grants revoked,:,:
2025,,All,Solicitor,Grants revoked,:,:
2025,,Digital,All,Grants revoked,:,:
2025,,Digital,Personal,Grants revoked,:,:
2025,,Digital,Solicitor,Grants revoked,:,:
2025,,Paper,All,Grants revoked,794,:
2025,,Paper,Personal,Grants revoked,:,:
2025,,Paper,Solicitor,Grants revoked,:,:
2025,1,All,All,Grants revoked,131,:
2025,1,All,Personal,Grants revoked,:,:
2025,1,All,Solicitor,Grants revoked,:,:
2025,1,Digital,All,Grants revoked,:,:
2025,1,Digital,Personal,Grants revoked,:,:
2025,1,Digital,Solicitor,Grants revoked,:,:
2025,1,Paper,All,Grants revoked,131,:
2025,1,Paper,Personal,Grants revoked,:,:
2025,1,Paper,Solicitor,Grants revoked,:,:
2025,2,All,All,Grants revoked,106,:
2025,2,All,Personal,Grants revoked,:,:
2025,2,All,Solicitor,Grants revoked,:,:
2025,2,Digital,All,Grants revoked,:,:
2025,2,Digital,Personal,Grants revoked,:,:
2025,2,Digital,Solicitor,Grants revoked,:,:
2025,2,Paper,All,Grants revoked,106,:
2025,2,Paper,Personal,Grants revoked,:,:
2025,2,Paper,Solicitor,Grants revoked,:,:
2025,3,All,All,Grants revoked,399,:
2025,3,All,Personal,Grants revoked,:,:
2025,3,All,Solicitor,Grants revoked,:,:
2025,3,Digital,All,Grants revoked,:,:
2025,3,Digital,Personal,Grants revoked,:,:
2025,3,Digital,Solicitor,Grants revoked,:,:
2025,3,Paper,All,Grants revoked,399,:
2025,3,Paper,Personal,Grants revoked,:,:
2025,3,Paper,Solicitor,Grants revoked,:,:
2025,4,All,All,Grants revoked,158,
2025,4,All,Personal,Grants revoked,:,
2025,4,All,Solicitor,Grants revoked,:,
2025,4,Digital,All,Grants revoked,:,
2025,4,Digital,Personal,Grants revoked,:,
2025,4,Digital,Solicitor,Grants revoked,:,
2025,4,Paper,All,Grants revoked,158,
2025,4,Paper,Personal,Grants revoked,:,
2025,4,Paper,Solicitor,Grants revoked,:,:
