stage,year,quarter,case_type,law,count,mean_weeks,median_weeks
Petition,,2009 Q2,Paper,Old,32497,,
Petition,,2020 Q1,Paper,Old,17458,,
Petition,,2008 Q1,Paper,Old,32814,,
Petition,,2012 Q4,Paper,Old,29163,,
Petition,,2013 Q2,Paper,Old,32023,,
Petition,,2020 Q3,Paper,Old,10971,,
Petition,,2024 Q2,Digital,New,26407,,
Petition,,2025 Q3,Paper,New,853,,
Petition,,2023 Q4,Digital,New,23308,,
Petition,,2023 Q1,Digital,New,29980,,
Petition,,2025 Q1,Paper,New,826,,
Petition,,2023 Q3,Digital,New,27280,,
Petition,,2023 Q3,Paper,New,1485,,
Petition,,2025 Q4,Paper,New,610,,
Petition,,2024 Q3,Paper,New,859,,
Petition,,2024 Q4,Paper,New,720,,
Decree Nisi,,2008 Q4,Paper,Old,28214,24.284,16
Decree Nisi,,2010 Q2,Paper,Old,29750,25.265,16.429
Decree Nisi,,2005 Q4,Paper,Old,32318,24.22,16
Decree Nisi,,2020 Q4,Digital,Old,13312,11.958,9.857
Decree Nisi,,2020 Q1,Paper,Old,21750,37.669,26.857
Decree Nisi,,2004 Q4,Paper,Old,35120,24.476,16.429
Decree Nisi,,2021 Q1,Paper,Old,13733,46.145,32.857
Decree Nisi,,2014 Q3,Paper,Old,28150,23.533,15.143
Decree Nisi,,2008 Q2,Paper,Old,29643,24.382,15.143
Decree Nisi,,2009 Q1,Paper,Old,28018,25.326,17.143
Decree Nisi,,2017 Q4,Paper,Old,24364,25.507,17.429
Decree Nisi,,2019 Q4,Paper,Old,27238,30.186,21.857
Decree Nisi,,2014 Q2,Paper,Old,27195,24.046,14.857
Decree Nisi,,2010 Q4,Paper,Old,31092,24.539,16.571
Decree Nisi,,2022 Q4,Digital,Old,1744,50.865,43.143
Decree Nisi,,2023 Q1,Paper,Old,2814,115.39,91.429
Decree Nisi,,2025 Q3,Digital,Old,112,216.404,210.143
Decree Nisi,,2024 Q4,Digital,New,14144,35.717,30.714
Decree Nisi,,2024 Q2,Digital,New,26741,33.977,27.571
Decree Nisi,,2025 Q1,Digital,New,25306,37.863,32.286
Decree Nisi,,2023 Q1,Digital,New,28869,29.508,28
Decree Nisi,,2017 Q2,Paper,Old,25699,24.058,15.286
Decree Nisi,,2020 Q3,Paper,Old,12686,46.543,35
Decree Nisi,,2006 Q3,Paper,Old,33533,24.705,16.714
Decree Nisi,,2013 Q4,Paper,Old,27463,24.156,15.857
Decree Nisi,,2020 Q4,Paper,Old,13761,46.675,34.857
Decree Nisi,,2012 Q1,Paper,Old,31184,25.375,16.857
Decree Nisi,,2015 Q2,Paper,Old,25709,23.713,14.429
Decree Nisi,,2015 Q1,Paper,Old,27449,23.479,15.429
Decree Nisi,,2015 Q3,Paper,Old,24354,24.622,16.143
Decree Nisi,,2004 Q2,Paper,Old,38980,24.625,16.286
Decree Nisi,,2023 Q3,Paper,Old,1555,158.837,132.714
Decree Nisi,,2023 Q4,Paper,Old,980,183.816,151.071
Decree Nisi,,2024 Q1,Digital,Old,419,129.363,118.429
Decree Nisi,,2023 Q1,Paper,New,750,35.698,35
Decree Nisi,,2022 Q4,Paper,New,125,32.44,32.429
Decree Nisi,,2025 Q4,Paper,New,963,48.102,34.714
Decree Nisi,,2020 Q2,Digital,Old,10544,8.454,7.143
Decree Nisi,,2007 Q2,Paper,Old,32412,25.124,16.714
Decree Nisi,,2014 Q1,Paper,Old,27110,24.924,16.286
Decree Nisi,,2009 Q3,Paper,Old,32476,24.657,16.571
Decree Nisi,,2012 Q2,Paper,Old,30791,24.66,15.571
Decree Nisi,,2004 Q1,Paper,Old,39634,24.851,17.286
Decree Nisi,,2019 Q1,Paper,Old,25649,34.122,26.143
Decree Nisi,,2018 Q3,Paper,Old,22532,31.347,24
Decree Nisi,,2012 Q4,Paper,Old,29260,23.952,15
Decree Nisi,,2013 Q3,Paper,Old,28958,25.909,15.714
Decree Nisi,,2012 Q3,Paper,Old,31102,24.133,15.714
Decree Nisi,,2014 Q4,Paper,Old,27201,23.061,14.571
Decree Nisi,,2021 Q3,Digital,Old,16950,12.252,8.286
Decree Nisi,,2018 Q2,Paper,Old,21633,28.986,21
Decree Nisi,,2022 Q2,Paper,Old,5447,76.855,55.286
Decree Nisi,,2011 Q3,Paper,Old,31448,25.354,17
Decree Nisi,,2024 Q3,Paper,Old,507,236.399,198.571
Decree Nisi,,2025 Q4,Paper,Old,361,334.987,307.143
Decree Nisi,,2023 Q1,Digital,Old,1158,68.578,59.857
Decree Nisi,,2024 Q2,Digital,Old,291,143.858,133.714
Decree Nisi,,2025 Q4,Digital,New,28978,35.329,27.857
Decree Nisi,,2022 Q4,Digital,New,20735,27.55,27
Decree Nisi,,2024 Q1,Paper,New,1597,43.801,38.857
Decree Nisi,,2023 Q4,Digital,New,20080,33.961,29.857
Decree Nisi,,2025 Q1,Paper,New,1109,49.153,41
Decree Nisi,,2022 Q3,Digital,New,646,24.566,24.143
Decree Nisi,,2023 Q3,Paper,New,928,40.502,38.357
Decree Nisi,,2023 Q4,Paper,New,1074,43.344,38.429
Decree Nisi,,2025 Q3,Paper,New,834,50.28,37
Decree Nisi,,2003 Q4,Paper,Old,37956,24.519,16.857
Decree Nisi,,2007 Q4,Paper,Old,31867,25.211,16.857
Decree Nisi,,2006 Q2,Paper,Old,33087,24.676,16.143
Decree Nisi,,2007 Q3,Paper,Old,33869,25.16,17
Decree Nisi,,2013 Q1,Paper,Old,27802,24.002,15.857
Decree Nisi,,2011 Q2,Paper,Old,29161,25.106,16.143
Decree Nisi,,2016 Q1,Paper,Old,32025,24.717,18.714
Decree Nisi,,2021 Q2,Paper,Old,10464,48.643,32.286
Decree Nisi,,2003 Q1,Paper,Old,39082,24.865,17.714
Decree Nisi,,2007 Q1,Paper,Old,34965,24.831,17
Decree Nisi,,2013 Q2,Paper,Old,29063,23.935,15
Decree Nisi,,2021 Q4,Digital,Old,19731,12.534,8.143
Decree Nisi,,2010 Q1,Paper,Old,30811,25.214,17.143
Decree Nisi,,2017 Q1,Paper,Old,28802,24.729,16.714
Decree Nisi,,2011 Q4,Paper,Old,31259,25.146,16.143
Decree Nisi,,2008 Q1,Paper,Old,31114,25.687,17.571
Decree Nisi,,2006 Q1,Paper,Old,34915,24.495,16.714
Decree Nisi,,2020 Q2,Paper,Old,10159,38.681,27.714
Decree Nisi,,2022 Q1,Digital,Old,17026,14.224,9.714
Decree Nisi,,2003 Q3,Paper,Old,40092,24.772,17.429
Decree Nisi,,2021 Q1,Digital,Old,19259,11.961,9.429
Decree Nisi,,2018 Q1,Paper,Old,23205,27.269,19.286
Decree Nisi,,2021 Q3,Paper,Old,7216,54.128,37
Decree Nisi,,2005 Q3,Paper,Old,36145,24.208,16
Decree Nisi,,2022 Q4,Paper,Old,3404,94.075,72.429
Decree Nisi,,2025 Q2,Paper,Old,365,311.672,273.857
Decree Nisi,,2024 Q2,Paper,Old,712,224.094,189.929
Decree Nisi,,2023 Q2,Digital,Old,775,85.516,75.714
Decree Nisi,,2023 Q4,Digital,Old,284,116.164,107.571
Decree Nisi,,2024 Q4,Digital,Old,161,174.116,167.429
Decree Nisi,,2025 Q1,Digital,Old,125,188.305,181.857
Decree Nisi,,2024 Q1,Digital,New,30478,34.641,30.143
Decree Nisi,,2025 Q4,Digital,Old,84,223.219,211.929
Decree Nisi,,2024 Q2,Paper,New,1606,42.217,35.571
Decree Nisi,,2023 Q2,Paper,New,827,37.859,35.714
Decree Nisi,,2024 Q4,Paper,New,849,44.579,36.714
Decree Nisi,,2019 Q2,Paper,Old,26408,33.518,27.286
Decree Nisi,,2009 Q2,Paper,Old,28073,25.405,16.714
Decree Nisi,,2010 Q3,Paper,Old,33624,26.868,17
Decree Nisi,,2016 Q4,Paper,Old,26228,27.971,18.286
Decree Nisi,,2016 Q2,Paper,Old,28290,24.979,17
Decree Nisi,,2003 Q2,Paper,Old,39080,24.71,16.857
Decree Nisi,,2017 Q3,Paper,Old,24255,25.104,16.571
Decree Nisi,,2016 Q3,Paper,Old,27580,24.455,16.571
Decree Nisi,,2009 Q4,Paper,Old,30780,24.411,16.286
Decree Nisi,,2022 Q2,Digital,Old,12380,17.963,13.857
Decree Nisi,,2004 Q3,Paper,Old,40571,24.556,16.714
Decree Nisi,,2005 Q2,Paper,Old,36341,24.561,16
Decree Nisi,,2022 Q1,Paper,Old,4892,65.97,44.286
Decree Nisi,,2015 Q4,Paper,Old,21570,27.248,18.857
Decree Nisi,,2006 Q4,Paper,Old,33170,24.464,16.286
Decree Nisi,,2020 Q1,Digital,Old,12220,10.63,9.857
Decree Nisi,,2005 Q1,Paper,Old,36999,24.71,17
Decree Nisi,,2018 Q4,Paper,Old,24621,31.237,23.857
Decree Nisi,,2019 Q3,Paper,Old,33088,30.82,23.571
Decree Nisi,,2011 Q1,Paper,Old,30366,25.473,17.143
Decree Nisi,,2020 Q3,Digital,Old,12217,9.58,7.714
Decree Nisi,,2008 Q3,Paper,Old,31566,24.624,15.857
Decree Nisi,,2021 Q2,Digital,Old,20110,11.886,8.143
Decree Nisi,,2022 Q3,Digital,Old,9711,27.63,22
Decree Nisi,,2021 Q4,Paper,Old,6614,61.159,42.571
Decree Nisi,,2023 Q2,Paper,Old,1797,137.508,111.571
Decree Nisi,,2024 Q4,Paper,Old,526,259.005,215
Decree Nisi,,2019 Q4,Digital,Old,2857,11.464,11.286
Decree Nisi,,2022 Q3,Paper,Old,4124,83.236,61.714
Decree Nisi,,2023 Q3,Digital,Old,401,100.709,89.286
Decree Nisi,,2024 Q1,Paper,Old,986,201.817,168.571
Decree Nisi,,2024 Q3,Digital,Old,177,157.478,144.286
Decree Nisi,,2025 Q1,Paper,Old,335,282.678,239.143
Decree Nisi,,2025 Q3,Paper,Old,382,312.403,269.429
Decree Nisi,,2024 Q3,Paper,New,1304,42.972,34.143
Decree Nisi,,2025 Q2,Digital,New,29320,36.831,30.286
Decree Nisi,,2024 Q3,Digital,New,26526,32.528,25.857
Decree Nisi,,2023 Q3,Digital,New,20020,30.701,26.857
Decree Nisi,,2023 Q2,Digital,New,22630,28.749,26
Decree Nisi,,2025 Q3,Digital,New,28248,35.795,28.143
Decree Nisi,,2025 Q2,Paper,New,1063,48.683,38.857
Decree Nisi,,2025 Q2,Digital,Old,102,197.895,186.714
Decree Nisi,2020,,All,All,106649,27.569,18.857
Decree Nisi,2007,,All,All,133113,25.077,16.857
Decree Nisi,2011,,All,All,122234,25.271,16.714
Decree Nisi,2004,,All,All,154305,24.631,16.857
Decree Nisi,2018,,All,All,91991,29.733,22.286
Decree Nisi,2003,,All,All,156210,24.718,17.143
Decree Nisi,2009,,All,All,119347,24.927,16.714
Decree Nisi,2016,,All,All,114123,25.466,17.714
Decree Nisi,2017,,All,All,103120,24.834,16.571
Decree Nisi,2021,,All,All,114077,25.09,13.286
Decree Nisi,2015,,All,All,99082,24.641,16.143
Decree Nisi,2010,,All,All,125277,25.503,16.857
Decree Nisi,2005,,All,All,141803,24.432,16.286
Decree Nisi,2013,,All,All,113286,24.51,15.571
Decree Nisi,2012,,All,All,122337,24.539,15.857
Decree Nisi,2022,,All,All,80234,35.118,26.143
Decree Nisi,2024,,All,All,107024,40.464,29.286
Decree Nisi,2019,,All,All,115240,31.544,24.429
Decree Nisi,2008,,All,All,120537,24.759,16.143
Decree Nisi,2006,,All,All,134705,24.584,16.571
Decree Nisi,2014,,All,All,109656,23.887,15.143
Decree Nisi,2025,,All,All,117687,40.811,30.286
Decree Nisi,2023,,All,All,104942,39.634,28.857
