case_type,region,representation,quarter,number_of_cases,mean_duration,median_duration
Financial Remedy,WALES,2 Petitioner Only,2011-Q1,211,11.5,1.9
Financial Remedy,WALES,2 Petitioner Only,2011-Q2,225,14.7,3.1
Financial Remedy,WALES,2 Petitioner Only,2011-Q3,252,13.5,1
Financial Remedy,WALES,2 Petitioner Only,2011-Q4,212,16.9,1.7
Financial Remedy,WALES,2 Petitioner Only,2012-Q1,243,14.7,1.6
Financial Remedy,WALES,2 Petitioner Only,2012-Q2,213,17.2,1.4
Financial Remedy,WALES,2 Petitioner Only,2012-Q3,217,18,2.7
Financial Remedy,WALES,2 Petitioner Only,2012-Q4,228,11.5,1.1
Financial Remedy,WALES,2 Petitioner Only,2013-Q1,227,15.1,3.1
Financial Remedy,WALES,2 Petitioner Only,2013-Q2,222,26.1,1.5
Financial Remedy,WALES,2 Petitioner Only,2013-Q3,233,21.6,2.7
Financial Remedy,WALES,2 Petitioner Only,2013-Q4,230,21.3,2.1
Financial Remedy,WALES,2 Petitioner Only,2014-Q1,239,17.9,2
Financial Remedy,WALES,2 Petitioner Only,2014-Q2,197,18.7,2.7
Financial Remedy,WALES,2 Petitioner Only,2014-Q3,207,20.7,1.1
Financial Remedy,WALES,2 Petitioner Only,2014-Q4,192,17.8,2.7
Financial Remedy,WALES,2 Petitioner Only,2015-Q1,205,14.1,1.1
Financial Remedy,WALES,2 Petitioner Only,2015-Q2,226,17.6,1.1
Financial Remedy,WALES,2 Petitioner Only,2015-Q3,245,14.6,1.3
Financial Remedy,WALES,2 Petitioner Only,2015-Q4,198,15.4,0.9
Financial Remedy,WALES,2 Petitioner Only,2016-Q1,204,17.5,1.6
Financial Remedy,WALES,2 Petitioner Only,2016-Q2,195,19.2,2
Financial Remedy,WALES,2 Petitioner Only,2016-Q3,202,13.1,1.8
Financial Remedy,WALES,2 Petitioner Only,2016-Q4,220,15.8,1.6
Financial Remedy,WALES,2 Petitioner Only,2017-Q1,272,11.3,0.9
Financial Remedy,WALES,2 Petitioner Only,2017-Q2,265,12.1,1
Financial Remedy,WALES,2 Petitioner Only,2017-Q3,263,8.4,0.9
Financial Remedy,WALES,2 Petitioner Only,2017-Q4,250,11.8,0.4
Financial Remedy,WALES,2 Petitioner Only,2018-Q1,211,11.9,0.4
Financial Remedy,WALES,2 Petitioner Only,2018-Q2,196,17.5,0.6
Financial Remedy,WALES,2 Petitioner Only,2018-Q3,184,15,0.4
Financial Remedy,WALES,2 Petitioner Only,2018-Q4,231,11.5,0.4
Financial Remedy,WALES,2 Petitioner Only,2019-Q1,222,13,0.7
Financial Remedy,WALES,2 Petitioner Only,2019-Q2,228,12.2,0.9
Financial Remedy,WALES,2 Petitioner Only,2019-Q3,237,12.4,0.9
Financial Remedy,WALES,2 Petitioner Only,2019-Q4,215,23,3.1
Financial Remedy,WALES,2 Petitioner Only,2020-Q1,208,15.7,3.9
Financial Remedy,WALES,2 Petitioner Only,2020-Q2,179,17.4,3.1
Financial Remedy,WALES,2 Petitioner Only,2020-Q3,261,11.1,3.4
Financial Remedy,WALES,2 Petitioner Only,2020-Q4,219,14,1.4
Financial Remedy,WALES,2 Petitioner Only,2021-Q1,235,21,3.3
Financial Remedy,WALES,2 Petitioner Only,2021-Q2,301,13.7,2
Financial Remedy,WALES,2 Petitioner Only,2021-Q3,182,14.3,1.9
Financial Remedy,WALES,2 Petitioner Only,2021-Q4,194,12.5,2
Financial Remedy,WALES,2 Petitioner Only,2022-Q1,189,20.1,0.9
Financial Remedy,WALES,2 Petitioner Only,2022-Q2,169,15.4,1
Financial Remedy,WALES,2 Petitioner Only,2022-Q3,166,14.8,0.8
Financial Remedy,WALES,2 Petitioner Only,2022-Q4,153,14.2,0.9
Financial Remedy,WALES,2 Petitioner Only,2023-Q1,201,10.6,1
Financial Remedy,WALES,2 Petitioner Only,2023-Q2,183,21.1,1.6
Financial Remedy,WALES,2 Petitioner Only,2023-Q3,191,4.8,2.1
Financial Remedy,WALES,2 Petitioner Only,2023-Q4,211,9.7,2
Financial Remedy,WALES,2 Petitioner Only,2024-Q1,178,15.8,1.9
Financial Remedy,WALES,2 Petitioner Only,2024-Q2,228,6.6,1.7
Financial Remedy,WALES,2 Petitioner Only,2024-Q3,213,12,1.9
Financial Remedy,WALES,2 Petitioner Only,2024-Q4,203,19.8,1.7
Financial Remedy,WALES,2 Petitioner Only,2025-Q1,238,6.7,1.6
Financial Remedy,WALES,2 Petitioner Only,2025-Q2,239,8.1,2.1
Financial Remedy,WALES,2 Petitioner Only,2025-Q3,212,11.3,1
Financial Remedy,WALES,2 Petitioner Only,2025-Q4,178,7.7,2.6
Financial Remedy,WALES,3 Respondent Only,2011-Q1,27,44.5,24.1
Financial Remedy,WALES,3 Respondent Only,2011-Q2,30,32.6,20.7
Financial Remedy,WALES,3 Respondent Only,2011-Q3,20,48.5,29.8
Financial Remedy,WALES,3 Respondent Only,2011-Q4,24,27,14.2
Financial Remedy,WALES,3 Respondent Only,2012-Q1,21,40.1,28.7
Financial Remedy,WALES,3 Respondent Only,2012-Q2,40,50.6,17.2
Financial Remedy,WALES,3 Respondent Only,2012-Q3,28,47.2,21.3
Financial Remedy,WALES,3 Respondent Only,2012-Q4,20,25.9,7.9
Financial Remedy,WALES,3 Respondent Only,2013-Q1,32,70.6,30.9
Financial Remedy,WALES,3 Respondent Only,2013-Q2,40,26,16.5
Financial Remedy,WALES,3 Respondent Only,2013-Q3,43,48.2,18.3
Financial Remedy,WALES,3 Respondent Only,2013-Q4,26,20.6,2.8
Financial Remedy,WALES,3 Respondent Only,2014-Q1,32,43.5,24
Financial Remedy,WALES,3 Respondent Only,2014-Q2,28,35.5,8.7
Financial Remedy,WALES,3 Respondent Only,2014-Q3,35,51,20.6
Financial Remedy,WALES,3 Respondent Only,2014-Q4,24,26.9,8.9
Financial Remedy,WALES,3 Respondent Only,2015-Q1,30,23.2,13.5
Financial Remedy,WALES,3 Respondent Only,2015-Q2,22,18.1,12.3
Financial Remedy,WALES,3 Respondent Only,2015-Q3,29,61.8,3.3
Financial Remedy,WALES,3 Respondent Only,2015-Q4,36,50.8,16.3
Financial Remedy,WALES,3 Respondent Only,2016-Q1,27,40.9,23.3
Financial Remedy,WALES,3 Respondent Only,2016-Q2,33,28.8,3.1
Financial Remedy,WALES,3 Respondent Only,2016-Q3,35,24,4.3
Financial Remedy,WALES,3 Respondent Only,2016-Q4,38,42.8,8.4
Financial Remedy,WALES,3 Respondent Only,2017-Q1,28,41.1,1
Financial Remedy,WALES,3 Respondent Only,2017-Q2,40,46,3.7
Financial Remedy,WALES,3 Respondent Only,2017-Q3,34,38.5,13.5
Financial Remedy,WALES,3 Respondent Only,2017-Q4,32,25.7,16.7
Financial Remedy,WALES,3 Respondent Only,2018-Q1,28,40.3,3.6
Financial Remedy,WALES,3 Respondent Only,2018-Q2,25,13.4,6.7
Financial Remedy,WALES,3 Respondent Only,2018-Q3,24,31.4,12.1
Financial Remedy,WALES,3 Respondent Only,2018-Q4,27,70.8,8.1
Financial Remedy,WALES,3 Respondent Only,2019-Q1,29,67.1,19.7
Financial Remedy,WALES,3 Respondent Only,2019-Q2,32,63.5,10.9
Financial Remedy,WALES,3 Respondent Only,2019-Q3,22,32.7,1.7
Financial Remedy,WALES,3 Respondent Only,2019-Q4,28,81.4,22.1
Financial Remedy,WALES,3 Respondent Only,2020-Q1,35,34.7,8
Financial Remedy,WALES,3 Respondent Only,2020-Q2,19,51.4,41.1
Financial Remedy,WALES,3 Respondent Only,2020-Q3,22,23.2,18
Financial Remedy,WALES,3 Respondent Only,2020-Q4,27,96.7,37.3
Financial Remedy,WALES,3 Respondent Only,2021-Q1,17,70.2,34.9
Financial Remedy,WALES,3 Respondent Only,2021-Q2,20,98.1,50.6
Financial Remedy,WALES,3 Respondent Only,2021-Q3,20,71.3,36
Financial Remedy,WALES,3 Respondent Only,2021-Q4,17,86.4,30
Financial Remedy,WALES,3 Respondent Only,2022-Q1,28,124.8,37.6
Financial Remedy,WALES,3 Respondent Only,2022-Q2,15,88,62.9
Financial Remedy,WALES,3 Respondent Only,2022-Q3,11,85.8,41.1
Financial Remedy,WALES,3 Respondent Only,2022-Q4,6,80,55.9
Financial Remedy,WALES,3 Respondent Only,2023-Q1,8,127.5,61.6
Financial Remedy,WALES,3 Respondent Only,2023-Q2,7,91.3,114.4
Financial Remedy,WALES,3 Respondent Only,2023-Q3,10,93.3,2.8
Financial Remedy,WALES,3 Respondent Only,2023-Q4,8,38,19.9
Financial Remedy,WALES,3 Respondent Only,2024-Q1,8,32.1,9.3
Financial Remedy,WALES,3 Respondent Only,2024-Q2,7,79.8,38.3
Financial Remedy,WALES,3 Respondent Only,2024-Q3,9,153.3,44
Financial Remedy,WALES,3 Respondent Only,2024-Q4,7,118.5,24
Financial Remedy,WALES,3 Respondent Only,2025-Q1,12,60.5,15.5
Financial Remedy,WALES,3 Respondent Only,2025-Q2,6,87.3,51.5
Financial Remedy,WALES,3 Respondent Only,2025-Q3,10,53.7,23.5
Financial Remedy,WALES,3 Respondent Only,2025-Q4,4,24.3,13.7
Financial Remedy,WALES,4 Neither,2011-Q1,35,48.6,6
Financial Remedy,WALES,4 Neither,2011-Q2,42,30.7,4.9
Financial Remedy,WALES,4 Neither,2011-Q3,30,31,12.9
Financial Remedy,WALES,4 Neither,2011-Q4,45,47.1,4.6
Financial Remedy,WALES,4 Neither,2012-Q1,32,30.8,5.7
Financial Remedy,WALES,4 Neither,2012-Q2,25,24.9,4.4
Financial Remedy,WALES,4 Neither,2012-Q3,28,23.2,2.7
Financial Remedy,WALES,4 Neither,2012-Q4,42,29.6,2.1
Financial Remedy,WALES,4 Neither,2013-Q1,42,21,4.4
Financial Remedy,WALES,4 Neither,2013-Q2,35,42.8,2
Financial Remedy,WALES,4 Neither,2013-Q3,28,39.3,1.7
Financial Remedy,WALES,4 Neither,2013-Q4,43,44.7,4.7
Financial Remedy,WALES,4 Neither,2014-Q1,35,48.5,28.6
Financial Remedy,WALES,4 Neither,2014-Q2,41,27.9,5.4
Financial Remedy,WALES,4 Neither,2014-Q3,50,37.8,4.1
Financial Remedy,WALES,4 Neither,2014-Q4,44,36.9,2.8
Financial Remedy,WALES,4 Neither,2015-Q1,39,29.1,3.7
Financial Remedy,WALES,4 Neither,2015-Q2,41,59.8,4.7
Financial Remedy,WALES,4 Neither,2015-Q3,46,47.3,3.2
Financial Remedy,WALES,4 Neither,2015-Q4,42,28.9,3.4
Financial Remedy,WALES,4 Neither,2016-Q1,68,36.9,2.2
Financial Remedy,WALES,4 Neither,2016-Q2,62,20.1,2.7
Financial Remedy,WALES,4 Neither,2016-Q3,96,10.2,1.4
Financial Remedy,WALES,4 Neither,2016-Q4,92,12,1
Financial Remedy,WALES,4 Neither,2017-Q1,103,11.5,1
Financial Remedy,WALES,4 Neither,2017-Q2,66,32.4,1.4
Financial Remedy,WALES,4 Neither,2017-Q3,68,32,1.5
Financial Remedy,WALES,4 Neither,2017-Q4,57,18.6,0.4
Financial Remedy,WALES,4 Neither,2018-Q1,56,17.4,0.5
Financial Remedy,WALES,4 Neither,2018-Q2,42,30.1,2.1
Financial Remedy,WALES,4 Neither,2018-Q3,53,33.7,0.6
Financial Remedy,WALES,4 Neither,2018-Q4,33,20.7,0.9
Financial Remedy,WALES,4 Neither,2019-Q1,37,33.4,0.9
Financial Remedy,WALES,4 Neither,2019-Q2,43,65.2,10
Financial Remedy,WALES,4 Neither,2019-Q3,22,74,1.5
Financial Remedy,WALES,4 Neither,2019-Q4,27,63.7,6
Financial Remedy,WALES,4 Neither,2020-Q1,44,37.2,6
Financial Remedy,WALES,4 Neither,2020-Q2,20,32.9,4.1
Financial Remedy,WALES,4 Neither,2020-Q3,34,24.8,3.7
Financial Remedy,WALES,4 Neither,2020-Q4,43,31.2,1.9
Financial Remedy,WALES,4 Neither,2021-Q1,35,75.9,7.7
Financial Remedy,WALES,4 Neither,2021-Q2,54,44,2.5
Financial Remedy,WALES,4 Neither,2021-Q3,35,35.5,0.9
Financial Remedy,WALES,4 Neither,2021-Q4,51,56,1.3
Financial Remedy,WALES,4 Neither,2022-Q1,38,28.6,1.1
Financial Remedy,WALES,4 Neither,2022-Q2,27,27.9,0.6
Financial Remedy,WALES,4 Neither,2022-Q3,52,19.7,0.6
Financial Remedy,WALES,4 Neither,2022-Q4,37,15.2,0.9
Financial Remedy,WALES,4 Neither,2023-Q1,35,91.1,3.9
Financial Remedy,WALES,4 Neither,2023-Q2,68,32.7,1
Financial Remedy,WALES,4 Neither,2023-Q3,46,20.6,1
Financial Remedy,WALES,4 Neither,2023-Q4,37,46.3,2.4
Financial Remedy,WALES,4 Neither,2024-Q1,56,19.7,1.1
Financial Remedy,WALES,4 Neither,2024-Q2,48,5.5,1
Financial Remedy,WALES,4 Neither,2024-Q3,53,21.5,1.6
Financial Remedy,WALES,4 Neither,2024-Q4,76,34.5,1
Financial Remedy,WALES,4 Neither,2025-Q1,72,14.6,1
Financial Remedy,WALES,4 Neither,2025-Q2,85,6.9,1.3
Financial Remedy,WALES,4 Neither,2025-Q3,77,13.6,1.7
Financial Remedy,WALES,4 Neither,2025-Q4,74,33.9,2.5
Financial Remedy,WALES,5 Unknown,2011-Q1,1,167,167
Financial Remedy,WALES,5 Unknown,2012-Q1,1,0.9,0.9
Financial Remedy,WALES,5 Unknown,2015-Q1,1,15.1,15.1
Financial Remedy,WALES,5 Unknown,2015-Q4,1,0.7,0.7
Financial Remedy,WALES,5 Unknown,2016-Q1,1,50.7,50.7
Financial Remedy,WALES,5 Unknown,2016-Q4,1,46.4,46.4
Financial Remedy,WALES,5 Unknown,2018-Q1,1,0.6,0.6
Financial Remedy,WALES,5 Unknown,2020-Q4,2,88.2,88.2
Financial Remedy,WALES,5 Unknown,2021-Q3,1,4,4
Financial Remedy,,1 Both,2021-Q4,1,18,18
Financial Remedy,,1 Both,2022-Q2,2,41.5,41.5
Financial Remedy,,1 Both,2023-Q1,2,51.8,51.8
Financial Remedy,,1 Both,2023-Q3,5,36.1,37.6
Financial Remedy,,1 Both,2023-Q4,1,53.1,53.1
Financial Remedy,,1 Both,2024-Q1,4,55.5,52.5
Financial Remedy,,1 Both,2024-Q2,1,49.6,49.6
Financial Remedy,,1 Both,2024-Q3,3,76.7,68.9
Financial Remedy,,2 Petitioner Only,2021-Q3,1,78,78
Financial Remedy,,2 Petitioner Only,2022-Q2,1,35.1,35.1
Financial Remedy,,2 Petitioner Only,2023-Q4,3,31.9,24.9
Financial Remedy,,2 Petitioner Only,2024-Q1,1,87.1,87.1
Financial Remedy,,2 Petitioner Only,2024-Q2,1,97.9,97.9
Financial Remedy,,2 Petitioner Only,2024-Q3,1,35.1,35.1
Financial Remedy,,2 Petitioner Only,2024-Q4,2,114.2,114.2
Financial Remedy,,2 Petitioner Only,2025-Q1,1,145.7,145.7
Financial Remedy,,2 Petitioner Only,2025-Q2,2,95.1,95.1
Financial Remedy,,2 Petitioner Only,2025-Q3,1,164.4,164.4
Financial Remedy,,3 Respondent Only,2023-Q1,1,20.4,20.4
Financial Remedy,,3 Respondent Only,2023-Q2,2,32.4,32.4
Financial Remedy,,3 Respondent Only,2023-Q4,3,54.9,62
Financial Remedy,,3 Respondent Only,2024-Q1,2,79.4,79.4
Financial Remedy,,3 Respondent Only,2024-Q2,1,38,38
Financial Remedy,,3 Respondent Only,2024-Q3,4,69.1,67.5
Financial Remedy,,3 Respondent Only,2024-Q4,5,64.7,67.7
Financial Remedy,,3 Respondent Only,2025-Q1,2,75.5,75.5
Financial Remedy,,4 Neither,2022-Q4,2,18.1,18.1
Financial Remedy,,4 Neither,2023-Q1,3,39.8,41.3
Financial Remedy,,4 Neither,2023-Q3,4,45,46.8
Financial Remedy,,4 Neither,2023-Q4,1,37.9,37.9
Financial Remedy,,4 Neither,2024-Q1,6,57.2,63
Financial Remedy,,4 Neither,2024-Q2,3,45.4,52.4
Financial Remedy,,4 Neither,2024-Q3,7,61.4,56
Financial Remedy,,4 Neither,2024-Q4,7,67.3,51.1
Financial Remedy,,4 Neither,2025-Q1,5,64.9,50.3
Financial Remedy,,4 Neither,2025-Q2,2,83.2,83.2
Financial Remedy,,4 Neither,2025-Q4,1,125.9,125.9
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2011-Q1,50,25.9,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2011-Q1,1722,25.5,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2011-Q1,635,22.8,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2011-Q1,2111,27.7,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2011-Q1,1085,19,
Divorce (inc. Financial Remedy),WALES,1 Both,2011-Q1,670,23.2,
Divorce (inc. Financial Remedy),WALES,4 Neither,2011-Q1,238,16.7,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2011-Q1,1409,21.7,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2011-Q1,111,30.2,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2011-Q1,5088,26.3,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2011-Q1,2255,23.4,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2011-Q1,1803,26.5,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2011-Q1,1465,27.2,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2011-Q1,1504,29.9,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2011-Q1,1231,28.2,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2011-Q1,2044,22.3,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2011-Q1,1031,22.4,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2011-Q1,101,28.8,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2011-Q1,1505,25.2,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2011-Q1,157,25.4,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2011-Q1,3442,26.8,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2011-Q1,6823,24.3,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2011-Q1,731,19.9,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2011-Q1,4906,22,
Divorce (inc. Financial Remedy),LONDON,All types,2011-Q1,4276,31.7,
Divorce (inc. Financial Remedy),WALES,All types,2011-Q1,1823,22.4,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2011-Q1,4059,24.5,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2011-Q1,140,37.5,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2011-Q1,255,27.2,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2011-Q1,1742,33.9,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2011-Q1,1957,23.8,
Divorce (inc. Financial Remedy),England & Wales,All types,2011-Q1,30417,25.5,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2011-Q1,143,29.8,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2011-Q1,7268,23,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2011-Q1,9465,25.3,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2011-Q1,957,29.2,
Divorce (inc. Financial Remedy),LONDON,1 Both,2011-Q1,890,29.7,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2011-Q1,865,23.1,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2011-Q1,12727,26.8,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2011-Q1,2567,25.9,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2011-Q2,117,24.4,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2011-Q2,752,21.5,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2011-Q2,104,23.7,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2011-Q2,245,33.8,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2011-Q2,1807,23.7,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2011-Q2,63,27.6,
Divorce (inc. Financial Remedy),LONDON,All types,2011-Q2,4216,31.1,
Divorce (inc. Financial Remedy),WALES,All types,2011-Q2,1718,21.3,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2011-Q2,1395,23.7,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2011-Q2,1570,26.7,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2011-Q2,4632,26,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2011-Q2,1989,20.5,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2011-Q2,4602,21.7,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2011-Q2,2501,25.2,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2011-Q2,2131,22,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2011-Q2,1532,29.8,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2011-Q2,1537,25,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2011-Q2,775,20,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2011-Q2,788,21.9,
Divorce (inc. Financial Remedy),LONDON,1 Both,2011-Q2,790,29.3,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2011-Q2,60,24.7,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2011-Q2,3882,24.1,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2011-Q2,130,26.3,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2011-Q2,1904,28.2,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2011-Q2,1262,26.7,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2011-Q2,6542,23.7,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2011-Q2,3609,26.9,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2011-Q2,1061,23.2,
Divorce (inc. Financial Remedy),WALES,4 Neither,2011-Q2,250,14.7,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2011-Q2,119,35.9,
Divorce (inc. Financial Remedy),England & Wales,All types,2011-Q2,29201,25.1,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2011-Q2,838,29.3,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2011-Q2,12201,27.1,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2011-Q2,7454,22.1,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2011-Q2,1297,21.3,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2011-Q2,1737,35.6,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2011-Q2,1057,21.1,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2011-Q2,8708,24.5,
Divorce (inc. Financial Remedy),WALES,1 Both,2011-Q2,620,22.9,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2011-Q2,1608,26.4,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2011-Q3,230,27.6,
Divorce (inc. Financial Remedy),SOUTH EAST,4 Neither,2011-Q3,2070,21.4,
Divorce (inc. Financial Remedy),SOUTH EAST,1 Both,2011-Q3,1855,24.1,
Divorce (inc. Financial Remedy),NORTH EAST,4 Neither,2011-Q3,854,18.2,
Divorce (inc. Financial Remedy),WALES,1 Both,2011-Q3,589,23.8,
Divorce (inc. Financial Remedy),NORTH WEST,1 Both,2011-Q3,1203,27.5,
Divorce (inc. Financial Remedy),MIDLANDS,3 Respondent Only,2011-Q3,147,31.5,
Divorce (inc. Financial Remedy),NORTH WEST,4 Neither,2011-Q3,803,24.9,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2011-Q3,1764,28.3,
Divorce (inc. Financial Remedy),SOUTH WEST,3 Respondent Only,2011-Q3,164,24.1,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2011-Q3,6659,24.5,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2011-Q3,5282,27.3,
Divorce (inc. Financial Remedy),SOUTH WEST,All types,2011-Q3,5366,20.5,
Divorce (inc. Financial Remedy),SOUTH EAST,2 Petitioner Only,2011-Q3,2504,27.2,
Divorce (inc. Financial Remedy),WALES,All types,2011-Q3,1743,23,
Divorce (inc. Financial Remedy),LONDON,4 Neither,2011-Q3,1578,26.6,
Divorce (inc. Financial Remedy),England & Wales,3 Respondent Only,2011-Q3,962,29.9,
Divorce (inc. Financial Remedy),SOUTH WEST,1 Both,2011-Q3,1452,21.2,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2011-Q3,1462,24.7,
Divorce (inc. Financial Remedy),NORTH EAST,2 Petitioner Only,2011-Q3,1879,27,
Divorce (inc. Financial Remedy),WALES,4 Neither,2011-Q3,254,18.4,
Divorce (inc. Financial Remedy),NORTH WEST,3 Respondent Only,2011-Q3,115,29.6,
Divorce (inc. Financial Remedy),LONDON,All types,2011-Q3,4475,30.4,
Divorce (inc. Financial Remedy),WALES,2 Petitioner Only,2011-Q3,863,23.8,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2011-Q3,1180,23,
Divorce (inc. Financial Remedy),NORTH WEST,All types,2011-Q3,3663,27.2,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2011-Q3,4330,24.6,
Divorce (inc. Financial Remedy),MIDLANDS,2 Petitioner Only,2011-Q3,2191,28.6,
Divorce (inc. Financial Remedy),LONDON,1 Both,2011-Q3,850,30.9,
Divorce (inc. Financial Remedy),England & Wales,All types,2011-Q3,31518,25.4,
Divorce (inc. Financial Remedy),LONDON,3 Respondent Only,2011-Q3,134,39.3,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2011-Q3,135,32.2,
Divorce (inc. Financial Remedy),England & Wales,2 Petitioner Only,2011-Q3,13381,27,
Divorce (inc. Financial Remedy),WALES,3 Respondent Only,2011-Q3,37,22.4,
Divorce (inc. Financial Remedy),England & Wales,1 Both,2011-Q3,9175,25.6,
Divorce (inc. Financial Remedy),England & Wales,4 Neither,2011-Q3,8000,22,
Divorce (inc. Financial Remedy),SOUTH WEST,2 Petitioner Only,2011-Q3,2489,21.2,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2011-Q3,1261,17.9,
Divorce (inc. Financial Remedy),LONDON,2 Petitioner Only,2011-Q3,1913,32.8,
Divorce (inc. Financial Remedy),NORTH WEST,2 Petitioner Only,2011-Q3,1542,28,
Divorce (inc. Financial Remedy),SOUTH EAST,3 Respondent Only,2011-Q4,267,30,
Divorce (inc. Financial Remedy),MIDLANDS,1 Both,2011-Q4,1499,26,
Divorce (inc. Financial Remedy),SOUTH WEST,4 Neither,2011-Q4,1225,17.5,
Divorce (inc. Financial Remedy),NORTH EAST,3 Respondent Only,2011-Q4,143,24.2,
Divorce (inc. Financial Remedy),WALES,1 Both,2011-Q4,626,23.4,
Divorce (inc. Financial Remedy),MIDLANDS,4 Neither,2011-Q4,1226,22.1,
Divorce (inc. Financial Remedy),LONDON,All types,2011-Q4,4501,32.2,
Divorce (inc. Financial Remedy),SOUTH EAST,All types,2011-Q4,7355,23.5,
Divorce (inc. Financial Remedy),NORTH EAST,All types,2011-Q4,4368,24.4,
Divorce (inc. Financial Remedy),MIDLANDS,All types,2011-Q4,4900,26.7,
Divorce (inc. Financial Remedy),NORTH EAST,1 Both,2011-Q4,1443,26.1,
