YEAR,Qtr,Type,Count_type,Public_private,Disposal_type,Order_type,Order_type_code,Sex,age_band,Applicants_in_case,Respondents_in_case,HC_INDICATOR,Count
2011,1,Disposal,Order type,Public law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Order type,Private law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,266
2011,1,Disposal,Order type,Public law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,18
2011,1,Disposal,Order type,Private law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,61
2011,1,Disposal,Order type,Public law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,2
2011,1,Disposal,Order type,Private law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,2
2011,1,Disposal,Order type,Public law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,50
2011,1,Disposal,Order type,Public law,Order made,Warrant to assist,24,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Order type,Private law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,1126
2011,1,Disposal,Order type,Public law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,147
2011,1,Disposal,Order type,Private law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,240
2011,1,Disposal,Order type,Public law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,451
2011,1,Disposal,Order type,Private law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,29
2011,1,Disposal,Order type,Private law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,17706
2011,1,Disposal,Order type,Public law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,392
2011,1,Disposal,Order type,Private law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,6304
2011,1,Disposal,Order type,Public law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,769
2011,1,Disposal,Order type,Private law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,2670
2011,1,Disposal,Order type,Public law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,69
2011,1,Disposal,Order type,Private law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,828
2011,1,Disposal,Order type,Public law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,35
2011,1,Disposal,Order type,Private law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,196
2011,1,Disposal,Order type,Public law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,36
2011,1,Disposal,Order type,Private law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,92
2011,1,Disposal,Order type,Public law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,20
2011,1,Disposal,Order type,Private law,Order made,Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,7
2011,1,Disposal,Order type,Private law,Order made,Order for financial compensation,35,N/A,N/A,N/A,N/A,N/A,3
2011,1,Disposal,Order type,Private law,Order made,Enforcement - Revoke an Enforcement Order,37,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Order type,Private law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,69
2011,1,Disposal,Order type,Public law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,5
2011,1,Disposal,Order type,Private law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,26
2011,1,Disposal,Order type,Public law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,10
2011,1,Disposal,Order type,Private law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,99
2011,1,Disposal,Order type,Public law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,26828
2011,1,Disposal,Order type,Private law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,47
2011,1,Disposal,Order type,Public law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,3528
2011,1,Disposal,Order type,Private law,Interim Order,Interim Contact Order,42,N/A,N/A,N/A,N/A,N/A,3321
2011,1,Disposal,Order type,Private law,Interim Order,Interim Residence Order,43,N/A,N/A,N/A,N/A,N/A,1092
2011,1,Disposal,Order type,Private law,Interim Order,Interim Prohibited Steps Order,44,N/A,N/A,N/A,N/A,N/A,547
2011,1,Disposal,Order type,Private law,Interim Order,Interim Specific Issue Order,45,N/A,N/A,N/A,N/A,N/A,41
2011,1,Disposal,Order type,Private law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,23065
2011,1,Disposal,Order type,Public law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,1158
2011,1,Disposal,Order type,Public law,No order,Authority to Refuse Contact,,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Order type,Public law,Refused,Authority to Refuse Contact,,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Order type,Public law,No order,Care Order/Substitute Supervision Order,,N/A,N/A,N/A,N/A,N/A,39
2011,1,Disposal,Order type,Public law,No order,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,3
2011,1,Disposal,Order type,Public law,No order,Contact With a Child in Care,,N/A,N/A,N/A,N/A,N/A,3
2011,1,Disposal,Order type,Public law,Refused,Contact With a Child in Care,,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Order type,Public law,No order,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,1
2011,1,Disposal,Order type,Public law,Refused,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,4
2011,1,Disposal,Order type,Public law,No order,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,3
2011,1,Disposal,Order type,Public law,Refused,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,4
2011,1,Disposal,Order type,Public law,No order,Secure Accommodation Order,,N/A,N/A,N/A,N/A,N/A,2
2011,1,Disposal,Order type,Public law,No order,Supervision Order,,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Order type,Public law,Order made,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,1605
2011,2,Disposal,Order type,Public law,Order made,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,107
2011,2,Disposal,Order type,Public law,Order made,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,110
2011,2,Disposal,Order type,Public law,Order made,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,746
2011,2,Disposal,Order type,Public law,Order made,Extension of supervision Order,5,N/A,N/A,N/A,N/A,N/A,8
2011,2,Disposal,Order type,Public law,Order made,Discharge of supervision order,7,N/A,N/A,N/A,N/A,N/A,4
2011,2,Disposal,Order type,Public law,Order made,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,39
2011,2,Disposal,Order type,Public law,Order made,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,77
2011,2,Disposal,Order type,Public law,Order made,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,45
2011,2,Disposal,Order type,Public law,Order made,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Order type,Public law,Order made,Discharge of Education Supervision Order,12,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Order type,Public law,Order made,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,5
2011,2,Disposal,Order type,Public law,Order made,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,192
2011,2,Disposal,Order type,Public law,Order made,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,8
2011,2,Disposal,Order type,Public law,Order made,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Order type,Private law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,21
2011,2,Disposal,Order type,Private law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,285
2011,2,Disposal,Order type,Public law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,7
2011,2,Disposal,Order type,Private law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,48
2011,2,Disposal,Order type,Public law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Order type,Private law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,4
2011,2,Disposal,Order type,Public law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,50
2011,2,Disposal,Order type,Private law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,930
2011,2,Disposal,Order type,Public law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,163
2011,2,Disposal,Order type,Private law,Order made,Termination of parental responsibility order,26,N/A,N/A,N/A,N/A,N/A,4
2011,2,Disposal,Order type,Public law,Order made,Termination of parental responsibility order,26,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Order type,Private law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,233
2011,2,Disposal,Order type,Public law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,477
2011,2,Disposal,Order type,Private law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,19
2011,2,Disposal,Order type,Public law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,3
2011,2,Disposal,Order type,Private law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,17205
2011,2,Disposal,Order type,Public law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,411
2011,2,Disposal,Order type,Private law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,6184
2011,2,Disposal,Order type,Public law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,754
2011,2,Disposal,Order type,Private law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,2695
2011,2,Disposal,Order type,Public law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,83
2011,2,Disposal,Order type,Private law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,873
2011,2,Disposal,Order type,Public law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,31
2011,2,Disposal,Order type,Private law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,174
2011,2,Disposal,Order type,Public law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,27
2011,2,Disposal,Order type,Private law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,114
2011,2,Disposal,Order type,Public law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,16
2011,2,Disposal,Order type,Private law,Order made,Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,7
2011,2,Disposal,Order type,Private law,Order made,Order for financial compensation,35,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Order type,Private law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,75
2011,2,Disposal,Order type,Public law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,9
2011,2,Disposal,Order type,Private law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,30
2011,2,Disposal,Order type,Public law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,5
2011,2,Disposal,Order type,Private law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,106
2011,2,Disposal,Order type,Public law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,26939
2011,2,Disposal,Order type,Private law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,39
2011,2,Disposal,Order type,Public law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,3652
2011,2,Disposal,Order type,Private law,Interim Order,Interim Contact Order,42,N/A,N/A,N/A,N/A,N/A,3053
2011,2,Disposal,Order type,Private law,Interim Order,Interim Residence Order,43,N/A,N/A,N/A,N/A,N/A,1076
2011,2,Disposal,Order type,Private law,Interim Order,Interim Prohibited Steps Order,44,N/A,N/A,N/A,N/A,N/A,513
2011,2,Disposal,Order type,Private law,Interim Order,Interim Specific Issue Order,45,N/A,N/A,N/A,N/A,N/A,46
2011,2,Disposal,Order type,Private law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,22482
2011,2,Disposal,Order type,Public law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,1152
2011,2,Disposal,Order type,Public law,Refused,Authority to Refuse Contact,,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Order type,Public law,No order,Care Order/Substitute Supervision Order,,N/A,N/A,N/A,N/A,N/A,41
2011,2,Disposal,Order type,Public law,Refused,Care Order/Substitute Supervision Order,,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Order type,Public law,No order,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,6
2011,2,Disposal,Order type,Public law,Refused,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Order type,Public law,No order,Contact With a Child in Care,,N/A,N/A,N/A,N/A,N/A,2
2011,2,Disposal,Order type,Public law,No order,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Order type,Public law,Refused,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Order type,Public law,No order,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Order type,Public law,Refused,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,4
2011,2,Disposal,Order type,Public law,No order,Secure Accommodation Order,,N/A,N/A,N/A,N/A,N/A,1
2011,2,Disposal,Order type,Public law,No order,Supervision Order,,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,Order made,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,1746
2011,3,Disposal,Order type,Public law,Order made,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,111
2011,3,Disposal,Order type,Public law,Order made,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,144
2011,3,Disposal,Order type,Public law,Order made,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,799
2011,3,Disposal,Order type,Public law,Order made,Extension of supervision Order,5,N/A,N/A,N/A,N/A,N/A,12
2011,3,Disposal,Order type,Public law,Order made,Discharge of supervision order,7,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,Order made,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,45
2011,3,Disposal,Order type,Public law,Order made,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,91
2011,3,Disposal,Order type,Public law,Order made,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,67
2011,3,Disposal,Order type,Public law,Order made,Extension of Education Supervision Order,11,N/A,N/A,N/A,N/A,N/A,2
2011,3,Disposal,Order type,Public law,Order made,Child Assessment Order,13,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,Order made,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,195
2011,3,Disposal,Order type,Public law,Order made,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,2
2011,3,Disposal,Order type,Public law,Order made,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,5
2011,3,Disposal,Order type,Private law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,33
2011,3,Disposal,Order type,Public law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Private law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,294
2011,3,Disposal,Order type,Public law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,12
2011,3,Disposal,Order type,Private law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,48
2011,3,Disposal,Order type,Public law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,2
2011,3,Disposal,Order type,Private law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,3
2011,3,Disposal,Order type,Public law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,61
2011,3,Disposal,Order type,Public law,Order made,Warrant to assist,24,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Private law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,928
2011,3,Disposal,Order type,Public law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,205
2011,3,Disposal,Order type,Public law,Order made,Termination of parental responsibility order,26,N/A,N/A,N/A,N/A,N/A,2
2011,3,Disposal,Order type,Private law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,222
2011,3,Disposal,Order type,Public law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,503
2011,3,Disposal,Order type,Private law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,34
2011,3,Disposal,Order type,Private law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,17489
2011,3,Disposal,Order type,Public law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,476
2011,3,Disposal,Order type,Private law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,6395
2011,3,Disposal,Order type,Public law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,843
2011,3,Disposal,Order type,Private law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,3093
2011,3,Disposal,Order type,Public law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,87
2011,3,Disposal,Order type,Private law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,1157
2011,3,Disposal,Order type,Public law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,56
2011,3,Disposal,Order type,Private law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,206
2011,3,Disposal,Order type,Public law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,26
2011,3,Disposal,Order type,Private law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,109
2011,3,Disposal,Order type,Public law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,8
2011,3,Disposal,Order type,Private law,Order made,Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,6
2011,3,Disposal,Order type,Private law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,100
2011,3,Disposal,Order type,Public law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,13
2011,3,Disposal,Order type,Private law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,44
2011,3,Disposal,Order type,Public law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,11
2011,3,Disposal,Order type,Private law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,68
2011,3,Disposal,Order type,Public law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,27438
2011,3,Disposal,Order type,Private law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,40
2011,3,Disposal,Order type,Public law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,3931
2011,3,Disposal,Order type,Private law,Interim Order,Interim Contact Order,42,N/A,N/A,N/A,N/A,N/A,2995
2011,3,Disposal,Order type,Private law,Interim Order,Interim Residence Order,43,N/A,N/A,N/A,N/A,N/A,1066
2011,3,Disposal,Order type,Private law,Interim Order,Interim Prohibited Steps Order,44,N/A,N/A,N/A,N/A,N/A,551
2011,3,Disposal,Order type,Private law,Interim Order,Interim Specific Issue Order,45,N/A,N/A,N/A,N/A,N/A,59
2011,3,Disposal,Order type,Private law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,23396
2011,3,Disposal,Order type,Public law,Order made,"Child arrangements, prohibited steps or specific issue",2999,N/A,N/A,N/A,N/A,N/A,1285
2011,3,Disposal,Order type,Public law,No order,Authority to Refuse Contact,,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,No order,Care Order/Substitute Supervision Order,,N/A,N/A,N/A,N/A,N/A,36
2011,3,Disposal,Order type,Public law,No order,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,7
2011,3,Disposal,Order type,Public law,Refused,"Child arrangements, prohibited steps or specific issue",,N/A,N/A,N/A,N/A,N/A,4
2011,3,Disposal,Order type,Public law,Refused,Contact With a Child in Care,,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,Refused,Discharge of Care Order,,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,Refused,Discharge of Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,No order,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,2
2011,3,Disposal,Order type,Public law,Refused,Emergency Protection Order,,N/A,N/A,N/A,N/A,N/A,5
2011,3,Disposal,Order type,Public law,Refused,Special Guardianship Order,,N/A,N/A,N/A,N/A,N/A,1
2011,3,Disposal,Order type,Public law,No order,Supervision Order,,N/A,N/A,N/A,N/A,N/A,2
2011,4,Disposal,Order type,Public law,Order made,Care Order/Substitute Supervision Order,1,N/A,N/A,N/A,N/A,N/A,1803
2011,4,Disposal,Order type,Public law,Order made,Discharge of Care Order,2,N/A,N/A,N/A,N/A,N/A,125
2011,4,Disposal,Order type,Public law,Order made,Secure Accommodation Order,3,N/A,N/A,N/A,N/A,N/A,134
2011,4,Disposal,Order type,Public law,Order made,Supervision Order,4,N/A,N/A,N/A,N/A,N/A,812
2011,4,Disposal,Order type,Public law,Order made,Extension of supervision Order,5,N/A,N/A,N/A,N/A,N/A,12
2011,4,Disposal,Order type,Public law,Order made,Discharge of supervision order,7,N/A,N/A,N/A,N/A,N/A,4
2011,4,Disposal,Order type,Public law,Order made,Contact With a Child in Care,8,N/A,N/A,N/A,N/A,N/A,40
2011,4,Disposal,Order type,Public law,Order made,Authority to Refuse Contact,9,N/A,N/A,N/A,N/A,N/A,98
2011,4,Disposal,Order type,Public law,Order made,Education Supervision Order,10,N/A,N/A,N/A,N/A,N/A,45
2011,4,Disposal,Order type,Public law,Order made,Discharge of Education Supervision Order,12,N/A,N/A,N/A,N/A,N/A,1
2011,4,Disposal,Order type,Public law,Order made,Emergency Protection Order,14,N/A,N/A,N/A,N/A,N/A,199
2011,4,Disposal,Order type,Public law,Order made,Extension of Emergency Protection Order,15,N/A,N/A,N/A,N/A,N/A,1
2011,4,Disposal,Order type,Public law,Order made,Warrant to assist emergency protection order,18,N/A,N/A,N/A,N/A,N/A,4
2011,4,Disposal,Order type,Private law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,21
2011,4,Disposal,Order type,Public law,Order made,Search Authorisation,19,N/A,N/A,N/A,N/A,N/A,2
2011,4,Disposal,Order type,Private law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,333
2011,4,Disposal,Order type,Public law,Order made,Missing Child Info,20,N/A,N/A,N/A,N/A,N/A,10
2011,4,Disposal,Order type,Private law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,47
2011,4,Disposal,Order type,Public law,Order made,Direction to Undertake Investigation,21,N/A,N/A,N/A,N/A,N/A,2
2011,4,Disposal,Order type,Private law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,2
2011,4,Disposal,Order type,Public law,Order made,Recovery Order,22,N/A,N/A,N/A,N/A,N/A,76
2011,4,Disposal,Order type,Private law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,763
2011,4,Disposal,Order type,Public law,Order made,Parental Responsibility Order,25,N/A,N/A,N/A,N/A,N/A,223
2011,4,Disposal,Order type,Private law,Order made,Termination of parental responsibility order,26,N/A,N/A,N/A,N/A,N/A,1
2011,4,Disposal,Order type,Public law,Order made,Termination of parental responsibility order,26,N/A,N/A,N/A,N/A,N/A,2
2011,4,Disposal,Order type,Private law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,285
2011,4,Disposal,Order type,Public law,Order made,Special Guardianship Order,27,N/A,N/A,N/A,N/A,N/A,546
2011,4,Disposal,Order type,Private law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,35
2011,4,Disposal,Order type,Public law,Order made,Parental Order,28,N/A,N/A,N/A,N/A,N/A,1
2011,4,Disposal,Order type,Private law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,18365
2011,4,Disposal,Order type,Public law,Order made,Section 8 Contact Order,29,N/A,N/A,N/A,N/A,N/A,464
2011,4,Disposal,Order type,Private law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,6064
2011,4,Disposal,Order type,Public law,Order made,Section 8 Residence Order,30,N/A,N/A,N/A,N/A,N/A,890
2011,4,Disposal,Order type,Private law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,2708
2011,4,Disposal,Order type,Public law,Order made,Section 8 Prohibited Steps Order,31,N/A,N/A,N/A,N/A,N/A,84
2011,4,Disposal,Order type,Private law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,869
2011,4,Disposal,Order type,Public law,Order made,Section 8 Specific Issue Order,32,N/A,N/A,N/A,N/A,N/A,39
2011,4,Disposal,Order type,Private law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,195
2011,4,Disposal,Order type,Public law,Order made,Family Assistance Order,33,N/A,N/A,N/A,N/A,N/A,52
2011,4,Disposal,Order type,Private law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,99
2011,4,Disposal,Order type,Public law,Order made,Financial Application,34,N/A,N/A,N/A,N/A,N/A,17
2011,4,Disposal,Order type,Private law,Order made,Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,7
2011,4,Disposal,Order type,Public law,Order made,Enforcement Order,35,N/A,N/A,N/A,N/A,N/A,1
2011,4,Disposal,Order type,Private law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,55
2011,4,Disposal,Order type,Public law,Order made,Leave to Remove Child from UK,38,N/A,N/A,N/A,N/A,N/A,12
2011,4,Disposal,Order type,Private law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,29
2011,4,Disposal,Order type,Public law,Order made,Leave to change surname,39,N/A,N/A,N/A,N/A,N/A,12
2011,4,Disposal,Order type,Private law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,74
2011,4,Disposal,Order type,Public law,Interim Order,Interim Care Order,40,N/A,N/A,N/A,N/A,N/A,26756
2011,4,Disposal,Order type,Private law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,34
2011,4,Disposal,Order type,Public law,Interim Order,Interim Supervision Order,41,N/A,N/A,N/A,N/A,N/A,3884
2011,4,Disposal,Order type,Private law,Interim Order,Interim Contact Order,42,N/A,N/A,N/A,N/A,N/A,2999
