case_type,year,quarter,category,party,gender,representation,count
Private Law,2018,1,Party,Respondent,Male,Y,946
Private Law,2018,1,Party,Respondent,Unknown,N,67
Private Law,2018,1,Party,Respondent,Unknown,Y,8
Private Law,2018,2,Cases,,,,13133
Private Law,2018,2,Cases with a hearing,,,,12645
Private Law,2018,2,Party,Applicant,Female,N,2598
Private Law,2018,2,Party,Applicant,Female,Y,2516
Private Law,2018,2,Party,Applicant,Male,N,4919
Private Law,2018,2,Party,Applicant,Male,Y,3221
Private Law,2018,2,Party,Applicant,Unknown,N,16
Private Law,2018,2,Party,Applicant,Unknown,Y,2
Private Law,2018,2,Party,Respondent,Female,N,5970
Private Law,2018,2,Party,Respondent,Female,Y,2725
Private Law,2018,2,Party,Respondent,Male,N,3985
Private Law,2018,2,Party,Respondent,Male,Y,976
Private Law,2018,2,Party,Respondent,Unknown,N,69
Private Law,2018,2,Party,Respondent,Unknown,Y,15
Private Law,2018,3,Cases,,,,13643
Private Law,2018,3,Cases with a hearing,,,,13043
Private Law,2018,3,Party,Applicant,Female,N,2711
Private Law,2018,3,Party,Applicant,Female,Y,2503
Private Law,2018,3,Party,Applicant,Male,N,5102
Private Law,2018,3,Party,Applicant,Male,Y,3286
Private Law,2018,3,Party,Applicant,Unknown,N,17
Private Law,2018,3,Party,Applicant,Unknown,Y,5
Private Law,2018,3,Party,Respondent,Female,N,6106
Private Law,2018,3,Party,Respondent,Female,Y,2873
Private Law,2018,3,Party,Respondent,Male,N,4143
Private Law,2018,3,Party,Respondent,Male,Y,904
Private Law,2018,3,Party,Respondent,Unknown,N,59
Private Law,2018,3,Party,Respondent,Unknown,Y,7
Private Law,2018,4,Cases,,,,13125
Private Law,2018,4,Cases with a hearing,,,,12618
Private Law,2018,4,Party,Applicant,Female,N,2619
Private Law,2018,4,Party,Applicant,Female,Y,2476
Private Law,2018,4,Party,Applicant,Male,N,4977
Private Law,2018,4,Party,Applicant,Male,Y,3102
Private Law,2018,4,Party,Applicant,Unknown,N,27
Private Law,2018,4,Party,Applicant,Unknown,Y,14
Private Law,2018,4,Party,Respondent,Female,N,5847
Private Law,2018,4,Party,Respondent,Female,Y,2822
Private Law,2018,4,Party,Respondent,Male,N,4070
Private Law,2018,4,Party,Respondent,Male,Y,913
Private Law,2018,4,Party,Respondent,Unknown,N,63
Private Law,2018,4,Party,Respondent,Unknown,Y,7
Private Law,2019,1,Cases,,,,13779
Private Law,2019,1,Cases with a hearing,,,,13148
Private Law,2019,1,Party,Applicant,Female,N,2847
Private Law,2019,1,Party,Applicant,Female,Y,2483
Private Law,2019,1,Party,Applicant,Male,N,5212
Private Law,2019,1,Party,Applicant,Male,Y,3180
Private Law,2019,1,Party,Applicant,Unknown,N,20
Private Law,2019,1,Party,Applicant,Unknown,Y,13
Private Law,2019,1,Party,Respondent,Female,N,6005
Private Law,2019,1,Party,Respondent,Female,Y,2988
Private Law,2019,1,Party,Respondent,Male,N,4261
Private Law,2019,1,Party,Respondent,Male,Y,960
Private Law,2019,1,Party,Respondent,Unknown,N,52
Private Law,2019,1,Party,Respondent,Unknown,Y,6
Private Law,2019,2,Cases,,,,13558
Private Law,2019,2,Cases with a hearing,,,,12950
Private Law,2019,2,Party,Applicant,Female,N,2866
Private Law,2019,2,Party,Applicant,Female,Y,2532
Private Law,2019,2,Party,Applicant,Male,N,4993
Private Law,2019,2,Party,Applicant,Male,Y,3125
Private Law,2019,2,Party,Applicant,Unknown,N,25
Private Law,2019,2,Party,Applicant,Unknown,Y,12
Private Law,2019,2,Party,Respondent,Female,N,5825
Private Law,2019,2,Party,Respondent,Female,Y,2885
Private Law,2019,2,Party,Respondent,Male,N,4333
Private Law,2019,2,Party,Respondent,Male,Y,947
Private Law,2019,2,Party,Respondent,Unknown,N,71
Private Law,2019,2,Party,Respondent,Unknown,Y,12
Private Law,2019,3,Cases,,,,14344
Private Law,2019,3,Cases with a hearing,,,,13704
Private Law,2019,3,Party,Applicant,Female,N,3042
Private Law,2019,3,Party,Applicant,Female,Y,2744
Private Law,2019,3,Party,Applicant,Male,N,5334
Private Law,2019,3,Party,Applicant,Male,Y,3194
Private Law,2019,3,Party,Applicant,Unknown,N,22
Private Law,2019,3,Party,Applicant,Unknown,Y,23
Private Law,2019,3,Party,Respondent,Female,N,6160
Private Law,2019,3,Party,Respondent,Female,Y,3055
Private Law,2019,3,Party,Respondent,Male,N,4642
Private Law,2019,3,Party,Respondent,Male,Y,1003
Private Law,2019,3,Party,Respondent,Unknown,N,68
Private Law,2019,3,Party,Respondent,Unknown,Y,13
Private Law,2019,4,Cases,,,,13713
Private Law,2019,4,Cases with a hearing,,,,13095
Private Law,2019,4,Party,Applicant,Female,N,2840
Private Law,2019,4,Party,Applicant,Female,Y,2475
Private Law,2019,4,Party,Applicant,Male,N,5262
Private Law,2019,4,Party,Applicant,Male,Y,3113
Private Law,2019,4,Party,Applicant,Unknown,N,24
Private Law,2019,4,Party,Applicant,Unknown,Y,2
Private Law,2019,4,Party,Respondent,Female,N,5895
Private Law,2019,4,Party,Respondent,Female,Y,3032
Private Law,2019,4,Party,Respondent,Male,N,4213
Private Law,2019,4,Party,Respondent,Male,Y,976
Private Law,2019,4,Party,Respondent,Unknown,N,57
Private Law,2019,4,Party,Respondent,Unknown,Y,8
Private Law,2020,1,Cases,,,,13756
Private Law,2020,1,Cases with a hearing,,,,12993
Private Law,2020,1,Party,Applicant,Female,N,2869
Private Law,2020,1,Party,Applicant,Female,Y,2590
Private Law,2020,1,Party,Applicant,Male,N,5049
Private Law,2020,1,Party,Applicant,Male,Y,3005
Private Law,2020,1,Party,Applicant,Unknown,N,19
Private Law,2020,1,Party,Applicant,Unknown,Y,11
Private Law,2020,1,Party,Respondent,Female,N,5542
Private Law,2020,1,Party,Respondent,Female,Y,3077
Private Law,2020,1,Party,Respondent,Male,N,4310
Private Law,2020,1,Party,Respondent,Male,Y,1004
Private Law,2020,1,Party,Respondent,Unknown,N,52
Private Law,2020,1,Party,Respondent,Unknown,Y,10
Private Law,2020,2,Cases,,,,12607
Private Law,2020,2,Cases with a hearing,,,,11876
Private Law,2020,2,Party,Applicant,Female,N,2298
Private Law,2020,2,Party,Applicant,Female,Y,2369
Private Law,2020,2,Party,Applicant,Male,N,4748
Private Law,2020,2,Party,Applicant,Male,Y,2834
Private Law,2020,2,Party,Applicant,Unknown,N,20
Private Law,2020,2,Party,Applicant,Unknown,Y,10
Private Law,2020,2,Party,Respondent,Female,N,4988
Private Law,2020,2,Party,Respondent,Female,Y,3023
Private Law,2020,2,Party,Respondent,Male,N,3515
Private Law,2020,2,Party,Respondent,Male,Y,1046
Private Law,2020,2,Party,Respondent,Unknown,N,41
Private Law,2020,2,Party,Respondent,Unknown,Y,3
Private Law,2020,3,Cases,,,,15356
Private Law,2020,3,Cases with a hearing,,,,14391
Private Law,2020,3,Party,Applicant,Female,N,2969
Private Law,2020,3,Party,Applicant,Female,Y,2830
Private Law,2020,3,Party,Applicant,Male,N,5666
Private Law,2020,3,Party,Applicant,Male,Y,3457
Private Law,2020,3,Party,Applicant,Unknown,N,24
Private Law,2020,3,Party,Applicant,Unknown,Y,19
Private Law,2020,3,Party,Respondent,Female,N,6069
Private Law,2020,3,Party,Respondent,Female,Y,3588
Private Law,2020,3,Party,Respondent,Male,N,4501
Private Law,2020,3,Party,Respondent,Male,Y,1184
Private Law,2020,3,Party,Respondent,Unknown,N,66
Private Law,2020,3,Party,Respondent,Unknown,Y,9
Private Law,2020,4,Cases,,,,13992
Private Law,2020,4,Cases with a hearing,,,,12966
Private Law,2020,4,Party,Applicant,Female,N,2673
Private Law,2020,4,Party,Applicant,Female,Y,2520
Private Law,2020,4,Party,Applicant,Male,N,5205
Private Law,2020,4,Party,Applicant,Male,Y,3074
Private Law,2020,4,Party,Applicant,Unknown,N,28
Private Law,2020,4,Party,Applicant,Unknown,Y,18
Private Law,2020,4,Party,Respondent,Female,N,5551
Private Law,2020,4,Party,Respondent,Female,Y,3271
Private Law,2020,4,Party,Respondent,Male,N,4085
Private Law,2020,4,Party,Respondent,Male,Y,978
Private Law,2020,4,Party,Respondent,Unknown,N,50
Private Law,2020,4,Party,Respondent,Unknown,Y,14
Private Law,2021,1,Cases,,,,14424
Private Law,2021,1,Cases with a hearing,,,,13382
Private Law,2021,1,Party,Applicant,Female,N,2801
Private Law,2021,1,Party,Applicant,Female,Y,2393
Private Law,2021,1,Party,Applicant,Male,N,5645
Private Law,2021,1,Party,Applicant,Male,Y,3024
Private Law,2021,1,Party,Applicant,Unknown,N,25
Private Law,2021,1,Party,Applicant,Unknown,Y,10
Private Law,2021,1,Party,Respondent,Female,N,5819
Private Law,2021,1,Party,Respondent,Female,Y,3420
Private Law,2021,1,Party,Respondent,Male,N,4085
Private Law,2021,1,Party,Respondent,Male,Y,942
Private Law,2021,1,Party,Respondent,Unknown,N,67
Private Law,2021,1,Party,Respondent,Unknown,Y,12
Private Law,2021,2,Cases,,,,14007
Private Law,2021,2,Cases with a hearing,,,,12777
Private Law,2021,2,Party,Applicant,Female,N,2897
Private Law,2021,2,Party,Applicant,Female,Y,2355
Private Law,2021,2,Party,Applicant,Male,N,5180
Private Law,2021,2,Party,Applicant,Male,Y,2797
Private Law,2021,2,Party,Applicant,Unknown,N,18
Private Law,2021,2,Party,Applicant,Unknown,Y,19
Private Law,2021,2,Party,Respondent,Female,N,5512
Private Law,2021,2,Party,Respondent,Female,Y,3114
Private Law,2021,2,Party,Respondent,Male,N,4131
Private Law,2021,2,Party,Respondent,Male,Y,941
Private Law,2021,2,Party,Respondent,Unknown,N,68
Private Law,2021,2,Party,Respondent,Unknown,Y,6
Private Law,2021,3,Cases,,,,13834
Private Law,2021,3,Cases with a hearing,,,,12528
Private Law,2021,3,Party,Applicant,Female,N,2728
Private Law,2021,3,Party,Applicant,Female,Y,2469
Private Law,2021,3,Party,Applicant,Male,N,5032
Private Law,2021,3,Party,Applicant,Male,Y,2746
Private Law,2021,3,Party,Applicant,Unknown,N,38
Private Law,2021,3,Party,Applicant,Unknown,Y,29
Private Law,2021,3,Party,Respondent,Female,N,5223
Private Law,2021,3,Party,Respondent,Female,Y,3045
Private Law,2021,3,Party,Respondent,Male,N,4088
Private Law,2021,3,Party,Respondent,Male,Y,984
Private Law,2021,3,Party,Respondent,Unknown,N,68
Private Law,2021,3,Party,Respondent,Unknown,Y,8
Private Law,2021,4,Cases,,,,12387
Private Law,2021,4,Cases with a hearing,,,,11184
Private Law,2021,4,Party,Applicant,Female,N,2431
Private Law,2021,4,Party,Applicant,Female,Y,2206
Private Law,2021,4,Party,Applicant,Male,N,4493
Private Law,2021,4,Party,Applicant,Male,Y,2472
Private Law,2021,4,Party,Applicant,Unknown,N,24
Private Law,2021,4,Party,Applicant,Unknown,Y,8
Private Law,2021,4,Party,Respondent,Female,N,4800
Private Law,2021,4,Party,Respondent,Female,Y,2650
Private Law,2021,4,Party,Respondent,Male,N,3689
Private Law,2021,4,Party,Respondent,Male,Y,812
Private Law,2021,4,Party,Respondent,Unknown,N,67
Private Law,2021,4,Party,Respondent,Unknown,Y,11
Private Law,2022,1,Cases,,,,13214
Private Law,2022,1,Cases with a hearing,,,,11944
Private Law,2022,1,Party,Applicant,Female,N,2892
Private Law,2022,1,Party,Applicant,Female,Y,2266
Private Law,2022,1,Party,Applicant,Male,N,4849
Private Law,2022,1,Party,Applicant,Male,Y,2402
Private Law,2022,1,Party,Applicant,Unknown,N,26
Private Law,2022,1,Party,Applicant,Unknown,Y,15
Private Law,2022,1,Party,Respondent,Female,N,4942
Private Law,2022,1,Party,Respondent,Female,Y,2846
Private Law,2022,1,Party,Respondent,Male,N,4091
Private Law,2022,1,Party,Respondent,Male,Y,882
Private Law,2022,1,Party,Respondent,Unknown,N,56
Private Law,2022,1,Party,Respondent,Unknown,Y,10
Private Law,2022,2,Cases,,,,13033
Private Law,2022,2,Cases with a hearing,,,,11684
Private Law,2022,2,Party,Applicant,Female,N,2798
Private Law,2022,2,Party,Applicant,Female,Y,2282
Private Law,2022,2,Party,Applicant,Male,N,4609
Private Law,2022,2,Party,Applicant,Male,Y,2393
Private Law,2022,2,Party,Applicant,Unknown,N,34
Private Law,2022,2,Party,Applicant,Unknown,Y,14
Private Law,2022,2,Party,Respondent,Female,N,4818
Private Law,2022,2,Party,Respondent,Female,Y,2657
Private Law,2022,2,Party,Respondent,Male,N,4081
Private Law,2022,2,Party,Respondent,Male,Y,886
Private Law,2022,2,Party,Respondent,Unknown,N,47
Private Law,2022,2,Party,Respondent,Unknown,Y,9
Private Law,2022,3,Cases,,,,13697
Private Law,2022,3,Cases with a hearing,,,,12307
Private Law,2022,3,Party,Applicant,Female,N,2962
Private Law,2022,3,Party,Applicant,Female,Y,2368
Private Law,2022,3,Party,Applicant,Male,N,4974
Private Law,2022,3,Party,Applicant,Male,Y,2444
Private Law,2022,3,Party,Applicant,Unknown,N,18
Private Law,2022,3,Party,Applicant,Unknown,Y,21
Private Law,2022,3,Party,Respondent,Female,N,5204
Private Law,2022,3,Party,Respondent,Female,Y,2753
Private Law,2022,3,Party,Respondent,Male,N,4289
Private Law,2022,3,Party,Respondent,Male,Y,933
Private Law,2022,3,Party,Respondent,Unknown,N,52
Private Law,2022,3,Party,Respondent,Unknown,Y,6
Private Law,2022,4,Cases,,,,12273
Private Law,2022,4,Cases with a hearing,,,,10991
Private Law,2022,4,Party,Applicant,Female,N,2542
Private Law,2022,4,Party,Applicant,Female,Y,2120
Private Law,2022,4,Party,Applicant,Male,N,4362
Private Law,2022,4,Party,Applicant,Male,Y,2388
Private Law,2022,4,Party,Applicant,Unknown,N,13
Private Law,2022,4,Party,Applicant,Unknown,Y,7
Private Law,2022,4,Party,Respondent,Female,N,4570
Private Law,2022,4,Party,Respondent,Female,Y,2562
Private Law,2022,4,Party,Respondent,Male,N,3772
Private Law,2022,4,Party,Respondent,Male,Y,780
Private Law,2022,4,Party,Respondent,Unknown,N,46
Private Law,2022,4,Party,Respondent,Unknown,Y,10
Private Law,2023,1,Cases,,,,13237
Private Law,2023,1,Cases with a hearing,,,,11987
Private Law,2023,1,Party,Applicant,Female,N,2828
Private Law,2023,1,Party,Applicant,Female,Y,2272
Private Law,2023,1,Party,Applicant,Male,N,4853
Private Law,2023,1,Party,Applicant,Male,Y,2420
Private Law,2023,1,Party,Applicant,Unknown,N,33
Private Law,2023,1,Party,Applicant,Unknown,Y,4
Private Law,2023,1,Party,Respondent,Female,N,4984
Private Law,2023,1,Party,Respondent,Female,Y,2805
Private Law,2023,1,Party,Respondent,Male,N,4098
Private Law,2023,1,Party,Respondent,Male,Y,868
Private Law,2023,1,Party,Respondent,Unknown,N,61
Private Law,2023,1,Party,Respondent,Unknown,Y,8
Private Law,2023,2,Cases,,,,12509
Private Law,2023,2,Cases with a hearing,,,,11279
Private Law,2023,2,Party,Applicant,Female,N,2722
Private Law,2023,2,Party,Applicant,Female,Y,2297
Private Law,2023,2,Party,Applicant,Male,N,4396
Private Law,2023,2,Party,Applicant,Male,Y,2259
Private Law,2023,2,Party,Applicant,Unknown,N,23
Private Law,2023,2,Party,Applicant,Unknown,Y,8
Private Law,2023,2,Party,Respondent,Female,N,4467
Private Law,2023,2,Party,Respondent,Female,Y,2636
Private Law,2023,2,Party,Respondent,Male,N,4109
Private Law,2023,2,Party,Respondent,Male,Y,835
Private Law,2023,2,Party,Respondent,Unknown,N,62
Private Law,2023,2,Party,Respondent,Unknown,Y,13
Private Law,2023,3,Cases,,,,12938
Private Law,2023,3,Cases with a hearing,,,,11649
Private Law,2023,3,Party,Applicant,Female,N,2778
Private Law,2023,3,Party,Applicant,Female,Y,2243
Private Law,2023,3,Party,Applicant,Male,N,4655
Private Law,2023,3,Party,Applicant,Male,Y,2382
Private Law,2023,3,Party,Applicant,Unknown,N,29
Private Law,2023,3,Party,Applicant,Unknown,Y,22
Private Law,2023,3,Party,Respondent,Female,N,4743
Private Law,2023,3,Party,Respondent,Female,Y,2756
Private Law,2023,3,Party,Respondent,Male,N,4031
Private Law,2023,3,Party,Respondent,Male,Y,836
Private Law,2023,3,Party,Respondent,Unknown,N,75
Private Law,2023,3,Party,Respondent,Unknown,Y,8
Private Law,2023,4,Cases,,,,12122
Private Law,2023,4,Cases with a hearing,,,,10993
Private Law,2023,4,Party,Applicant,Female,N,2421
Private Law,2023,4,Party,Applicant,Female,Y,2168
Private Law,2023,4,Party,Applicant,Male,N,4424
Private Law,2023,4,Party,Applicant,Male,Y,2317
Private Law,2023,4,Party,Applicant,Unknown,N,23
Private Law,2023,4,Party,Applicant,Unknown,Y,25
Private Law,2023,4,Party,Respondent,Female,N,4454
Private Law,2023,4,Party,Respondent,Female,Y,2734
Private Law,2023,4,Party,Respondent,Male,N,3679
Private Law,2023,4,Party,Respondent,Male,Y,792
Private Law,2023,4,Party,Respondent,Unknown,N,69
Private Law,2023,4,Party,Respondent,Unknown,Y,22
Private Law,2024,1,Cases,,,,13505
Private Law,2024,1,Cases with a hearing,,,,12226
Private Law,2024,1,Party,Applicant,Female,N,3036
Private Law,2024,1,Party,Applicant,Female,Y,2392
Private Law,2024,1,Party,Applicant,Male,N,4882
Private Law,2024,1,Party,Applicant,Male,Y,2315
Private Law,2024,1,Party,Applicant,Unknown,N,21
Private Law,2024,1,Party,Applicant,Unknown,Y,30
Private Law,2024,1,Party,Respondent,Female,N,4930
Private Law,2024,1,Party,Respondent,Female,Y,2823
Private Law,2024,1,Party,Respondent,Male,N,4375
Private Law,2024,1,Party,Respondent,Male,Y,933
Private Law,2024,1,Party,Respondent,Unknown,N,74
Private Law,2024,1,Party,Respondent,Unknown,Y,17
Private Law,2024,2,Cases,,,,12500
Private Law,2024,2,Cases with a hearing,,,,11061
Private Law,2024,2,Party,Applicant,Female,N,2637
Private Law,2024,2,Party,Applicant,Female,Y,2202
Private Law,2024,2,Party,Applicant,Male,N,4383
Private Law,2024,2,Party,Applicant,Male,Y,2195
Private Law,2024,2,Party,Applicant,Unknown,N,34
Private Law,2024,2,Party,Applicant,Unknown,Y,46
Private Law,2024,2,Party,Respondent,Female,N,4412
Private Law,2024,2,Party,Respondent,Female,Y,2596
Private Law,2024,2,Party,Respondent,Male,N,3946
Private Law,2024,2,Party,Respondent,Male,Y,794
Private Law,2024,2,Party,Respondent,Unknown,N,95
Private Law,2024,2,Party,Respondent,Unknown,Y,31
Private Law,2024,3,Cases,,,,13107
Private Law,2024,3,Cases with a hearing,,,,11487
Private Law,2024,3,Party,Applicant,Female,N,2656
Private Law,2024,3,Party,Applicant,Female,Y,2417
Private Law,2024,3,Party,Applicant,Male,N,4430
Private Law,2024,3,Party,Applicant,Male,Y,2378
Private Law,2024,3,Party,Applicant,Unknown,N,23
Private Law,2024,3,Party,Applicant,Unknown,Y,17
Private Law,2024,3,Party,Respondent,Female,N,4597
Private Law,2024,3,Party,Respondent,Female,Y,2712
Private Law,2024,3,Party,Respondent,Male,N,4034
Private Law,2024,3,Party,Respondent,Male,Y,893
Private Law,2024,3,Party,Respondent,Unknown,N,61
Private Law,2024,3,Party,Respondent,Unknown,Y,16
Private Law,2024,4,Cases,,,,12369
Private Law,2024,4,Cases with a hearing,,,,10872
Private Law,2024,4,Party,Applicant,Female,N,2495
Private Law,2024,4,Party,Applicant,Female,Y,2061
Private Law,2024,4,Party,Applicant,Male,N,4343
Private Law,2024,4,Party,Applicant,Male,Y,2282
Private Law,2024,4,Party,Applicant,Unknown,N,33
Private Law,2024,4,Party,Applicant,Unknown,Y,34
Private Law,2024,4,Party,Respondent,Female,N,4428
Private Law,2024,4,Party,Respondent,Female,Y,2607
Private Law,2024,4,Party,Respondent,Male,N,3712
Private Law,2024,4,Party,Respondent,Male,Y,708
Private Law,2024,4,Party,Respondent,Unknown,N,80
Private Law,2024,4,Party,Respondent,Unknown,Y,21
Private Law,2025,1,Cases,,,,13319
Private Law,2025,1,Cases with a hearing,,,,11584
Private Law,2025,1,Party,Applicant,Female,N,2762
Private Law,2025,1,Party,Applicant,Female,Y,2246
Private Law,2025,1,Party,Applicant,Male,N,4664
Private Law,2025,1,Party,Applicant,Male,Y,2333
Private Law,2025,1,Party,Applicant,Unknown,N,33
Private Law,2025,1,Party,Applicant,Unknown,Y,17
Private Law,2025,1,Party,Respondent,Female,N,5060
Private Law,2025,1,Party,Respondent,Female,Y,2423
Private Law,2025,1,Party,Respondent,Male,N,4022
Private Law,2025,1,Party,Respondent,Male,Y,810
Private Law,2025,1,Party,Respondent,Unknown,N,65
Private Law,2025,1,Party,Respondent,Unknown,Y,12
Private Law,2025,2,Cases,,,,13309
Private Law,2025,2,Cases with a hearing,,,,10397
Private Law,2025,2,Party,Applicant,Female,N,2670
Private Law,2025,2,Party,Applicant,Female,Y,1975
Private Law,2025,2,Party,Applicant,Male,N,4056
Private Law,2025,2,Party,Applicant,Male,Y,1985
Private Law,2025,2,Party,Applicant,Unknown,N,28
Private Law,2025,2,Party,Applicant,Unknown,Y,27
Private Law,2025,2,Party,Respondent,Female,N,4871
Private Law,2025,2,Party,Respondent,Female,Y,1518
Private Law,2025,2,Party,Respondent,Male,N,3971
Private Law,2025,2,Party,Respondent,Male,Y,577
Private Law,2025,2,Party,Respondent,Unknown,N,73
Private Law,2025,2,Party,Respondent,Unknown,Y,12
Financial Remedy,2011,1,Cases,,,,11826
Financial Remedy,2011,4,Cases,,,,10517
Financial Remedy,2012,1,Cases,,,,11163
Financial Remedy,2012,2,Cases,,,,10432
Financial Remedy,2012,3,Cases,,,,10543
Financial Remedy,2011,2,Cases,,,,8461
Financial Remedy,2011,3,Cases,,,,10541
Financial Remedy,2012,4,Cases,,,,10498
Financial Remedy,2013,1,Cases,,,,10207
Financial Remedy,2013,2,Cases,,,,11214
Financial Remedy,2013,3,Cases,,,,10860
Financial Remedy,2013,4,Cases,,,,10385
Financial Remedy,2014,1,Cases,,,,10203
Financial Remedy,2014,2,Cases,,,,8729
Financial Remedy,2014,3,Cases,,,,9210
Financial Remedy,2018,4,Cases,,,,10108
Financial Remedy,2019,1,Cases,,,,9936
Financial Remedy,2019,2,Cases,,,,9744
Financial Remedy,2019,3,Cases,,,,9576
Financial Remedy,2019,4,Cases,,,,10095
Financial Remedy,2020,1,Cases,,,,9465
Financial Remedy,2020,2,Cases,,,,7000
Financial Remedy,2020,3,Cases,,,,10180
Financial Remedy,2020,4,Cases,,,,11119
Financial Remedy,2021,1,Cases,,,,12452
Financial Remedy,2021,2,Cases,,,,13020
Financial Remedy,2021,3,Cases,,,,11474
Financial Remedy,2021,4,Cases,,,,10128
Financial Remedy,2022,1,Cases,,,,10505
Financial Remedy,2022,2,Cases,,,,9055
Financial Remedy,2022,3,Cases,,,,9285
Financial Remedy,2022,4,Cases,,,,9699
Financial Remedy,2023,1,Cases,,,,11198
Financial Remedy,2023,2,Cases,,,,10951
Financial Remedy,2023,3,Cases,,,,10865
Financial Remedy,2023,4,Cases,,,,10384
Financial Remedy,2024,1,Cases,,,,11412
Financial Remedy,2024,2,Cases,,,,11093
Financial Remedy,2024,3,Cases,,,,11667
Financial Remedy,2024,4,Cases,,,,10900
Financial Remedy,2025,1,Cases,,,,11591
Financial Remedy,2025,2,Cases,,,,12161
Financial Remedy,2025,3,Cases,,,,12534
Financial Remedy,2025,4,Cases,,,,12335
Financial Remedy,2011,1,Cases with a hearing,,,,4516
Financial Remedy,2011,2,Cases with a hearing,,,,2656
Financial Remedy,2011,3,Cases with a hearing,,,,3347
Financial Remedy,2014,4,Cases,,,,9280
Financial Remedy,2015,1,Cases,,,,9511
Financial Remedy,2015,2,Cases,,,,9356
Financial Remedy,2015,3,Cases,,,,9576
Financial Remedy,2015,4,Cases,,,,9296
Financial Remedy,2016,1,Cases,,,,9758
Financial Remedy,2016,2,Cases,,,,10441
Financial Remedy,2016,3,Cases,,,,10558
Financial Remedy,2016,4,Cases,,,,10598
Financial Remedy,2017,1,Cases,,,,11027
Financial Remedy,2017,2,Cases,,,,10427
Financial Remedy,2017,3,Cases,,,,10514
Financial Remedy,2017,4,Cases,,,,10183
Financial Remedy,2018,1,Cases,,,,10257
Financial Remedy,2018,2,Cases,,,,10078
Financial Remedy,2018,3,Cases,,,,9554
Financial Remedy,2011,4,Cases with a hearing,,,,3687
Financial Remedy,2012,1,Cases with a hearing,,,,3957
Financial Remedy,2012,2,Cases with a hearing,,,,3652
Financial Remedy,2012,3,Cases with a hearing,,,,3689
Financial Remedy,2012,4,Cases with a hearing,,,,3662
Financial Remedy,2013,1,Cases with a hearing,,,,3711
Financial Remedy,2013,2,Cases with a hearing,,,,4367
Financial Remedy,2013,3,Cases with a hearing,,,,3859
Financial Remedy,2013,4,Cases with a hearing,,,,3650
Financial Remedy,2014,1,Cases with a hearing,,,,3727
Financial Remedy,2014,2,Cases with a hearing,,,,2567
Financial Remedy,2014,3,Cases with a hearing,,,,2849
Financial Remedy,2014,4,Cases with a hearing,,,,2989
Financial Remedy,2015,1,Cases with a hearing,,,,3171
Financial Remedy,2015,2,Cases with a hearing,,,,3088
Financial Remedy,2015,3,Cases with a hearing,,,,3143
Financial Remedy,2015,4,Cases with a hearing,,,,3241
Financial Remedy,2016,1,Cases with a hearing,,,,3108
Financial Remedy,2016,2,Cases with a hearing,,,,3202
Financial Remedy,2016,3,Cases with a hearing,,,,3243
Financial Remedy,2016,4,Cases with a hearing,,,,3326
Financial Remedy,2017,1,Cases with a hearing,,,,3448
Financial Remedy,2017,2,Cases with a hearing,,,,3301
Financial Remedy,2017,3,Cases with a hearing,,,,3392
Financial Remedy,2017,4,Cases with a hearing,,,,3165
Financial Remedy,2018,1,Cases with a hearing,,,,3200
Financial Remedy,2018,2,Cases with a hearing,,,,3218
Financial Remedy,2018,3,Cases with a hearing,,,,3233
Financial Remedy,2018,4,Cases with a hearing,,,,3368
Financial Remedy,2019,1,Cases with a hearing,,,,3283
Financial Remedy,2019,2,Cases with a hearing,,,,3150
Financial Remedy,2019,3,Cases with a hearing,,,,3073
Financial Remedy,2019,4,Cases with a hearing,,,,3387
Financial Remedy,2020,1,Cases with a hearing,,,,2880
Financial Remedy,2020,2,Cases with a hearing,,,,1927
Financial Remedy,2020,3,Cases with a hearing,,,,3388
Financial Remedy,2020,4,Cases with a hearing,,,,3055
Financial Remedy,2021,1,Cases with a hearing,,,,3312
Financial Remedy,2021,2,Cases with a hearing,,,,3083
Financial Remedy,2021,3,Cases with a hearing,,,,2764
Financial Remedy,2021,4,Cases with a hearing,,,,2581
Financial Remedy,2022,1,Cases with a hearing,,,,2643
Financial Remedy,2022,2,Cases with a hearing,,,,2637
Financial Remedy,2022,3,Cases with a hearing,,,,2881
Financial Remedy,2022,4,Cases with a hearing,,,,2957
Financial Remedy,2023,1,Cases with a hearing,,,,3118
Financial Remedy,2023,2,Cases with a hearing,,,,2937
Financial Remedy,2023,3,Cases with a hearing,,,,3137
Financial Remedy,2023,4,Cases with a hearing,,,,3108
Financial Remedy,2024,1,Cases with a hearing,,,,3216
Financial Remedy,2024,2,Cases with a hearing,,,,2823
Financial Remedy,2024,3,Cases with a hearing,,,,2742
Financial Remedy,2024,4,Cases with a hearing,,,,2749
Financial Remedy,2025,1,Cases with a hearing,,,,2973
Financial Remedy,2025,2,Cases with a hearing,,,,2876
Financial Remedy,2025,3,Cases with a hearing,,,,2944
Financial Remedy,2025,4,Cases with a hearing,,,,206
Financial Remedy,2011,1,Party,Respondent,Other/unknown,N,11
Financial Remedy,2011,1,Party,Applicant,Other/unknown,N,9
Financial Remedy,2011,1,Party,Applicant,Female,Y,2858
Financial Remedy,2011,1,Party,Respondent,Female,N,258
Financial Remedy,2011,1,Party,Applicant,Male,N,197
Financial Remedy,2011,1,Party,Respondent,Female,Y,962
Financial Remedy,2011,1,Party,Applicant,Female,N,420
