YEAR,QUARTER,DIGITAL_PAPER,APPLICATION_TYPE,STOPPED,GRANTS_ISSUED,SUB_TO_ISS_MEAN,SUB_TO_ISS_MEDIAN,DOC_TO_ISS_MEAN,DOC_TO_ISS_MEDIAN
2025,1,Digital,All grants,NOT STOPPED,47518,1.948,1.143,0.452,0
2025,1,Digital,All grants,STOPPED,18731,11.697,5.714,9.181,3.571
2025,1,Digital,Letter of Administration,All,5855,5.362,1.143,5.362,1.143
2025,1,Digital,Letter of Administration,NOT STOPPED,3705,1.151,0.429,1.151,0.429
2025,1,Digital,Letter of Administration,STOPPED,2150,12.619,6.143,12.619,6.143
2025,1,Digital,Letter of Administration with will annexed,All,436,15.798,7.571,13.356,5.143
2025,1,Digital,Letter of Administration with will annexed,NOT STOPPED,176,4.44,1.714,2.77,0.286
2025,1,Digital,Letter of Administration with will annexed,STOPPED,260,23.486,17.786,20.521,13.714
2025,1,Digital,Probate,All,59958,4.559,1.429,2.606,0.143
2025,1,Digital,Probate,NOT STOPPED,43637,2.006,1.286,0.383,0
2025,1,Digital,Probate,STOPPED,16321,11.387,5.571,8.547,3.143
2025,1,Paper,All grants,All,14618,13.161,7.143,13.08,7.143
2025,1,Paper,All grants,NOT STOPPED,7591,5.473,3.143,5.466,3.143
2025,1,Paper,All grants,STOPPED,7027,21.467,14.857,21.305,14.714
2025,1,Paper,Letter of Administration,All,7178,11.342,14.714,11.339,14.714
2025,1,Paper,Letter of Administration,NOT STOPPED,3961,5.319,4.286,5.319,4.286
2025,1,Paper,Letter of Administration,STOPPED,3217,18.757,22.571,18.75,22.571
2025,1,Paper,Letter of Administration with will annexed,All,2807,16.495,11.143,16.349,11.143
2025,1,Paper,Letter of Administration with will annexed,NOT STOPPED,1293,7.728,5.286,7.725,5.286
2025,1,Paper,Letter of Administration with will annexed,STOPPED,1514,23.984,17.857,23.713,17.714
2025,1,Paper,Probate,All,4633,13.96,5.143,13.797,5.143
2025,1,Paper,Probate,NOT STOPPED,2337,4.486,1.429,4.464,1.429
2025,1,Paper,Probate,STOPPED,2296,23.604,17.286,23.297,16.857
2025,2,All,All grants,All,73061,6.019,1.857,4.403,0.429
2025,2,All,All grants,NOT STOPPED,53070,2.544,1.714,1.053,0.143
2025,2,All,All grants,STOPPED,19991,15.244,8,13.296,6.143
2025,2,All,Letter of Administration,All,10456,8.464,8.929,8.464,8.929
2025,2,All,Letter of Administration,NOT STOPPED,6278,2.85,1,2.85,1
2025,2,All,Letter of Administration,STOPPED,4178,16.9,12,16.9,12
2025,2,All,Letter of Administration with will annexed,All,1987,18.886,11.857,18.154,11.571
2025,2,All,Letter of Administration with will annexed,NOT STOPPED,844,7.274,3.571,6.823,3.286
2025,2,All,Letter of Administration with will annexed,STOPPED,1143,27.461,19.286,26.52,19
2025,2,All,Probate,All,60618,5.176,1.857,3.252,0.286
2025,2,All,Probate,NOT STOPPED,45948,2.416,1.714,0.702,0.143
2025,2,All,Probate,STOPPED,14670,13.82,7.143,11.239,4.857
2025,2,Digital,All grants,All,61810,4.645,1.857,2.758,0.286
2025,2,Digital,All grants,NOT STOPPED,47094,2.251,1.714,0.572,0.143
2025,2,Digital,All grants,STOPPED,14716,12.304,6.143,9.754,4
2025,2,Digital,Letter of Administration,All,4799,4.533,0.714,4.533,0.714
2025,2,Digital,Letter of Administration,NOT STOPPED,3070,0.86,0.143,0.86,0.143
2025,2,Digital,Letter of Administration,STOPPED,1729,11.056,4.429,11.056,4.429
2025,2,Digital,Letter of Administration with will annexed,All,384,18.206,7,15.031,4.929
2025,2,Digital,Letter of Administration with will annexed,NOT STOPPED,164,4.233,2.071,2.033,0.571
2025,2,Digital,Letter of Administration with will annexed,STOPPED,220,28.623,17.5,24.719,15.143
2025,2,Digital,Probate,All,56627,4.562,1.857,2.525,0.286
2025,2,Digital,Probate,NOT STOPPED,43860,2.341,1.714,0.547,0.143
2025,2,Digital,Probate,STOPPED,12767,12.192,6.286,9.319,4
2025,2,Paper,All grants,All,11251,13.569,6.286,13.439,6.286
2025,2,Paper,All grants,NOT STOPPED,5976,4.854,3.143,4.843,3.143
2025,2,Paper,All grants,STOPPED,5275,23.443,15.429,23.177,15.143
2025,2,Paper,Letter of Administration,All,5657,11.798,14.714,11.798,14.714
2025,2,Paper,Letter of Administration,NOT STOPPED,3208,4.754,4.857,4.754,4.857
2025,2,Paper,Letter of Administration,STOPPED,2449,21.025,14.714,21.025,14.714
2025,2,Paper,Letter of Administration with will annexed,All,1603,19.049,12.286,18.902,12.143
2025,2,Paper,Letter of Administration with will annexed,NOT STOPPED,680,8.007,5.714,7.978,5.643
2025,2,Paper,Letter of Administration with will annexed,STOPPED,923,27.184,19.714,26.95,19.429
2025,2,Paper,Probate,All,3991,13.879,5.429,13.57,5.286
2025,2,Paper,Probate,NOT STOPPED,2088,3.979,1.857,3.957,1.857
2025,2,Paper,Probate,STOPPED,1903,24.741,16.714,24.117,16.429
2025,3,All,All grants,All,74611,6.383,2.143,4.925,0.857
2025,3,All,All grants,NOT STOPPED,54885,2.97,2,1.652,0.571
2025,3,All,All grants,STOPPED,19726,15.881,9.143,14.032,7.286
2025,3,All,Letter of Administration,All,12251,8.918,10.857,8.918,10
2025,3,All,Letter of Administration,NOT STOPPED,7755,4.318,10.857,4.318,10.857
2025,3,All,Letter of Administration,STOPPED,4496,16.852,10.857,16.851,10.429
2025,3,All,Letter of Administration with will annexed,All,2788,18.534,13.286,18.003,13.143
2025,3,All,Letter of Administration with will annexed,NOT STOPPED,1552,10.992,10.429,10.749,10.429
2025,3,All,Letter of Administration with will annexed,STOPPED,1236,28.005,20.429,27.111,19.857
2025,3,All,Probate,All,59572,5.293,2.143,3.492,0.714
2025,3,All,Probate,NOT STOPPED,45578,2.467,2,0.888,0.429
2025,3,All,Probate,STOPPED,13994,14.499,7.714,11.971,5.429
2025,3,Digital,All grants,All,60925,4.823,2,3.055,0.714
2025,3,Digital,All grants,NOT STOPPED,46788,2.307,2,0.761,0.429
2025,3,Digital,All grants,STOPPED,14137,13.149,7,10.648,4.857
2025,3,Digital,Letter of Administration,All,4987,5.066,1.429,5.066,1.429
2025,3,Digital,Letter of Administration,NOT STOPPED,3264,1.379,0.714,1.379,0.714
2025,3,Digital,Letter of Administration,STOPPED,1723,12.051,5.571,12.051,5.571
2025,3,Digital,Letter of Administration with will annexed,All,425,16.836,8,14.561,6.571
2025,3,Digital,Letter of Administration with will annexed,NOT STOPPED,231,6.714,6,5.133,4.429
2025,3,Digital,Letter of Administration with will annexed,STOPPED,194,28.887,20,25.788,18
2025,3,Digital,Probate,All,55513,4.709,2.143,2.787,0.714
2025,3,Digital,Probate,NOT STOPPED,43293,2.353,2,0.692,0.429
2025,3,Digital,Probate,STOPPED,12220,13.054,7,10.209,4.714
2025,3,Paper,All grants,All,13686,13.33,8.429,13.247,8.429
2025,3,Paper,All grants,NOT STOPPED,8097,6.8,4.429,6.797,4.429
2025,3,Paper,All grants,STOPPED,5589,22.791,15,22.593,14.857
2025,3,Paper,Letter of Administration,All,7264,11.562,9.429,11.562,9
2025,3,Paper,Letter of Administration,NOT STOPPED,4491,6.455,10.857,6.455,10.857
2025,3,Paper,Letter of Administration,STOPPED,2773,19.835,13,19.833,13
2025,3,Paper,Letter of Administration with will annexed,All,2363,18.84,13.714,18.622,13.571
2025,3,Paper,Letter of Administration with will annexed,NOT STOPPED,1321,11.739,11,11.731,11
2025,3,Paper,Letter of Administration with will annexed,STOPPED,1042,27.841,20.429,27.358,20.071
2025,3,Paper,Probate,All,4059,13.287,4.286,13.136,4.143
2025,3,Paper,Probate,NOT STOPPED,2285,4.623,2.286,4.616,2.286
2025,3,Paper,Probate,STOPPED,1774,24.446,15,24.109,14.714
2025,4,All,All grants,All,66879,6.066,1.714,4.672,0.143
2025,4,All,All grants,NOT STOPPED,49401,2.535,1.429,1.235,0
2025,4,All,All grants,STOPPED,17478,16.048,9.143,14.386,7.571
2025,4,All,Letter of Administration,All,10261,9.334,11.429,9.333,10.429
2025,4,All,Letter of Administration,NOT STOPPED,5842,3.794,4.643,3.794,4.643
2025,4,All,Letter of Administration,STOPPED,4419,16.658,11.714,16.657,11.429
2025,4,All,Letter of Administration with will annexed,All,2308,20.106,15.357,19.541,15.286
2025,4,All,Letter of Administration with will annexed,NOT STOPPED,1229,12.052,13.714,11.754,13.571
2025,4,All,Letter of Administration with will annexed,STOPPED,1079,29.279,20.857,28.41,20.286
2025,4,All,Probate,All,54310,4.852,1.571,3.159,0.143
2025,4,All,Probate,NOT STOPPED,42330,2.085,1.429,0.576,0
2025,4,All,Probate,STOPPED,11980,14.631,8,12.285,5.857
2025,4,Digital,All grants,All,55828,4.323,1.571,2.681,0.143
2025,4,Digital,All grants,NOT STOPPED,43563,1.941,1.429,0.468,0
2025,4,Digital,All grants,STOPPED,12265,12.786,6.857,10.538,5.143
2025,4,Digital,Letter of Administration,All,4446,4.255,1.571,4.255,1.571
2025,4,Digital,Letter of Administration,NOT STOPPED,2744,0.835,0.143,0.835,0.143
2025,4,Digital,Letter of Administration,STOPPED,1702,9.769,3.857,9.769,3.857
2025,4,Digital,Letter of Administration with will annexed,All,389,17.264,11,15.053,9.571
2025,4,Digital,Letter of Administration with will annexed,NOT STOPPED,214,6.77,3.571,5.073,2
2025,4,Digital,Letter of Administration with will annexed,STOPPED,175,30.096,21.857,27.258,20.286
2025,4,Digital,Probate,All,50993,4.231,1.571,2.449,0
2025,4,Digital,Probate,NOT STOPPED,40605,1.99,1.429,0.419,0
2025,4,Digital,Probate,STOPPED,10388,12.989,7.286,10.382,5.143
2025,4,Paper,All grants,All,11051,14.871,9.286,14.731,9.286
2025,4,Paper,All grants,NOT STOPPED,5838,6.967,4.5,6.956,4.429
2025,4,Paper,All grants,STOPPED,5213,23.723,15.714,23.438,15.571
2025,4,Paper,Letter of Administration,All,5815,13.217,11.429,13.216,10.429
2025,4,Paper,Letter of Administration,NOT STOPPED,3098,6.414,6.643,6.414,6.643
2025,4,Paper,Letter of Administration,STOPPED,2717,20.974,14.143,20.971,14.143
2025,4,Paper,Letter of Administration with will annexed,All,1919,20.682,15.571,20.45,15.571
2025,4,Paper,Letter of Administration with will annexed,NOT STOPPED,1015,13.166,14.429,13.163,14.429
2025,4,Paper,Letter of Administration with will annexed,STOPPED,904,29.121,20.857,28.633,20.357
2025,4,Paper,Probate,All,3317,14.409,3.714,14.078,3.571
2025,4,Paper,Probate,NOT STOPPED,1725,4.313,0.286,4.276,0.286
2025,4,Paper,Probate,STOPPED,1592,25.348,14.214,24.699,13.714
