year,quarter,stage,quarters_after_application,number
2013,3,Decree Nisi,17 to 18,15
2013,3,Decree Nisi,18 to 19,18
2013,3,Decree Nisi,19 to 20,10
2013,3,Decree Nisi,20 to 21,6
2013,3,Decree Nisi,21 to 22,10
2013,3,Decree Nisi,22 to 23,6
2013,3,Decree Nisi,23 to 24,4
2013,3,Decree Nisi,24 to 25,4
2013,3,Decree Nisi,25 to 26,6
2013,3,Decree Nisi,26 to 27,6
2013,3,Decree Nisi,27 to 28,3
2013,3,Decree Nisi,28 to 29,2
2013,3,Decree Nisi,29 to 30,1
2013,3,Decree Nisi,30 to 31,1
2013,3,Decree Nisi,31 to 32,2
2013,3,Decree Nisi,32 to 33,3
2013,3,Decree Nisi,13 to 14,29
2013,3,Decree Nisi,12 to 13,39
2013,3,Decree Nisi,11 to 12,47
2013,3,Decree Nisi,10 to 11,49
2013,3,Decree Nisi,9 to 10,75
2013,3,Decree Nisi,33 to 34,4
2013,3,Decree Nisi,34 to 35,1
2013,3,Decree Nisi,35 to 36,1
2013,3,Decree Nisi,36 to 37,5
2013,3,Decree Nisi,39 to 40,1
2013,3,Decree Nisi,40 to 41,1
2013,3,Decree Nisi,41 to 42,1
2013,3,Decree Nisi,42 to 43,1
2013,3,Decree Nisi,44 to 45,1
2013,3,Decree Nisi,8 to 9,98
2013,3,Decree Nisi,7 to 8,162
2013,3,Decree Nisi,45 to 46,2
2013,3,Decree Nisi,47 to 48,1
2013,3,Decree Nisi,48 to 49,2
2013,3,Hearing,0 to 1,209
2013,3,Hearing,1 to 2,859
2013,3,Hearing,2 to 3,767
2013,3,Hearing,3 to 4,548
2013,3,Hearing,4 to 5,294
2013,3,Hearing,5 to 6,260
2013,3,Hearing,6 to 7,194
2013,3,Hearing,7 to 8,138
2013,3,Hearing,8 to 9,104
2013,3,Hearing,9 to 10,78
2013,3,Hearing,10 to 11,70
2013,3,Hearing,11 to 12,57
2013,3,Hearing,12 to 13,45
2013,3,Hearing,13 to 14,34
2013,3,Hearing,14 to 15,34
2013,3,Hearing,15 to 16,29
2013,3,Hearing,16 to 17,26
2013,3,Hearing,17 to 18,25
2013,3,Hearing,18 to 19,9
2013,3,Hearing,19 to 20,17
2013,3,Hearing,20 to 21,15
2013,3,Hearing,21 to 22,8
2013,3,Hearing,22 to 23,11
2013,3,Hearing,23 to 24,9
2013,3,Hearing,24 to 25,13
2013,3,Hearing,26 to 27,6
2013,3,Hearing,25 to 26,5
2013,3,Hearing,48 to 49,2
2013,3,Hearing,47 to 48,2
2013,3,Hearing,45 to 46,3
2013,3,Hearing,44 to 45,1
2013,3,Hearing,43 to 44,1
2013,3,Hearing,42 to 43,1
2013,3,Hearing,41 to 42,1
2013,3,Hearing,39 to 40,3
2013,3,Hearing,38 to 39,6
2013,3,Hearing,37 to 38,6
2013,3,Hearing,36 to 37,2
2013,3,Hearing,35 to 36,5
2013,3,Hearing,34 to 35,2
2013,3,Hearing,33 to 34,4
2013,3,Hearing,32 to 33,3
2013,3,Hearing,31 to 32,7
2013,3,Hearing,30 to 31,8
2013,3,Hearing,29 to 30,3
2013,3,Hearing,28 to 29,7
2013,3,Hearing,27 to 28,3
2013,3,Petition,0 to 1,28429
2013,4,AR Application,37 to 38,5
2013,4,AR Application,38 to 39,2
2013,4,AR Application,39 to 40,5
2013,4,AR Application,40 to 41,4
2013,4,AR Application,41 to 42,5
2013,4,AR Application,36 to 37,6
2013,4,AR Application,35 to 36,10
2013,4,AR Application,42 to 43,9
2013,4,AR Application,43 to 44,5
2013,4,AR Application,44 to 45,6
2013,4,AR Application,45 to 46,4
2013,4,AR Application,46 to 47,6
2013,4,AR Application,47 to 48,4
2013,4,AR Application,48 to 49,5
2013,4,AR Application,34 to 35,7
2013,4,AR Application,33 to 34,6
2013,4,AR Application,32 to 33,6
2013,4,AR Application,31 to 32,11
2013,4,AR Application,30 to 31,10
2013,4,AR Application,29 to 30,7
2013,4,AR Application,28 to 29,7
2013,4,AR Application,27 to 28,9
2013,4,AR Application,26 to 27,9
2013,4,AR Application,25 to 26,9
2013,4,AR Application,24 to 25,16
2013,4,AR Application,23 to 24,18
2013,4,AR Application,22 to 23,15
2013,4,AR Application,21 to 22,15
2013,4,AR Application,20 to 21,17
2013,4,AR Application,19 to 20,21
2013,4,AR Application,18 to 19,30
2013,4,AR Application,17 to 18,30
2013,4,AR Application,16 to 17,35
2013,4,AR Application,15 to 16,33
2013,4,AR Application,14 to 15,58
2013,4,AR Application,13 to 14,66
2013,4,AR Application,12 to 13,74
2013,4,AR Application,11 to 12,98
2013,4,AR Application,10 to 11,133
2013,4,AR Application,9 to 10,173
2013,4,AR Application,8 to 9,213
2013,4,AR Application,7 to 8,307
2013,4,AR Application,6 to 7,425
2013,4,AR Application,5 to 6,577
2013,4,AR Application,4 to 5,745
2013,4,AR Application,3 to 4,1139
2013,4,AR Application,2 to 3,1574
2013,4,AR Application,1 to 2,2269
2013,4,AR Application,0 to 1,1397
2013,4,AR Order,45 to 46,5
2013,4,AR Order,44 to 45,8
2013,4,AR Order,43 to 44,4
2013,4,AR Order,42 to 43,9
2013,4,AR Order,0 to 1,241
2013,4,AR Order,1 to 2,1174
2013,4,AR Order,2 to 3,1246
2013,4,AR Order,3 to 4,1044
2013,4,AR Order,4 to 5,750
2013,4,AR Order,41 to 42,6
2013,4,AR Order,40 to 41,3
2013,4,AR Order,39 to 40,6
2013,4,AR Order,38 to 39,3
2013,4,AR Order,37 to 38,2
2013,4,AR Order,36 to 37,9
2013,4,AR Order,35 to 36,7
2013,4,AR Order,5 to 6,641
2013,4,AR Order,6 to 7,511
2013,4,AR Order,7 to 8,392
2013,4,AR Order,8 to 9,266
2013,4,AR Order,9 to 10,227
2013,4,AR Order,10 to 11,185
2013,4,AR Order,11 to 12,155
2013,4,AR Order,12 to 13,93
2013,4,AR Order,13 to 14,77
2013,4,AR Order,14 to 15,69
2013,4,AR Order,15 to 16,52
2013,4,AR Order,16 to 17,43
2013,4,AR Order,17 to 18,46
2013,4,AR Order,18 to 19,33
2013,4,AR Order,19 to 20,33
2013,4,AR Order,20 to 21,29
2013,4,AR Order,21 to 22,13
2013,4,AR Order,22 to 23,25
2013,4,AR Order,23 to 24,14
2013,4,AR Order,24 to 25,18
2013,4,AR Order,25 to 26,14
2013,4,AR Order,26 to 27,8
2013,4,AR Order,27 to 28,13
2013,4,AR Order,28 to 29,8
2013,4,AR Order,29 to 30,12
2013,4,AR Order,34 to 35,10
2013,4,AR Order,33 to 34,5
2013,4,AR Order,32 to 33,5
2013,4,AR Order,31 to 32,13
2013,4,AR Order,48 to 49,5
2013,4,AR Order,30 to 31,11
2013,4,AR Order,47 to 48,6
2013,4,AR Order,46 to 47,6
2013,4,Decree Absolute,48 to 49,3
2013,4,Decree Absolute,47 to 48,2
2013,4,Decree Absolute,46 to 47,3
2013,4,Decree Absolute,45 to 46,3
2013,4,Decree Absolute,44 to 45,5
2013,4,Decree Absolute,43 to 44,4
2013,4,Decree Absolute,42 to 43,4
2013,4,Decree Absolute,41 to 42,3
2013,4,Decree Absolute,40 to 41,2
2013,4,Decree Absolute,39 to 40,5
2013,4,Decree Absolute,38 to 39,8
2013,4,Decree Absolute,37 to 38,8
2013,4,Decree Absolute,36 to 37,6
2013,4,Decree Absolute,35 to 36,5
2013,4,Decree Absolute,34 to 35,10
2013,4,Decree Absolute,33 to 34,11
2013,4,Decree Absolute,32 to 33,9
2013,4,Decree Absolute,31 to 32,8
2013,4,Decree Absolute,30 to 31,12
2013,4,Decree Absolute,29 to 30,6
2013,4,Decree Absolute,28 to 29,7
2013,4,Decree Absolute,27 to 28,10
2013,4,Decree Absolute,26 to 27,6
2013,4,Decree Absolute,25 to 26,5
2013,4,Decree Absolute,24 to 25,20
2013,4,Decree Absolute,23 to 24,18
2013,4,Decree Absolute,22 to 23,22
2013,4,Decree Absolute,21 to 22,26
2013,4,Decree Absolute,20 to 21,30
2013,4,Decree Absolute,19 to 20,33
2013,4,Decree Absolute,18 to 19,40
2013,4,Decree Absolute,17 to 18,48
2013,4,Decree Absolute,16 to 17,62
2013,4,Decree Absolute,15 to 16,70
2013,4,Decree Absolute,14 to 15,77
2013,4,Decree Absolute,13 to 14,108
2013,4,Decree Absolute,12 to 13,131
2013,4,Decree Absolute,11 to 12,179
2013,4,Decree Absolute,10 to 11,200
2013,4,Decree Absolute,9 to 10,344
2013,4,Decree Absolute,8 to 9,400
2013,4,Decree Absolute,7 to 8,586
2013,4,Decree Absolute,6 to 7,825
2013,4,Decree Absolute,5 to 6,988
2013,4,Decree Absolute,4 to 5,1620
2013,4,Decree Absolute,3 to 4,2615
2013,4,Decree Absolute,2 to 3,5112
2013,4,Decree Absolute,1 to 2,10275
2013,4,Decree Absolute,0 to 1,341
2013,4,Decree Nisi,12 to 13,29
2013,4,Decree Nisi,11 to 12,44
2013,4,Decree Nisi,10 to 11,59
2013,4,Decree Nisi,9 to 10,62
2013,4,Decree Nisi,8 to 9,87
2013,4,Decree Nisi,7 to 8,132
2013,4,Decree Nisi,6 to 7,199
2013,4,Decree Nisi,5 to 6,309
2013,4,Decree Nisi,4 to 5,489
2013,4,Decree Nisi,3 to 4,1064
2013,4,Decree Nisi,2 to 3,2560
2013,4,Decree Nisi,1 to 2,10745
2013,4,Decree Nisi,0 to 1,8802
2013,4,Decree Nisi,13 to 14,25
2013,4,Decree Nisi,14 to 15,23
2013,4,Decree Nisi,15 to 16,19
2013,4,Decree Nisi,36 to 37,1
2013,4,Decree Nisi,37 to 38,2
2013,4,Decree Nisi,38 to 39,1
2013,4,Decree Nisi,39 to 40,2
2013,4,Decree Nisi,41 to 42,1
2013,4,Decree Nisi,43 to 44,1
2013,4,Decree Nisi,44 to 45,1
2013,4,Decree Nisi,45 to 46,1
2013,4,Decree Nisi,47 to 48,1
2013,4,Decree Nisi,35 to 36,3
2013,4,Decree Nisi,34 to 35,4
2013,4,Decree Nisi,33 to 34,4
2013,4,Decree Nisi,32 to 33,4
2013,4,Decree Nisi,30 to 31,2
2013,4,Decree Nisi,29 to 30,2
2013,4,Decree Nisi,28 to 29,2
2013,4,Decree Nisi,27 to 28,3
2013,4,Decree Nisi,26 to 27,2
2013,4,Decree Nisi,25 to 26,3
2013,4,Decree Nisi,24 to 25,6
2013,4,Decree Nisi,23 to 24,9
2013,4,Decree Nisi,22 to 23,9
2013,4,Decree Nisi,21 to 22,6
2013,4,Decree Nisi,20 to 21,9
2013,4,Decree Nisi,19 to 20,15
2013,4,Decree Nisi,18 to 19,11
2013,4,Decree Nisi,17 to 18,11
2013,4,Decree Nisi,16 to 17,13
2013,4,Hearing,27 to 28,6
2013,4,Hearing,28 to 29,1
2013,4,Hearing,29 to 30,6
2013,4,Hearing,30 to 31,4
2013,4,Hearing,31 to 32,6
2013,4,Hearing,32 to 33,7
2013,4,Hearing,33 to 34,8
2013,4,Hearing,34 to 35,2
2013,4,Hearing,35 to 36,5
2013,4,Hearing,36 to 37,3
2013,4,Hearing,37 to 38,3
2013,4,Hearing,38 to 39,5
2013,4,Hearing,39 to 40,6
2013,4,Hearing,40 to 41,1
2013,4,Hearing,42 to 43,1
2013,4,Hearing,43 to 44,4
2013,4,Hearing,44 to 45,1
2013,4,Hearing,45 to 46,1
2013,4,Hearing,47 to 48,2
2013,4,Hearing,48 to 49,1
2013,4,Hearing,49 to 50,1
2013,4,Hearing,50 to 51,1
2013,4,Hearing,0 to 1,180
2013,4,Hearing,1 to 2,933
2013,4,Hearing,2 to 3,699
2013,4,Hearing,3 to 4,461
2013,4,Hearing,4 to 5,357
2013,4,Hearing,5 to 6,266
2013,4,Hearing,6 to 7,206
2013,4,Hearing,7 to 8,152
2013,4,Hearing,8 to 9,116
2013,4,Hearing,9 to 10,97
2013,4,Hearing,10 to 11,66
2013,4,Hearing,11 to 12,65
2013,4,Hearing,12 to 13,33
2013,4,Hearing,13 to 14,40
2013,4,Hearing,14 to 15,28
2013,4,Hearing,15 to 16,29
2013,4,Hearing,16 to 17,24
2013,4,Hearing,17 to 18,15
2013,4,Hearing,18 to 19,21
2013,4,Hearing,19 to 20,16
2013,4,Hearing,20 to 21,12
2013,4,Hearing,21 to 22,9
2013,4,Hearing,22 to 23,10
2013,4,Hearing,23 to 24,7
2013,4,Hearing,24 to 25,7
2013,4,Hearing,25 to 26,6
2013,4,Hearing,26 to 27,6
2013,4,Petition,0 to 1,26141
2014,1,AR Application,46 to 47,7
2014,1,AR Application,45 to 46,4
2014,1,AR Application,44 to 45,4
2014,1,AR Application,43 to 44,6
2014,1,AR Application,42 to 43,6
2014,1,AR Application,41 to 42,2
2014,1,AR Application,40 to 41,4
2014,1,AR Application,39 to 40,6
2014,1,AR Application,38 to 39,5
2014,1,AR Application,37 to 38,7
2014,1,AR Application,36 to 37,8
2014,1,AR Application,35 to 36,6
2014,1,AR Application,34 to 35,4
2014,1,AR Application,33 to 34,4
2014,1,AR Application,32 to 33,14
2014,1,AR Application,31 to 32,9
2014,1,AR Application,30 to 31,11
2014,1,AR Application,29 to 30,7
2014,1,AR Application,28 to 29,15
2014,1,AR Application,27 to 28,12
2014,1,AR Application,26 to 27,11
2014,1,AR Application,25 to 26,14
2014,1,AR Application,24 to 25,4
2014,1,AR Application,23 to 24,15
2014,1,AR Application,22 to 23,12
2014,1,AR Application,21 to 22,21
2014,1,AR Application,20 to 21,20
2014,1,AR Application,19 to 20,20
2014,1,AR Application,18 to 19,27
2014,1,AR Application,17 to 18,31
2014,1,AR Application,16 to 17,40
2014,1,AR Application,15 to 16,35
2014,1,AR Application,14 to 15,48
2014,1,AR Application,13 to 14,48
2014,1,AR Application,12 to 13,76
2014,1,AR Application,11 to 12,88
2014,1,AR Application,10 to 11,138
2014,1,AR Application,9 to 10,159
2014,1,AR Application,8 to 9,221
2014,1,AR Application,7 to 8,275
2014,1,AR Application,6 to 7,450
2014,1,AR Application,5 to 6,599
2014,1,AR Application,4 to 5,840
2014,1,AR Application,3 to 4,1132
2014,1,AR Application,2 to 3,1751
2014,1,AR Application,1 to 2,2257
2014,1,AR Application,0 to 1,1462
2014,1,AR Application,47 to 48,2
2014,1,AR Order,47 to 48,5
2014,1,AR Order,46 to 47,5
2014,1,AR Order,45 to 46,4
2014,1,AR Order,44 to 45,6
2014,1,AR Order,43 to 44,7
2014,1,AR Order,42 to 43,4
2014,1,AR Order,41 to 42,2
2014,1,AR Order,40 to 41,7
2014,1,AR Order,39 to 40,7
2014,1,AR Order,38 to 39,6
2014,1,AR Order,37 to 38,7
2014,1,AR Order,36 to 37,5
2014,1,AR Order,35 to 36,13
2014,1,AR Order,34 to 35,6
2014,1,AR Order,33 to 34,12
2014,1,AR Order,32 to 33,10
2014,1,AR Order,31 to 32,11
2014,1,AR Order,30 to 31,11
2014,1,AR Order,29 to 30,10
2014,1,AR Order,28 to 29,17
2014,1,AR Order,27 to 28,11
2014,1,AR Order,26 to 27,10
2014,1,AR Order,25 to 26,15
2014,1,AR Order,24 to 25,8
2014,1,AR Order,23 to 24,16
2014,1,AR Order,22 to 23,13
2014,1,AR Order,21 to 22,28
2014,1,AR Order,20 to 21,22
2014,1,AR Order,19 to 20,27
2014,1,AR Order,18 to 19,33
2014,1,AR Order,17 to 18,42
2014,1,AR Order,16 to 17,51
2014,1,AR Order,15 to 16,49
2014,1,AR Order,14 to 15,57
2014,1,AR Order,13 to 14,72
2014,1,AR Order,12 to 13,111
2014,1,AR Order,11 to 12,114
2014,1,AR Order,10 to 11,164
2014,1,AR Order,9 to 10,222
2014,1,AR Order,8 to 9,316
2014,1,AR Order,7 to 8,388
2014,1,AR Order,6 to 7,526
2014,1,AR Order,5 to 6,623
2014,1,AR Order,4 to 5,837
2014,1,AR Order,3 to 4,1070
2014,1,AR Order,2 to 3,1377
2014,1,AR Order,1 to 2,1322
2014,1,AR Order,0 to 1,286
2014,1,Decree Absolute,20 to 21,23
2014,1,Decree Absolute,19 to 20,27
2014,1,Decree Absolute,18 to 19,44
2014,1,Decree Absolute,17 to 18,56
2014,1,Decree Absolute,16 to 17,66
2014,1,Decree Absolute,15 to 16,61
2014,1,Decree Absolute,14 to 15,62
2014,1,Decree Absolute,13 to 14,116
2014,1,Decree Absolute,12 to 13,128
2014,1,Decree Absolute,11 to 12,177
2014,1,Decree Absolute,10 to 11,230
2014,1,Decree Absolute,9 to 10,309
2014,1,Decree Absolute,8 to 9,474
2014,1,Decree Absolute,7 to 8,616
2014,1,Decree Absolute,6 to 7,771
2014,1,Decree Absolute,5 to 6,1086
2014,1,Decree Absolute,4 to 5,1632
2014,1,Decree Absolute,3 to 4,2548
2014,1,Decree Absolute,2 to 3,5371
2014,1,Decree Absolute,1 to 2,12062
2014,1,Decree Absolute,0 to 1,656
2014,1,Decree Absolute,22 to 23,25
2014,1,Decree Absolute,23 to 24,16
2014,1,Decree Absolute,24 to 25,13
2014,1,Decree Absolute,25 to 26,14
2014,1,Decree Absolute,26 to 27,12
2014,1,Decree Absolute,27 to 28,11
2014,1,Decree Absolute,28 to 29,13
2014,1,Decree Absolute,29 to 30,10
2014,1,Decree Absolute,30 to 31,14
2014,1,Decree Absolute,31 to 32,10
2014,1,Decree Absolute,32 to 33,8
2014,1,Decree Absolute,33 to 34,9
2014,1,Decree Absolute,34 to 35,6
2014,1,Decree Absolute,35 to 36,4
2014,1,Decree Absolute,36 to 37,5
2014,1,Decree Absolute,37 to 38,4
2014,1,Decree Absolute,38 to 39,10
2014,1,Decree Absolute,39 to 40,2
2014,1,Decree Absolute,40 to 41,3
2014,1,Decree Absolute,41 to 42,3
2014,1,Decree Absolute,42 to 43,7
2014,1,Decree Absolute,43 to 44,2
2014,1,Decree Absolute,44 to 45,4
2014,1,Decree Absolute,45 to 46,4
2014,1,Decree Absolute,46 to 47,6
2014,1,Decree Absolute,47 to 48,3
2014,1,Decree Absolute,21 to 22,27
2014,1,Decree Nisi,47 to 48,1
2014,1,Decree Nisi,46 to 47,3
2014,1,Decree Nisi,45 to 46,3
2014,1,Decree Nisi,44 to 45,1
2014,1,Decree Nisi,42 to 43,2
2014,1,Decree Nisi,41 to 42,1
2014,1,Decree Nisi,40 to 41,1
2014,1,Decree Nisi,38 to 39,2
2014,1,Decree Nisi,37 to 38,1
2014,1,Decree Nisi,36 to 37,4
2014,1,Decree Nisi,35 to 36,2
2014,1,Decree Nisi,33 to 34,1
2014,1,Decree Nisi,32 to 33,5
2014,1,Decree Nisi,31 to 32,5
2014,1,Decree Nisi,30 to 31,9
2014,1,Decree Nisi,29 to 30,4
2014,1,Decree Nisi,28 to 29,3
2014,1,Decree Nisi,27 to 28,5
2014,1,Decree Nisi,26 to 27,6
2014,1,Decree Nisi,25 to 26,4
2014,1,Decree Nisi,24 to 25,3
2014,1,Decree Nisi,23 to 24,5
2014,1,Decree Nisi,22 to 23,4
2014,1,Decree Nisi,21 to 22,6
2014,1,Decree Nisi,20 to 21,11
2014,1,Decree Nisi,19 to 20,3
2014,1,Decree Nisi,18 to 19,15
2014,1,Decree Nisi,17 to 18,11
2014,1,Decree Nisi,16 to 17,18
2014,1,Decree Nisi,15 to 16,20
2014,1,Decree Nisi,14 to 15,12
2014,1,Decree Nisi,13 to 14,16
2014,1,Decree Nisi,12 to 13,42
2014,1,Decree Nisi,11 to 12,38
2014,1,Decree Nisi,10 to 11,46
2014,1,Decree Nisi,9 to 10,83
2014,1,Decree Nisi,8 to 9,91
2014,1,Decree Nisi,7 to 8,154
2014,1,Decree Nisi,6 to 7,191
2014,1,Decree Nisi,5 to 6,319
2014,1,Decree Nisi,4 to 5,568
2014,1,Decree Nisi,3 to 4,1022
2014,1,Decree Nisi,2 to 3,2667
2014,1,Decree Nisi,1 to 2,10541
2014,1,Decree Nisi,0 to 1,11257
2014,1,Hearing,48 to 49,1
2014,1,Hearing,46 to 47,2
2014,1,Hearing,45 to 46,2
2014,1,Hearing,44 to 45,1
2014,1,Hearing,42 to 43,2
2014,1,Hearing,40 to 41,2
2014,1,Hearing,39 to 40,2
2014,1,Hearing,38 to 39,3
2014,1,Hearing,37 to 38,2
2014,1,Hearing,36 to 37,2
2014,1,Hearing,35 to 36,5
2014,1,Hearing,34 to 35,2
2014,1,Hearing,33 to 34,7
2014,1,Hearing,32 to 33,9
2014,1,Hearing,31 to 32,5
2014,1,Hearing,30 to 31,4
2014,1,Hearing,29 to 30,5
2014,1,Hearing,28 to 29,8
2014,1,Hearing,27 to 28,10
2014,1,Hearing,26 to 27,5
2014,1,Hearing,25 to 26,7
2014,1,Hearing,0 to 1,189
2014,1,Hearing,1 to 2,957
2014,1,Hearing,2 to 3,592
2014,1,Hearing,3 to 4,485
2014,1,Hearing,4 to 5,388
2014,1,Hearing,5 to 6,255
2014,1,Hearing,6 to 7,216
2014,1,Hearing,7 to 8,152
2014,1,Hearing,8 to 9,115
2014,1,Hearing,9 to 10,81
2014,1,Hearing,10 to 11,63
2014,1,Hearing,11 to 12,59
2014,1,Hearing,12 to 13,50
2014,1,Hearing,13 to 14,35
2014,1,Hearing,14 to 15,25
2014,1,Hearing,15 to 16,27
2014,1,Hearing,16 to 17,31
2014,1,Hearing,17 to 18,23
2014,1,Hearing,18 to 19,20
2014,1,Hearing,19 to 20,11
2014,1,Hearing,20 to 21,11
2014,1,Hearing,21 to 22,14
2014,1,Hearing,22 to 23,10
2014,1,Hearing,23 to 24,10
2014,1,Hearing,24 to 25,7
2014,1,Petition,0 to 1,28532
2014,2,AR Application,0 to 1,1135
2014,2,AR Application,1 to 2,2308
2014,2,AR Application,2 to 3,1764
2014,2,AR Application,3 to 4,1292
2014,2,AR Application,4 to 5,865
2014,2,AR Application,5 to 6,583
2014,2,AR Application,6 to 7,433
2014,2,AR Application,7 to 8,305
2014,2,AR Application,8 to 9,244
2014,2,AR Application,9 to 10,180
2014,2,AR Application,10 to 11,128
2014,2,AR Application,11 to 12,96
2014,2,AR Application,12 to 13,68
2014,2,AR Application,13 to 14,63
2014,2,AR Application,14 to 15,43
2014,2,AR Application,15 to 16,35
2014,2,AR Application,16 to 17,40
2014,2,AR Application,17 to 18,37
2014,2,AR Application,18 to 19,28
2014,2,AR Application,19 to 20,21
2014,2,AR Application,20 to 21,15
2014,2,AR Application,21 to 22,23
2014,2,AR Application,22 to 23,15
2014,2,AR Application,23 to 24,13
2014,2,AR Application,24 to 25,10
2014,2,AR Application,25 to 26,11
2014,2,AR Application,26 to 27,8
2014,2,AR Application,27 to 28,21
2014,2,AR Application,28 to 29,13
2014,2,AR Application,29 to 30,16
2014,2,AR Application,30 to 31,15
2014,2,AR Application,31 to 32,10
2014,2,AR Application,32 to 33,14
2014,2,AR Application,33 to 34,8
2014,2,AR Application,34 to 35,4
2014,2,AR Application,35 to 36,6
2014,2,AR Application,36 to 37,8
2014,2,AR Application,37 to 38,3
2014,2,AR Application,38 to 39,6
2014,2,AR Application,39 to 40,10
2014,2,AR Application,40 to 41,1
2014,2,AR Application,41 to 42,4
2014,2,AR Application,42 to 43,3
2014,2,AR Application,43 to 44,6
2014,2,AR Application,44 to 45,6
2014,2,AR Application,45 to 46,7
2014,2,AR Order,45 to 46,5
2014,2,AR Order,46 to 47,3
2014,2,AR Order,0 to 1,278
2014,2,AR Order,1 to 2,1266
2014,2,AR Order,2 to 3,1359
2014,2,AR Order,3 to 4,1086
2014,2,AR Order,4 to 5,859
2014,2,AR Order,5 to 6,712
2014,2,AR Order,6 to 7,482
2014,2,AR Order,7 to 8,411
2014,2,AR Order,8 to 9,292
2014,2,AR Order,9 to 10,227
2014,2,AR Order,10 to 11,179
2014,2,AR Order,11 to 12,121
2014,2,AR Order,12 to 13,124
2014,2,AR Order,13 to 14,73
2014,2,AR Order,14 to 15,63
2014,2,AR Order,15 to 16,61
2014,2,AR Order,16 to 17,50
2014,2,AR Order,17 to 18,28
2014,2,AR Order,18 to 19,39
2014,2,AR Order,19 to 20,34
2014,2,AR Order,20 to 21,26
2014,2,AR Order,21 to 22,30
2014,2,AR Order,22 to 23,20
2014,2,AR Order,23 to 24,10
2014,2,AR Order,24 to 25,9
2014,2,AR Order,25 to 26,5
2014,2,AR Order,26 to 27,9
2014,2,AR Order,27 to 28,18
2014,2,AR Order,28 to 29,18
2014,2,AR Order,29 to 30,23
2014,2,AR Order,30 to 31,12
2014,2,AR Order,31 to 32,14
2014,2,AR Order,32 to 33,12
2014,2,AR Order,33 to 34,11
2014,2,AR Order,34 to 35,7
2014,2,AR Order,35 to 36,8
2014,2,AR Order,36 to 37,9
2014,2,AR Order,37 to 38,7
2014,2,AR Order,38 to 39,4
2014,2,AR Order,39 to 40,7
2014,2,AR Order,40 to 41,6
2014,2,AR Order,41 to 42,4
2014,2,AR Order,42 to 43,4
2014,2,AR Order,43 to 44,4
2014,2,AR Order,44 to 45,6
2014,2,Decree Absolute,0 to 1,520
2014,2,Decree Absolute,1 to 2,11339
2014,2,Decree Absolute,2 to 3,5308
2014,2,Decree Absolute,3 to 4,2624
2014,2,Decree Absolute,46 to 47,3
2014,2,Decree Absolute,45 to 46,2
2014,2,Decree Absolute,44 to 45,6
2014,2,Decree Absolute,43 to 44,5
2014,2,Decree Absolute,42 to 43,5
2014,2,Decree Absolute,41 to 42,7
2014,2,Decree Absolute,40 to 41,6
2014,2,Decree Absolute,39 to 40,9
2014,2,Decree Absolute,37 to 38,10
2014,2,Decree Absolute,36 to 37,6
2014,2,Decree Absolute,35 to 36,8
2014,2,Decree Absolute,34 to 35,7
2014,2,Decree Absolute,33 to 34,9
2014,2,Decree Absolute,32 to 33,12
2014,2,Decree Absolute,31 to 32,8
2014,2,Decree Absolute,30 to 31,10
2014,2,Decree Absolute,29 to 30,10
2014,2,Decree Absolute,28 to 29,13
2014,2,Decree Absolute,27 to 28,15
2014,2,Decree Absolute,26 to 27,8
2014,2,Decree Absolute,25 to 26,13
2014,2,Decree Absolute,24 to 25,8
2014,2,Decree Absolute,23 to 24,23
2014,2,Decree Absolute,22 to 23,21
2014,2,Decree Absolute,21 to 22,27
2014,2,Decree Absolute,20 to 21,27
2014,2,Decree Absolute,19 to 20,36
2014,2,Decree Absolute,18 to 19,42
2014,2,Decree Absolute,17 to 18,57
2014,2,Decree Absolute,16 to 17,53
2014,2,Decree Absolute,15 to 16,77
2014,2,Decree Absolute,14 to 15,80
2014,2,Decree Absolute,13 to 14,122
2014,2,Decree Absolute,12 to 13,162
2014,2,Decree Absolute,11 to 12,195
2014,2,Decree Absolute,10 to 11,249
2014,2,Decree Absolute,9 to 10,311
2014,2,Decree Absolute,8 to 9,463
2014,2,Decree Absolute,7 to 8,593
2014,2,Decree Absolute,6 to 7,728
2014,2,Decree Absolute,5 to 6,1054
2014,2,Decree Absolute,4 to 5,1658
2014,2,Decree Nisi,0 to 1,10464
2014,2,Decree Nisi,1 to 2,10615
2014,2,Decree Nisi,2 to 3,2558
2014,2,Decree Nisi,3 to 4,1094
2014,2,Decree Nisi,4 to 5,479
2014,2,Decree Nisi,5 to 6,328
2014,2,Decree Nisi,6 to 7,183
2014,2,Decree Nisi,7 to 8,138
2014,2,Decree Nisi,8 to 9,99
2014,2,Decree Nisi,9 to 10,77
2014,2,Decree Nisi,10 to 11,51
2014,2,Decree Nisi,11 to 12,40
2014,2,Decree Nisi,12 to 13,33
2014,2,Decree Nisi,13 to 14,23
2014,2,Decree Nisi,14 to 15,24
2014,2,Decree Nisi,15 to 16,17
2014,2,Decree Nisi,16 to 17,15
2014,2,Decree Nisi,17 to 18,20
2014,2,Decree Nisi,18 to 19,10
2014,2,Decree Nisi,19 to 20,6
2014,2,Decree Nisi,20 to 21,10
2014,2,Decree Nisi,21 to 22,9
2014,2,Decree Nisi,22 to 23,7
2014,2,Decree Nisi,23 to 24,5
2014,2,Decree Nisi,24 to 25,4
2014,2,Decree Nisi,25 to 26,5
