case,stage,year,quarter,applicant,main_applicant_gender,other_applicant_gender,count,mean_weeks,median_weeks
Divorce and Civil Partnership,Application,,2023 Q3,All,Female,Unknown,4,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Female,Female,364,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Unknown,Unknown,1401,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Male,Unknown,3,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Female,Female,80,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Male,Male,93,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Male,Female,24,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Unknown,Unknown,10,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Male,Female,2665,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Female,Male,3356,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Female,Female,117,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Female,Female,28,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Male,Female,13,,
Divorce and Civil Partnership,Application,,2023 Q3,Joint,Unknown,Unknown,437,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Unknown,Female,3,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Unknown,Male,4,,
Divorce and Civil Partnership,Application,,2023 Q3,All,Male,Female,10216,,
Divorce and Civil Partnership,Application,,2023 Q4,Sole,Female,N/A,61,,
Divorce and Civil Partnership,Application,,2023 Q4,Sole,Male,N/A,6555,,
Divorce and Civil Partnership,Application,,2023 Q4,Sole,Unknown,N/A,885,,
Divorce and Civil Partnership,Application,,2023 Q4,Sole,Unknown,N/A,5,,
Divorce and Civil Partnership,Application,,2023 Q4,Sole,Female,N/A,11295,,
Divorce and Civil Partnership,Application,,2023 Q4,Sole,Male,N/A,51,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,All,All,5803,,
Divorce and Civil Partnership,Application,,2023 Q4,Sole,All,All,18852,,
Divorce and Civil Partnership,Application,,2023 Q4,All,All,All,24655,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Unknown,Female,4,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Male,Male,39,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Female,Male,2904,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Female,Female,27,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Male,Female,2290,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Unknown,Unknown,5,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Male,Male,26,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Male,Female,8746,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Unknown,Unknown,10,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Unknown,Unknown,1269,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Male,Male,62,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Female,Male,13986,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Female,Female,298,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Unknown,Male,4,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Male,Female,36,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Male,Unknown,3,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Female,Unknown,5,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Female,Female,89,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Male,Female,21,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Unknown,Unknown,392,,
Divorce and Civil Partnership,Application,,2023 Q4,Joint,Female,Male,8,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Male,Male,136,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Female,Female,78,,
Divorce and Civil Partnership,Application,,2023 Q4,All,Female,Male,18,,
Divorce and Civil Partnership,Application,,2024 Q1,Sole,Unknown,N/A,987,,
Divorce and Civil Partnership,Application,,2024 Q1,Sole,Male,N/A,61,,
Divorce and Civil Partnership,Application,,2024 Q1,Sole,Female,N/A,13602,,
Divorce and Civil Partnership,Application,,2024 Q1,Sole,Male,N/A,7776,,
Divorce and Civil Partnership,Application,,2024 Q1,Sole,Unknown,N/A,6,,
Divorce and Civil Partnership,Application,,2024 Q1,Sole,Female,N/A,61,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,All,All,7304,,
Divorce and Civil Partnership,Application,,2024 Q1,Sole,All,All,22493,,
Divorce and Civil Partnership,Application,,2024 Q1,All,All,All,29797,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Female,Female,22,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Female,Female,131,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Unknown,Unknown,6,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Male,Female,11,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Female,Male,3862,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Male,Male,74,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Female,Unknown,5,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Female,Female,387,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Male,Unknown,3,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Female,Female,67,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Female,Male,31,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Male,Male,182,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Unknown,Female,3,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Unknown,Unknown,1373,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Male,Female,2750,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Unknown,Unknown,393,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Female,Male,15,,
Divorce and Civil Partnership,Application,,2024 Q1,Joint,Male,Male,38,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Unknown,Male,4,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Unknown,Unknown,12,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Male,Female,10416,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Male,Male,82,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Male,Female,28,,
Divorce and Civil Partnership,Application,,2024 Q1,All,Female,Male,17204,,
Divorce and Civil Partnership,Application,,2024 Q2,Sole,Unknown,N/A,4,,
Divorce and Civil Partnership,Application,,2024 Q2,Sole,Male,N/A,51,,
Divorce and Civil Partnership,Application,,2024 Q2,Sole,Female,N/A,12608,,
Divorce and Civil Partnership,Application,,2024 Q2,Sole,Female,N/A,71,,
Divorce and Civil Partnership,Application,,2024 Q2,Sole,Unknown,N/A,639,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,All,All,6858,,
Divorce and Civil Partnership,Application,,2024 Q2,Sole,All,All,20596,,
Divorce and Civil Partnership,Application,,2024 Q2,All,All,All,27454,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Female,Female,90,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Female,Female,34,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Female,Male,13,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Female,Male,3484,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Male,Male,46,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Male,Male,67,,
Divorce and Civil Partnership,Application,,2024 Q2,Sole,Male,N/A,7223,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Unknown,Unknown,942,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Female,Male,15857,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Female,Female,365,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Female,Male,28,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Unknown,Unknown,11,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Female,Unknown,4,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Unknown,Female,1,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Unknown,Unknown,304,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Female,Female,133,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Male,Female,2748,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Unknown,Male,1,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Male,Female,19,,
Divorce and Civil Partnership,Application,,2024 Q2,Joint,Unknown,Unknown,7,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Male,Male,164,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Male,Female,29,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Male,Female,9874,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Male,Male,87,,
Divorce and Civil Partnership,Application,,2024 Q2,All,Unknown,Male,1,,
Divorce and Civil Partnership,Application,,2024 Q3,Sole,Female,N/A,62,,
Divorce and Civil Partnership,Application,,2024 Q3,Sole,Unknown,N/A,3,,
Divorce and Civil Partnership,Application,,2024 Q3,Sole,Male,N/A,68,,
Divorce and Civil Partnership,Application,,2024 Q3,Sole,Female,N/A,13096,,
Divorce and Civil Partnership,Application,,2024 Q3,Sole,Male,N/A,7299,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,All,All,6990,,
Divorce and Civil Partnership,Application,,2024 Q3,Sole,All,All,21076,,
Divorce and Civil Partnership,Application,,2024 Q3,All,All,All,28066,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Female,Male,37,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Female,Male,21,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Female,Female,29,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Male,Female,13,,
Divorce and Civil Partnership,Application,,2024 Q3,Sole,Unknown,N/A,548,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Female,Female,367,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Male,Female,9937,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Male,Male,169,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Male,Male,91,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Unknown,Male,1,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Unknown,Unknown,799,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Unknown,Female,1,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Female,Female,75,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Unknown,Unknown,9,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Female,Female,105,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Female,Male,3713,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Male,Male,43,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Unknown,Unknown,6,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Male,Male,65,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Male,Female,2742,,
Divorce and Civil Partnership,Application,,2024 Q3,Joint,Unknown,Unknown,253,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Female,Male,16546,,
Divorce and Civil Partnership,Application,,2024 Q3,All,Male,Female,33,,
Divorce and Civil Partnership,Application,,2024 Q4,Sole,Male,N/A,56,,
Divorce and Civil Partnership,Application,,2024 Q4,Sole,Unknown,N/A,453,,
Divorce and Civil Partnership,Application,,2024 Q4,Sole,Unknown,N/A,2,,
Divorce and Civil Partnership,Application,,2024 Q4,Sole,Female,N/A,57,,
Divorce and Civil Partnership,Application,,2024 Q4,Sole,Female,N/A,11525,,
Divorce and Civil Partnership,Application,,2024 Q4,Sole,Male,N/A,6719,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,All,All,6299,,
Divorce and Civil Partnership,Application,,2024 Q4,Sole,All,All,18812,,
Divorce and Civil Partnership,Application,,2024 Q4,All,All,All,25111,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Unknown,Female,1,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Female,Male,11,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Male,Male,28,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Male,Male,53,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Male,Female,2560,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Female,Female,30,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Male,Female,16,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Male,Female,30,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Unknown,Unknown,7,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Female,Female,310,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Male,Male,70,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Unknown,Unknown,209,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Female,Female,110,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Unknown,Unknown,5,,
Divorce and Civil Partnership,Application,,2024 Q4,Joint,Female,Male,3277,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Female,Female,76,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Female,Male,14600,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Male,Male,165,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Female,Unknown,2,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Unknown,Unknown,661,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Male,Female,9167,,
Divorce and Civil Partnership,Application,,2024 Q4,All,Female,Male,22,,
Divorce and Civil Partnership,Application,,2025 Q1,Sole,Unknown,N/A,451,,
Divorce and Civil Partnership,Application,,2025 Q1,Sole,Male,N/A,7715,,
Divorce and Civil Partnership,Application,,2025 Q1,Sole,Female,N/A,57,,
Divorce and Civil Partnership,Application,,2025 Q1,Sole,Male,N/A,54,,
Divorce and Civil Partnership,Application,,2025 Q1,Sole,Unknown,N/A,5,,
Divorce and Civil Partnership,Application,,2025 Q1,Sole,Female,N/A,13929,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,All,All,7960,,
Divorce and Civil Partnership,Application,,2025 Q1,Sole,All,All,22211,,
Divorce and Civil Partnership,Application,,2025 Q1,All,All,All,30171,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Male,Unknown,2,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Unknown,Unknown,6,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Female,Female,161,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Male,Male,42,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Male,Male,208,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Male,Female,40,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Female,Female,432,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Female,Unknown,2,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Unknown,Unknown,670,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Female,Male,42,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Male,Male,79,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Unknown,Unknown,219,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Female,Male,27,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Female,Female,37,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Male,Female,3215,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Female,Male,4151,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Male,Female,20,,
Divorce and Civil Partnership,Application,,2025 Q1,Joint,Female,Unknown,2,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Male,Female,10800,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Male,Male,76,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Female,Male,17809,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Unknown,Unknown,11,,
Divorce and Civil Partnership,Application,,2025 Q1,All,Female,Female,79,,
Divorce and Civil Partnership,Application,,2025 Q2,Sole,Female,N/A,12615,,
Divorce and Civil Partnership,Application,,2025 Q2,Sole,Male,N/A,48,,
Divorce and Civil Partnership,Application,,2025 Q2,Sole,Female,N/A,59,,
Divorce and Civil Partnership,Application,,2025 Q2,Sole,Male,N/A,7151,,
Divorce and Civil Partnership,Application,,2025 Q2,Sole,Unknown,N/A,1,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,All,All,7341,,
Divorce and Civil Partnership,Application,,2025 Q2,Sole,All,All,20273,,
Divorce and Civil Partnership,Application,,2025 Q2,All,All,All,27614,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Female,Female,31,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Female,Male,24,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Male,Female,14,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Female,Male,3816,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Male,Female,2964,,
Divorce and Civil Partnership,Application,,2025 Q2,Sole,Unknown,N/A,399,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Unknown,Unknown,624,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Unknown,Unknown,12,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Male,Male,66,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Female,Female,406,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Male,Female,9975,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Female,Male,43,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Female,Female,71,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Unknown,Unknown,225,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Unknown,Unknown,11,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Male,Male,36,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Male,Male,73,,
Divorce and Civil Partnership,Application,,2025 Q2,Joint,Female,Female,146,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Male,Male,212,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Female,Unknown,5,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Female,Male,16167,,
Divorce and Civil Partnership,Application,,2025 Q2,All,Male,Female,32,,
Divorce and Civil Partnership,Application,,2025 Q3,Sole,Female,N/A,71,,
Divorce and Civil Partnership,Application,,2025 Q3,Sole,Unknown,N/A,321,,
Divorce and Civil Partnership,Application,,2025 Q3,Sole,Unknown,N/A,3,,
Divorce and Civil Partnership,Application,,2025 Q3,Sole,Female,N/A,12311,,
Divorce and Civil Partnership,Application,,2025 Q3,Sole,Male,N/A,58,,
Divorce and Civil Partnership,Application,,2025 Q3,Sole,Male,N/A,7105,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,All,All,7629,,
Divorce and Civil Partnership,Application,,2025 Q3,Sole,All,All,19869,,
Divorce and Civil Partnership,Application,,2025 Q3,All,All,All,27498,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Female,Male,49,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Female,Unknown,2,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Male,Female,3073,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Male,Female,28,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Unknown,Unknown,203,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Male,Female,10036,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Male,Male,213,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Female,Female,387,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Male,Female,49,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Unknown,Unknown,522,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Female,Unknown,3,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Unknown,Male,2,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Unknown,Unknown,2,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Female,Male,20,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Female,Female,133,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Male,Male,40,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Female,Male,4024,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Female,Female,33,,
Divorce and Civil Partnership,Application,,2025 Q3,Joint,Male,Male,71,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Unknown,Unknown,5,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Female,Male,16080,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Male,Male,77,,
Divorce and Civil Partnership,Application,,2025 Q3,All,Female,Female,75,,
Divorce and Civil Partnership,Application,,2025 Q4,Sole,Unknown,N/A,4,,
Divorce and Civil Partnership,Application,,2025 Q4,Sole,Female,N/A,10870,,
Divorce and Civil Partnership,Application,,2025 Q4,Sole,Male,N/A,6103,,
Divorce and Civil Partnership,Application,,2025 Q4,Sole,Male,N/A,54,,
Divorce and Civil Partnership,Application,,2025 Q4,Sole,Unknown,N/A,342,,
Divorce and Civil Partnership,Application,,2025 Q4,Sole,Female,N/A,43,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,All,All,6485,,
Divorce and Civil Partnership,Application,,2025 Q4,Sole,All,All,17416,,
Divorce and Civil Partnership,Application,,2025 Q4,All,All,All,23901,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Male,Female,26,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Unknown,Unknown,173,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Male,Male,69,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Female,Female,125,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Female,Male,13960,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Male,Male,191,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Unknown,Unknown,7,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Unknown,Female,2,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Female,Unknown,2,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Female,Female,46,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Male,Female,50,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Male,Unknown,1,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Unknown,Unknown,513,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Female,Female,362,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Female,Male,3328,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Female,Male,24,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Female,Female,24,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Male,Male,36,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Unknown,Unknown,3,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Female,Unknown,1,,
Divorce and Civil Partnership,Application,,2025 Q4,Joint,Male,Female,2676,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Male,Female,8656,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Male,Male,66,,
Divorce and Civil Partnership,Application,,2025 Q4,All,Female,Male,45,,
Divorce and Civil Partnership,Conditional Order,2022,,All,All,All,21506,27.489,27
Divorce and Civil Partnership,Conditional Order,2022,,Sole,All,All,15754,27.584,27
Divorce and Civil Partnership,Conditional Order,2022,,Joint,All,All,5752,27.23,26.857
Divorce and Civil Partnership,Conditional Order,2023,,All,All,All,95178,30.903,28.143
Divorce and Civil Partnership,Conditional Order,2023,,Joint,All,All,24495,28.262,26.143
Divorce and Civil Partnership,Conditional Order,2023,,Sole,All,All,70683,31.818,29
Divorce and Civil Partnership,Conditional Order,2024,,All,All,All,103245,34.52,29.143
Divorce and Civil Partnership,Conditional Order,2024,,Sole,All,All,78193,35.877,30
Divorce and Civil Partnership,Conditional Order,2024,,Joint,All,All,25052,30.283,27
Divorce and Civil Partnership,Conditional Order,2025,,All,All,All,115821,36.845,30.286
Divorce and Civil Partnership,Conditional Order,2025,,Joint,All,All,29744,32.194,29.143
Divorce and Civil Partnership,Conditional Order,2025,,Sole,All,All,86077,38.453,31
Divorce and Civil Partnership,Conditional Order,,2022 Q3,All,All,All,646,24.566,24.143
Divorce and Civil Partnership,Conditional Order,,2022 Q3,Joint,All,All,108,24.692,24.857
Divorce and Civil Partnership,Conditional Order,,2022 Q3,Sole,All,All,538,24.541,24.143
Divorce and Civil Partnership,Conditional Order,,2022 Q4,All,All,All,20860,27.58,27
Divorce and Civil Partnership,Conditional Order,,2022 Q4,Joint,All,All,5644,27.279,26.857
Divorce and Civil Partnership,Conditional Order,,2022 Q4,Sole,All,All,15216,27.691,27.143
Divorce and Civil Partnership,Conditional Order,,2023 Q1,All,All,All,29619,29.665,28.143
Divorce and Civil Partnership,Conditional Order,,2023 Q1,Sole,All,All,22313,30.062,28.286
Divorce and Civil Partnership,Conditional Order,,2023 Q1,Joint,All,All,7306,28.452,27.429
Divorce and Civil Partnership,Conditional Order,,2023 Q2,All,All,All,23457,29.07,26.143
Divorce and Civil Partnership,Conditional Order,,2023 Q2,Sole,All,All,17576,29.761,26.429
Divorce and Civil Partnership,Conditional Order,,2023 Q2,Joint,All,All,5881,27.006,24.857
Divorce and Civil Partnership,Conditional Order,,2023 Q3,All,All,All,20948,31.135,27
Divorce and Civil Partnership,Conditional Order,,2023 Q3,Sole,All,All,15298,32.285,27.714
Divorce and Civil Partnership,Conditional Order,,2023 Q3,Joint,All,All,5650,28.022,25.286
Divorce and Civil Partnership,Conditional Order,,2023 Q4,All,All,All,21154,34.437,30
Divorce and Civil Partnership,Conditional Order,,2023 Q4,Joint,All,All,5658,29.563,26.143
Divorce and Civil Partnership,Conditional Order,,2023 Q4,Sole,All,All,15496,36.217,31
Divorce and Civil Partnership,Conditional Order,,2024 Q1,All,All,All,32075,35.097,30.286
Divorce and Civil Partnership,Conditional Order,,2024 Q1,Sole,All,All,25394,36.305,30.857
Divorce and Civil Partnership,Conditional Order,,2024 Q1,Joint,All,All,6681,30.505,27.429
Divorce and Civil Partnership,Conditional Order,,2024 Q2,All,All,All,28347,34.444,28.143
Divorce and Civil Partnership,Conditional Order,,2024 Q2,Joint,All,All,7098,30.785,26.714
Divorce and Civil Partnership,Conditional Order,,2024 Q2,Sole,All,All,21249,35.666,28.857
Divorce and Civil Partnership,Conditional Order,,2024 Q3,All,All,All,27830,33.018,26
Divorce and Civil Partnership,Conditional Order,,2024 Q3,Sole,All,All,21290,34.361,26.429
Divorce and Civil Partnership,Conditional Order,,2024 Q3,Joint,All,All,6540,28.645,25
Divorce and Civil Partnership,Conditional Order,,2024 Q4,All,All,All,14993,36.219,30.857
