type,year,quarter,application,order_type,adopter,adopted_child_sex,adopted_child_age,count
Order granted,2021,3,Adoption,Standard,Step parent,Female,5-9 years,6
Order granted,2021,3,Adoption,Standard,Step parent,Female,Other,5
Order granted,2021,3,Adoption,Standard,Step parent,Male,1-4 years,3
Order granted,2021,3,Adoption,Standard,Step parent,Male,10-14 years,13
Order granted,2021,3,Adoption,Standard,Step parent,Male,15-17 years,4
Order granted,2021,3,Adoption,Standard,Step parent,Male,5-9 years,5
Order granted,2021,3,Adoption,Standard,Step parent,Male,Other,5
Order granted,2021,4,Adoption,Standard,M/F couple,Female,1-4 years,249
Order granted,2021,4,Adoption,Standard,M/F couple,Female,10-14 years,4
Order granted,2021,4,Adoption,Standard,M/F couple,Female,5-9 years,48
Order granted,2021,4,Adoption,Standard,M/F couple,Female,<1 year,7
Order granted,2021,4,Adoption,Standard,M/F couple,Male,1-4 years,197
Order granted,2021,4,Adoption,Standard,M/F couple,Male,10-14 years,5
Order granted,2021,4,Adoption,Standard,M/F couple,Male,5-9 years,39
Order granted,2021,4,Adoption,Standard,M/F couple,Male,<1 year,9
Order granted,2021,4,Adoption,Standard,Other or not stated,Female,1-4 years,2
Order granted,2021,4,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2021,4,Adoption,Standard,Other or not stated,Male,1-4 years,1
Order granted,2021,4,Adoption,Standard,Same sex couple,Female,1-4 years,42
Order granted,2021,4,Adoption,Standard,Same sex couple,Female,5-9 years,5
Order granted,2021,4,Adoption,Standard,Same sex couple,Female,<1 year,5
Order granted,2021,4,Adoption,Standard,Same sex couple,Male,1-4 years,78
Order granted,2021,4,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2021,4,Adoption,Standard,Same sex couple,Male,5-9 years,24
Order granted,2021,4,Adoption,Standard,Same sex couple,Male,<1 year,5
Order granted,2021,4,Adoption,Standard,Sole applicant,Female,1-4 years,39
Order granted,2021,4,Adoption,Standard,Sole applicant,Female,10-14 years,17
Order granted,2021,4,Adoption,Standard,Sole applicant,Female,15-17 years,9
Order granted,2021,4,Adoption,Standard,Sole applicant,Female,5-9 years,18
Order granted,2021,4,Adoption,Standard,Sole applicant,Female,Other,4
Order granted,2021,4,Adoption,Standard,Sole applicant,Male,1-4 years,25
Order granted,2021,4,Adoption,Standard,Sole applicant,Male,10-14 years,18
Order granted,2021,4,Adoption,Standard,Sole applicant,Male,15-17 years,11
Order granted,2021,4,Adoption,Standard,Sole applicant,Male,5-9 years,18
Order granted,2021,4,Adoption,Standard,Sole applicant,Male,<1 year,3
Order granted,2021,4,Adoption,Standard,Sole applicant,Male,Other,2
Order granted,2021,4,Adoption,Standard,Step parent,Female,10-14 years,8
Order granted,2021,4,Adoption,Standard,Step parent,Female,15-17 years,12
Order granted,2021,4,Adoption,Standard,Step parent,Female,5-9 years,7
Order granted,2021,4,Adoption,Standard,Step parent,Female,Other,3
Order granted,2021,4,Adoption,Standard,Step parent,Male,10-14 years,15
Order granted,2021,4,Adoption,Standard,Step parent,Male,15-17 years,4
Order granted,2021,4,Adoption,Standard,Step parent,Male,5-9 years,6
Order granted,2021,4,Adoption,Standard,Step parent,Male,Other,4
Order granted,2022,1,Adoption,Standard,M/F couple,Female,1-4 years,193
Order granted,2022,1,Adoption,Standard,M/F couple,Female,10-14 years,2
Order granted,2022,1,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2022,1,Adoption,Standard,M/F couple,Female,5-9 years,43
Order granted,2022,1,Adoption,Standard,M/F couple,Female,<1 year,6
Order granted,2022,1,Adoption,Standard,M/F couple,Male,1-4 years,196
Order granted,2022,1,Adoption,Standard,M/F couple,Male,10-14 years,6
Order granted,2022,1,Adoption,Standard,M/F couple,Male,15-17 years,2
Order granted,2022,1,Adoption,Standard,M/F couple,Male,5-9 years,29
Order granted,2022,1,Adoption,Standard,M/F couple,Male,<1 year,7
Order granted,2022,1,Adoption,Standard,Other or not stated,Female,1-4 years,1
Order granted,2022,1,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2022,1,Adoption,Standard,Other or not stated,Male,1-4 years,4
Order granted,2022,1,Adoption,Standard,Same sex couple,Female,1-4 years,34
Order granted,2022,1,Adoption,Standard,Same sex couple,Female,5-9 years,2
Order granted,2022,1,Adoption,Standard,Same sex couple,Female,<1 year,2
Order granted,2022,1,Adoption,Standard,Same sex couple,Male,1-4 years,88
Order granted,2022,1,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2022,1,Adoption,Standard,Same sex couple,Male,5-9 years,20
Order granted,2022,1,Adoption,Standard,Same sex couple,Male,<1 year,2
Order granted,2022,1,Adoption,Standard,Sole applicant,Female,1-4 years,29
Order granted,2022,1,Adoption,Standard,Sole applicant,Female,10-14 years,29
Order granted,2022,1,Adoption,Standard,Sole applicant,Female,15-17 years,14
Order granted,2022,1,Adoption,Standard,Sole applicant,Female,5-9 years,25
Order granted,2022,1,Adoption,Standard,Sole applicant,Female,Other,3
Order granted,2022,1,Adoption,Standard,Sole applicant,Male,1-4 years,22
Order granted,2022,1,Adoption,Standard,Sole applicant,Male,10-14 years,20
Order granted,2022,1,Adoption,Standard,Sole applicant,Male,15-17 years,7
Order granted,2022,1,Adoption,Standard,Sole applicant,Male,5-9 years,12
Order granted,2022,1,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2022,1,Adoption,Standard,Sole applicant,Male,Other,8
Order granted,2022,1,Adoption,Standard,Step parent,Female,10-14 years,12
Order granted,2022,1,Adoption,Standard,Step parent,Female,15-17 years,5
Order granted,2022,1,Adoption,Standard,Step parent,Female,5-9 years,5
Order granted,2022,1,Adoption,Standard,Step parent,Female,Other,1
Order granted,2022,1,Adoption,Standard,Step parent,Male,1-4 years,2
Order granted,2022,1,Adoption,Standard,Step parent,Male,10-14 years,11
Order granted,2022,1,Adoption,Standard,Step parent,Male,15-17 years,4
Order granted,2022,1,Adoption,Standard,Step parent,Male,5-9 years,6
Order granted,2022,1,Adoption,Standard,Step parent,Male,Other,1
Order granted,2022,2,Adoption,Standard,M/F couple,Female,1-4 years,217
Order granted,2022,2,Adoption,Standard,M/F couple,Female,10-14 years,3
Order granted,2022,2,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2022,2,Adoption,Standard,M/F couple,Female,5-9 years,39
Order granted,2022,2,Adoption,Standard,M/F couple,Female,<1 year,6
Order granted,2022,2,Adoption,Standard,M/F couple,Male,1-4 years,217
Order granted,2022,2,Adoption,Standard,M/F couple,Male,10-14 years,3
Order granted,2022,2,Adoption,Standard,M/F couple,Male,5-9 years,35
Order granted,2022,2,Adoption,Standard,M/F couple,Male,<1 year,11
Order granted,2022,2,Adoption,Standard,Other or not stated,Female,5-9 years,2
Order granted,2022,2,Adoption,Standard,Other or not stated,Male,1-4 years,1
Order granted,2022,2,Adoption,Standard,Same sex couple,Female,1-4 years,52
Order granted,2022,2,Adoption,Standard,Same sex couple,Female,5-9 years,3
Order granted,2022,2,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2022,2,Adoption,Standard,Same sex couple,Male,1-4 years,88
Order granted,2022,2,Adoption,Standard,Same sex couple,Male,5-9 years,26
Order granted,2022,2,Adoption,Standard,Sole applicant,Female,1-4 years,34
Order granted,2022,2,Adoption,Standard,Sole applicant,Female,10-14 years,11
Order granted,2022,2,Adoption,Standard,Sole applicant,Female,15-17 years,15
Order granted,2022,2,Adoption,Standard,Sole applicant,Female,5-9 years,22
Order granted,2022,2,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2022,2,Adoption,Standard,Sole applicant,Female,Other,6
Order granted,2022,2,Adoption,Standard,Sole applicant,Male,1-4 years,30
Order granted,2022,2,Adoption,Standard,Sole applicant,Male,10-14 years,21
Order granted,2022,2,Adoption,Standard,Sole applicant,Male,15-17 years,13
Order granted,2022,2,Adoption,Standard,Sole applicant,Male,5-9 years,32
Order granted,2022,2,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2022,2,Adoption,Standard,Sole applicant,Male,Other,2
Order granted,2022,2,Adoption,Standard,Step parent,Female,1-4 years,1
Order granted,2022,2,Adoption,Standard,Step parent,Female,10-14 years,16
Order granted,2022,2,Adoption,Standard,Step parent,Female,15-17 years,9
Order granted,2022,2,Adoption,Standard,Step parent,Female,5-9 years,3
Order granted,2022,2,Adoption,Standard,Step parent,Female,Other,1
Order granted,2022,2,Adoption,Standard,Step parent,Male,10-14 years,13
Order granted,2022,2,Adoption,Standard,Step parent,Male,15-17 years,3
Order granted,2022,2,Adoption,Standard,Step parent,Male,5-9 years,5
Order granted,2022,2,Adoption,Standard,Step parent,Male,Other,2
Order granted,2022,3,Adoption,Standard,M/F couple,Female,1-4 years,208
Order granted,2022,3,Adoption,Standard,M/F couple,Female,10-14 years,7
Order granted,2022,3,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2022,3,Adoption,Standard,M/F couple,Female,5-9 years,49
Order granted,2022,3,Adoption,Standard,M/F couple,Female,<1 year,10
Order granted,2022,3,Adoption,Standard,M/F couple,Male,1-4 years,226
Order granted,2022,3,Adoption,Standard,M/F couple,Male,15-17 years,3
Order granted,2022,3,Adoption,Standard,M/F couple,Male,5-9 years,50
Order granted,2022,3,Adoption,Standard,M/F couple,Male,<1 year,4
Order granted,2022,3,Adoption,Standard,M/F couple,Male,Other,1
Order granted,2022,3,Adoption,Standard,Other or not stated,Female,1-4 years,1
Order granted,2022,3,Adoption,Standard,Other or not stated,Male,1-4 years,2
Order granted,2022,3,Adoption,Standard,Other or not stated,Male,5-9 years,1
Order granted,2022,3,Adoption,Standard,Same sex couple,Female,1-4 years,43
Order granted,2022,3,Adoption,Standard,Same sex couple,Female,5-9 years,12
Order granted,2022,3,Adoption,Standard,Same sex couple,Female,<1 year,2
Order granted,2022,3,Adoption,Standard,Same sex couple,Male,1-4 years,77
Order granted,2022,3,Adoption,Standard,Same sex couple,Male,15-17 years,1
Order granted,2022,3,Adoption,Standard,Same sex couple,Male,5-9 years,25
Order granted,2022,3,Adoption,Standard,Same sex couple,Male,<1 year,1
Order granted,2022,3,Adoption,Standard,Sole applicant,Female,1-4 years,41
Order granted,2022,3,Adoption,Standard,Sole applicant,Female,10-14 years,34
Order granted,2022,3,Adoption,Standard,Sole applicant,Female,15-17 years,9
Order granted,2022,3,Adoption,Standard,Sole applicant,Female,5-9 years,19
Order granted,2022,3,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2022,3,Adoption,Standard,Sole applicant,Female,Other,9
Order granted,2022,3,Adoption,Standard,Sole applicant,Male,1-4 years,37
Order granted,2022,3,Adoption,Standard,Sole applicant,Male,10-14 years,18
Order granted,2022,3,Adoption,Standard,Sole applicant,Male,15-17 years,9
Order granted,2022,3,Adoption,Standard,Sole applicant,Male,5-9 years,27
Order granted,2022,3,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2022,3,Adoption,Standard,Sole applicant,Male,Other,2
Order granted,2022,3,Adoption,Standard,Step parent,Female,1-4 years,1
Order granted,2022,3,Adoption,Standard,Step parent,Female,10-14 years,17
Order granted,2022,3,Adoption,Standard,Step parent,Female,15-17 years,11
Order granted,2022,3,Adoption,Standard,Step parent,Female,5-9 years,8
Order granted,2022,3,Adoption,Standard,Step parent,Female,Other,2
Order granted,2022,3,Adoption,Standard,Step parent,Male,10-14 years,15
Order granted,2022,3,Adoption,Standard,Step parent,Male,15-17 years,5
Order granted,2022,3,Adoption,Standard,Step parent,Male,5-9 years,10
Order granted,2022,3,Adoption,Standard,Step parent,Male,Other,2
Order granted,2022,4,Adoption,Standard,M/F couple,Female,1-4 years,208
Order granted,2022,4,Adoption,Standard,M/F couple,Female,10-14 years,1
Order granted,2022,4,Adoption,Standard,M/F couple,Female,5-9 years,55
Order granted,2022,4,Adoption,Standard,M/F couple,Female,<1 year,3
Order granted,2022,4,Adoption,Standard,M/F couple,Male,1-4 years,223
Order granted,2022,4,Adoption,Standard,M/F couple,Male,10-14 years,1
Order granted,2022,4,Adoption,Standard,M/F couple,Male,5-9 years,60
Order granted,2022,4,Adoption,Standard,M/F couple,Male,<1 year,8
Order granted,2022,4,Adoption,Standard,Other or not stated,Female,1-4 years,4
Order granted,2022,4,Adoption,Standard,Other or not stated,Male,1-4 years,4
Order granted,2022,4,Adoption,Standard,Other or not stated,Male,5-9 years,1
Order granted,2022,4,Adoption,Standard,Same sex couple,Female,1-4 years,59
Order granted,2022,4,Adoption,Standard,Same sex couple,Female,10-14 years,1
Order granted,2022,4,Adoption,Standard,Same sex couple,Female,5-9 years,11
Order granted,2022,4,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2022,4,Adoption,Standard,Same sex couple,Male,1-4 years,79
Order granted,2022,4,Adoption,Standard,Same sex couple,Male,5-9 years,28
Order granted,2022,4,Adoption,Standard,Same sex couple,Male,<1 year,3
Order granted,2022,4,Adoption,Standard,Sole applicant,Female,1-4 years,35
Order granted,2022,4,Adoption,Standard,Sole applicant,Female,10-14 years,21
Order granted,2022,4,Adoption,Standard,Sole applicant,Female,15-17 years,12
Order granted,2022,4,Adoption,Standard,Sole applicant,Female,5-9 years,19
Order granted,2022,4,Adoption,Standard,Sole applicant,Female,<1 year,4
Order granted,2022,4,Adoption,Standard,Sole applicant,Female,Other,7
Order granted,2022,4,Adoption,Standard,Sole applicant,Male,1-4 years,30
Order granted,2022,4,Adoption,Standard,Sole applicant,Male,10-14 years,21
Order granted,2022,4,Adoption,Standard,Sole applicant,Male,15-17 years,13
Order granted,2022,4,Adoption,Standard,Sole applicant,Male,5-9 years,25
Order granted,2022,4,Adoption,Standard,Sole applicant,Male,<1 year,4
Order granted,2022,4,Adoption,Standard,Sole applicant,Male,Other,4
Order granted,2022,4,Adoption,Standard,Step parent,Female,1-4 years,1
Order granted,2022,4,Adoption,Standard,Step parent,Female,10-14 years,11
Order granted,2022,4,Adoption,Standard,Step parent,Female,15-17 years,17
Order granted,2022,4,Adoption,Standard,Step parent,Female,5-9 years,11
Order granted,2022,4,Adoption,Standard,Step parent,Female,Other,4
Order granted,2022,4,Adoption,Standard,Step parent,Male,1-4 years,3
Order granted,2022,4,Adoption,Standard,Step parent,Male,10-14 years,15
Order granted,2022,4,Adoption,Standard,Step parent,Male,15-17 years,6
Order granted,2022,4,Adoption,Standard,Step parent,Male,5-9 years,8
Order granted,2022,4,Adoption,Standard,Step parent,Male,Other,2
Order granted,2023,1,Adoption,Standard,M/F couple,Female,1-4 years,209
Order granted,2023,1,Adoption,Standard,M/F couple,Female,10-14 years,3
Order granted,2023,1,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2023,1,Adoption,Standard,M/F couple,Female,5-9 years,50
Order granted,2023,1,Adoption,Standard,M/F couple,Female,<1 year,10
Order granted,2023,1,Adoption,Standard,M/F couple,Female,Other,2
Order granted,2023,1,Adoption,Standard,M/F couple,Male,1-4 years,212
Order granted,2023,1,Adoption,Standard,M/F couple,Male,15-17 years,2
Order granted,2023,1,Adoption,Standard,M/F couple,Male,5-9 years,52
Order granted,2023,1,Adoption,Standard,M/F couple,Male,<1 year,7
Order granted,2023,1,Adoption,Standard,Other or not stated,Female,1-4 years,3
Order granted,2023,1,Adoption,Standard,Other or not stated,Female,15-17 years,1
Order granted,2023,1,Adoption,Standard,Other or not stated,Male,1-4 years,1
Order granted,2023,1,Adoption,Standard,Same sex couple,Female,1-4 years,54
Order granted,2023,1,Adoption,Standard,Same sex couple,Female,10-14 years,1
Order granted,2023,1,Adoption,Standard,Same sex couple,Female,5-9 years,7
Order granted,2023,1,Adoption,Standard,Same sex couple,Female,<1 year,3
Order granted,2023,1,Adoption,Standard,Same sex couple,Male,1-4 years,86
Order granted,2023,1,Adoption,Standard,Same sex couple,Male,10-14 years,2
Order granted,2023,1,Adoption,Standard,Same sex couple,Male,5-9 years,27
Order granted,2023,1,Adoption,Standard,Same sex couple,Male,<1 year,3
Order granted,2023,1,Adoption,Standard,Same sex couple,Male,Other,1
Order granted,2023,1,Adoption,Standard,Sole applicant,Female,1-4 years,42
Order granted,2023,1,Adoption,Standard,Sole applicant,Female,10-14 years,32
Order granted,2023,1,Adoption,Standard,Sole applicant,Female,15-17 years,11
Order granted,2023,1,Adoption,Standard,Sole applicant,Female,5-9 years,30
Order granted,2023,1,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2023,1,Adoption,Standard,Sole applicant,Female,Other,4
Order granted,2023,1,Adoption,Standard,Sole applicant,Male,1-4 years,30
Order granted,2023,1,Adoption,Standard,Sole applicant,Male,10-14 years,20
Order granted,2023,1,Adoption,Standard,Sole applicant,Male,15-17 years,11
Order granted,2023,1,Adoption,Standard,Sole applicant,Male,5-9 years,28
Order granted,2023,1,Adoption,Standard,Sole applicant,Male,<1 year,1
Order granted,2023,1,Adoption,Standard,Sole applicant,Male,Other,5
Order granted,2023,1,Adoption,Standard,Step parent,Female,1-4 years,1
Order granted,2023,1,Adoption,Standard,Step parent,Female,10-14 years,16
Order granted,2023,1,Adoption,Standard,Step parent,Female,15-17 years,9
Order granted,2023,1,Adoption,Standard,Step parent,Female,5-9 years,7
Order granted,2023,1,Adoption,Standard,Step parent,Female,Other,8
Order granted,2023,1,Adoption,Standard,Step parent,Male,1-4 years,1
Order granted,2023,1,Adoption,Standard,Step parent,Male,10-14 years,18
Order granted,2023,1,Adoption,Standard,Step parent,Male,15-17 years,10
Order granted,2023,1,Adoption,Standard,Step parent,Male,5-9 years,5
Order granted,2023,2,Adoption,Standard,M/F couple,Female,1-4 years,215
Order granted,2023,2,Adoption,Standard,M/F couple,Female,10-14 years,3
Order granted,2023,2,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2023,2,Adoption,Standard,M/F couple,Female,5-9 years,46
Order granted,2023,2,Adoption,Standard,M/F couple,Female,<1 year,12
Order granted,2023,2,Adoption,Standard,M/F couple,Female,Other,1
Order granted,2023,2,Adoption,Standard,M/F couple,Male,1-4 years,224
Order granted,2023,2,Adoption,Standard,M/F couple,Male,10-14 years,3
Order granted,2023,2,Adoption,Standard,M/F couple,Male,5-9 years,56
Order granted,2023,2,Adoption,Standard,M/F couple,Male,<1 year,8
Order granted,2023,2,Adoption,Standard,Other or not stated,Female,1-4 years,3
Order granted,2023,2,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2023,2,Adoption,Standard,Other or not stated,Male,1-4 years,1
Order granted,2023,2,Adoption,Standard,Same sex couple,Female,1-4 years,49
Order granted,2023,2,Adoption,Standard,Same sex couple,Female,10-14 years,1
Order granted,2023,2,Adoption,Standard,Same sex couple,Female,5-9 years,9
Order granted,2023,2,Adoption,Standard,Same sex couple,Female,<1 year,1
Order granted,2023,2,Adoption,Standard,Same sex couple,Male,1-4 years,83
Order granted,2023,2,Adoption,Standard,Same sex couple,Male,10-14 years,2
Order granted,2023,2,Adoption,Standard,Same sex couple,Male,5-9 years,21
Order granted,2023,2,Adoption,Standard,Same sex couple,Male,<1 year,3
Order granted,2023,2,Adoption,Standard,Sole applicant,Female,1-4 years,46
Order granted,2023,2,Adoption,Standard,Sole applicant,Female,10-14 years,21
Order granted,2023,2,Adoption,Standard,Sole applicant,Female,15-17 years,10
Order granted,2023,2,Adoption,Standard,Sole applicant,Female,5-9 years,20
Order granted,2023,2,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2023,2,Adoption,Standard,Sole applicant,Female,Other,5
Order granted,2023,2,Adoption,Standard,Sole applicant,Male,1-4 years,29
Order granted,2023,2,Adoption,Standard,Sole applicant,Male,10-14 years,21
Order granted,2023,2,Adoption,Standard,Sole applicant,Male,15-17 years,12
Order granted,2023,2,Adoption,Standard,Sole applicant,Male,5-9 years,19
Order granted,2023,2,Adoption,Standard,Sole applicant,Male,Other,3
Order granted,2023,2,Adoption,Standard,Step parent,Female,10-14 years,15
Order granted,2023,2,Adoption,Standard,Step parent,Female,15-17 years,8
Order granted,2023,2,Adoption,Standard,Step parent,Female,5-9 years,7
Order granted,2023,2,Adoption,Standard,Step parent,Female,Other,7
Order granted,2023,2,Adoption,Standard,Step parent,Male,1-4 years,5
Order granted,2023,2,Adoption,Standard,Step parent,Male,10-14 years,9
Order granted,2023,2,Adoption,Standard,Step parent,Male,15-17 years,7
Order granted,2023,2,Adoption,Standard,Step parent,Male,5-9 years,10
Order granted,2023,2,Adoption,Standard,Step parent,Male,Other,3
Order granted,2023,3,Adoption,Standard,M/F couple,Female,1-4 years,208
Order granted,2023,3,Adoption,Standard,M/F couple,Female,10-14 years,2
Order granted,2023,3,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2023,3,Adoption,Standard,M/F couple,Female,5-9 years,46
Order granted,2023,3,Adoption,Standard,M/F couple,Female,<1 year,10
Order granted,2023,3,Adoption,Standard,M/F couple,Male,1-4 years,204
Order granted,2023,3,Adoption,Standard,M/F couple,Male,10-14 years,2
Order granted,2023,3,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2023,3,Adoption,Standard,M/F couple,Male,5-9 years,56
Order granted,2023,3,Adoption,Standard,M/F couple,Male,<1 year,11
Order granted,2023,3,Adoption,Standard,Other or not stated,Female,10-14 years,2
Order granted,2023,3,Adoption,Standard,Other or not stated,Male,1-4 years,3
Order granted,2023,3,Adoption,Standard,Other or not stated,Male,Other,1
Order granted,2023,3,Adoption,Standard,Same sex couple,Female,1-4 years,39
Order granted,2023,3,Adoption,Standard,Same sex couple,Female,5-9 years,4
Order granted,2023,3,Adoption,Standard,Same sex couple,Female,<1 year,2
Order granted,2023,3,Adoption,Standard,Same sex couple,Male,1-4 years,88
Order granted,2023,3,Adoption,Standard,Same sex couple,Male,10-14 years,2
Order granted,2023,3,Adoption,Standard,Same sex couple,Male,5-9 years,23
Order granted,2023,3,Adoption,Standard,Same sex couple,Male,<1 year,7
Order granted,2023,3,Adoption,Standard,Sole applicant,Female,1-4 years,41
Order granted,2023,3,Adoption,Standard,Sole applicant,Female,10-14 years,12
Order granted,2023,3,Adoption,Standard,Sole applicant,Female,15-17 years,11
Order granted,2023,3,Adoption,Standard,Sole applicant,Female,5-9 years,19
Order granted,2023,3,Adoption,Standard,Sole applicant,Female,<1 year,3
Order granted,2023,3,Adoption,Standard,Sole applicant,Female,Other,4
Order granted,2023,3,Adoption,Standard,Sole applicant,Male,1-4 years,28
Order granted,2023,3,Adoption,Standard,Sole applicant,Male,10-14 years,22
Order granted,2023,3,Adoption,Standard,Sole applicant,Male,15-17 years,10
Order granted,2023,3,Adoption,Standard,Sole applicant,Male,5-9 years,14
Order granted,2023,3,Adoption,Standard,Sole applicant,Male,<1 year,5
Order granted,2023,3,Adoption,Standard,Sole applicant,Male,Other,4
Order granted,2023,3,Adoption,Standard,Step parent,Female,1-4 years,2
Order granted,2023,3,Adoption,Standard,Step parent,Female,10-14 years,23
Order granted,2023,3,Adoption,Standard,Step parent,Female,15-17 years,16
Order granted,2023,3,Adoption,Standard,Step parent,Female,5-9 years,9
Order granted,2023,3,Adoption,Standard,Step parent,Female,Other,6
Order granted,2023,3,Adoption,Standard,Step parent,Male,1-4 years,1
Order granted,2023,3,Adoption,Standard,Step parent,Male,10-14 years,21
Order granted,2023,3,Adoption,Standard,Step parent,Male,15-17 years,6
Order granted,2023,3,Adoption,Standard,Step parent,Male,5-9 years,11
Order granted,2023,3,Adoption,Standard,Step parent,Male,Other,2
Order granted,2023,4,Adoption,Standard,M/F couple,Female,1-4 years,221
Order granted,2023,4,Adoption,Standard,M/F couple,Female,10-14 years,5
Order granted,2023,4,Adoption,Standard,M/F couple,Female,5-9 years,63
Order granted,2023,4,Adoption,Standard,M/F couple,Female,<1 year,18
Order granted,2023,4,Adoption,Standard,M/F couple,Male,1-4 years,205
Order granted,2023,4,Adoption,Standard,M/F couple,Male,10-14 years,3
Order granted,2023,4,Adoption,Standard,M/F couple,Male,5-9 years,65
Order granted,2023,4,Adoption,Standard,M/F couple,Male,<1 year,4
Order granted,2023,4,Adoption,Standard,Other or not stated,Female,1-4 years,5
Order granted,2023,4,Adoption,Standard,Other or not stated,Female,5-9 years,1
Order granted,2023,4,Adoption,Standard,Other or not stated,Male,1-4 years,1
Order granted,2023,4,Adoption,Standard,Other or not stated,Male,10-14 years,1
Order granted,2023,4,Adoption,Standard,Other or not stated,Male,5-9 years,1
Order granted,2023,4,Adoption,Standard,Same sex couple,Female,1-4 years,33
Order granted,2023,4,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2023,4,Adoption,Standard,Same sex couple,Female,<1 year,3
Order granted,2023,4,Adoption,Standard,Same sex couple,Male,1-4 years,79
Order granted,2023,4,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2023,4,Adoption,Standard,Same sex couple,Male,15-17 years,1
Order granted,2023,4,Adoption,Standard,Same sex couple,Male,5-9 years,23
Order granted,2023,4,Adoption,Standard,Same sex couple,Male,<1 year,3
Order granted,2023,4,Adoption,Standard,Sole applicant,Female,1-4 years,42
Order granted,2023,4,Adoption,Standard,Sole applicant,Female,10-14 years,24
Order granted,2023,4,Adoption,Standard,Sole applicant,Female,15-17 years,18
Order granted,2023,4,Adoption,Standard,Sole applicant,Female,5-9 years,12
Order granted,2023,4,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2023,4,Adoption,Standard,Sole applicant,Female,Other,5
Order granted,2023,4,Adoption,Standard,Sole applicant,Male,1-4 years,28
Order granted,2023,4,Adoption,Standard,Sole applicant,Male,10-14 years,8
Order granted,2023,4,Adoption,Standard,Sole applicant,Male,15-17 years,11
Order granted,2023,4,Adoption,Standard,Sole applicant,Male,5-9 years,19
Order granted,2023,4,Adoption,Standard,Sole applicant,Male,<1 year,3
Order granted,2023,4,Adoption,Standard,Sole applicant,Male,Other,3
Order granted,2023,4,Adoption,Standard,Step parent,Female,1-4 years,2
Order granted,2023,4,Adoption,Standard,Step parent,Female,10-14 years,19
Order granted,2023,4,Adoption,Standard,Step parent,Female,15-17 years,10
Order granted,2023,4,Adoption,Standard,Step parent,Female,5-9 years,10
Order granted,2023,4,Adoption,Standard,Step parent,Female,Other,6
Order granted,2023,4,Adoption,Standard,Step parent,Male,1-4 years,1
Order granted,2023,4,Adoption,Standard,Step parent,Male,10-14 years,21
Order granted,2023,4,Adoption,Standard,Step parent,Male,15-17 years,10
Order granted,2023,4,Adoption,Standard,Step parent,Male,5-9 years,10
Order granted,2023,4,Adoption,Standard,Step parent,Male,Other,1
Order granted,2024,1,Adoption,Standard,M/F couple,Female,1-4 years,245
Order granted,2024,1,Adoption,Standard,M/F couple,Female,10-14 years,6
Order granted,2024,1,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2024,1,Adoption,Standard,M/F couple,Female,5-9 years,53
Order granted,2024,1,Adoption,Standard,M/F couple,Female,<1 year,12
Order granted,2024,1,Adoption,Standard,M/F couple,Female,Other,3
Order granted,2024,1,Adoption,Standard,M/F couple,Male,1-4 years,220
Order granted,2024,1,Adoption,Standard,M/F couple,Male,10-14 years,2
Order granted,2024,1,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2024,1,Adoption,Standard,M/F couple,Male,5-9 years,45
Order granted,2024,1,Adoption,Standard,M/F couple,Male,<1 year,5
Order granted,2024,1,Adoption,Standard,Other or not stated,Female,1-4 years,4
Order granted,2024,1,Adoption,Standard,Other or not stated,Female,5-9 years,2
Order granted,2024,1,Adoption,Standard,Other or not stated,Male,1-4 years,4
Order granted,2024,1,Adoption,Standard,Same sex couple,Female,1-4 years,46
Order granted,2024,1,Adoption,Standard,Same sex couple,Female,15-17 years,1
Order granted,2024,1,Adoption,Standard,Same sex couple,Female,5-9 years,5
Order granted,2024,1,Adoption,Standard,Same sex couple,Female,<1 year,5
